id,FIPS,Total households!!Median household income (dollars),Margin of Error!!INCOME AND BENEFITS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Total households!!Median household income (dollars),Total households!!Mean household income (dollars),Margin of Error!!INCOME AND BENEFITS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Total households!!Mean household income (dollars)
0500000US,01109,34678,3262,54193,4607
0500000US,01111,41449,3941,56137,4740
0500000US,01113,40978,2192,53747,2380
0500000US,01115,54887,2057,65756,2334
0500000US,01117,75761,1348,95835,2218
0500000US,01119,23132,2361,38126,4518
0500000US,01121,41012,1513,54898,2177
0500000US,01123,43361,3489,56874,2174
0500000US,01125,52221,1240,69478,1488
0500000US,01127,41748,1803,56961,2119
0500000US,01129,40794,3442,54475,5875
0500000US,01131,27237,4033,42007,3398
0500000US,01133,38504,3600,51630,3309
0500000US,02013,69706,4788,81570,4552
0500000US,02016,85517,3718,101440,4331
0500000US,02020,83280,1770,106840,2175
0500000US,02050,54212,2972,70334,3200
0500000US,02060,84688,10676,99525,9711
0500000US,02068,84196,7160,91022,8564
0500000US,02070,58750,4339,72873,4366
0500000US,02090,77095,2705,94841,3122
0500000US,02100,64342,19415,76564,9926
0500000US,02105,63603,6054,77180,5489
0500000US,02110,88213,3956,107563,7729
0500000US,02122,66684,2674,84549,3235
0500000US,02130,70356,3342,86145,3943
0500000US,02150,78281,9886,90125,7889
0500000US,02158,35539,3260,46732,3650
0500000US,02164,46406,5186,60837,6298
0500000US,02170,75905,1736,90862,1694
0500000US,02180,58987,3166,73589,3782
0500000US,02185,75431,13210,93624,9387
0500000US,02188,62949,3677,80250,4005
0500000US,02195,66907,2820,87391,7903
0500000US,02198,54191,2561,66830,2444
0500000US,02220,71534,4048,89940,5785
0500000US,02230,72237,5731,83881,4565
0500000US,02240,71541,6871,80274,4756
0500000US,02261,82306,5784,95129,8666
0500000US,02275,57583,7200,70025,6013
0500000US,02282,65833,9645,73088,5348
0500000US,02290,40000,2340,53907,3062
0500000US,04001,32963,1614,44356,1566
0500000US,04003,48649,1372,62072,1779
0500000US,04005,57616,1629,75304,2160
0500000US,04007,42092,1810,55246,2312
0500000US,04009,51352,2134,59370,2234
0500000US,04011,60962,3549,71773,5740
0500000US,04012,33333,5547,46901,4202
0500000US,04013,61606,305,84884,501
0500000US,04015,43266,1301,57571,1486
0500000US,04017,40054,1508,53558,1536
0500000US,04019,51037,502,70610,690
0500000US,04021,55550,944,67625,1324
0500000US,04023,40467,2823,59164,4034
0500000US,04025,50180,1188,65629,1483
0500000US,04027,44058,1027,58796,1328
0500000US,05001,39466,2862,57077,3686
0500000US,05003,39635,2381,55565,5025
0500000US,05005,41481,1723,57247,3228
0500000US,05007,64141,973,88345,1970
0500000US,05009,43262,1685,58658,2882
0500000US,05011,39510,1964,54378,3230
0500000US,05013,44022,5407,57517,4853
0500000US,05015,43505,2576,58830,4995
0500000US,05017,33051,2405,53248,7790
0500000US,05019,39752,3177,54268,2547
0500000US,05021,33935,3014,46074,3001
0500000US,05023,43391,3877,59787,3684
0500000US,05025,42460,5180,57182,3966
0500000US,05027,36148,2798,53655,5039
0500000US,05029,41196,3290,57701,3962
0500000US,05031,45868,1769,66617,3050
0500000US,05033,46619,1940,61329,4127
0500000US,05035,39002,3326,55159,2136
0500000US,05037,43838,3033,61914,6700
0500000US,05039,36628,4304,44870,3347
0500000US,05041,30234,3199,43560,3416
0500000US,05043,43014,6583,57827,4867
0500000US,05045,51930,2657,69056,2443
0500000US,05047,39463,2378,49603,2766
0500000US,05049,36184,3839,47478,3731
0500000US,05051,43146,1686,62899,3705
0500000US,05053,51920,3608,66845,5759
0500000US,05055,47497,2882,58805,2185
0500000US,05057,41355,3621,52426,3325
0500000US,05059,41262,1831,54707,3810
0500000US,05061,35900,4446,59294,7493
0500000US,05063,43523,2344,59214,3202
0500000US,05065,40218,3817,50944,5470
0500000US,05067,33174,2693,52085,4944
0500000US,05069,38289,2040,53194,2119
0500000US,05071,37170,1845,49280,3185
0500000US,05073,32412,3163,59077,10587
0500000US,05075,38528,2394,50287,2991
0500000US,05077,28367,5453,41798,4076
0500000US,05079,45166,10567,54584,4581
0500000US,05081,45388,4435,59113,5098
0500000US,05083,39748,2062,52645,3122
0500000US,05085,57509,2386,69490,1916
0500000US,05087,43891,3623,61519,6160
0500000US,05089,35518,3067,45432,3055
0500000US,05091,41903,1899,56997,2735
0500000US,05093,37237,1966,52080,2685
0500000US,05095,35190,6580,47475,3698
0500000US,05097,37855,4283,51753,4481
0500000US,05099,37635,4786,45112,4298
0500000US,05101,39896,6153,47959,3655
0500000US,05103,34887,2524,49607,3085
0500000US,05105,46071,6434,56931,4119
0500000US,05107,29263,3332,44626,3279
0500000US,05109,37406,4126,52727,4092
0500000US,05111,39277,2374,47721,2361
0500000US,05113,37035,1890,48496,3107
0500000US,05115,41914,2119,57914,2797
0500000US,05117,41846,2815,52656,3770
0500000US,05119,50093,1057,74959,1467
0500000US,05121,36870,2599,50329,4593
0500000US,05123,35356,2573,45472,2623
0500000US,05125,62152,2102,75741,1899
0500000US,05127,35509,4950,44300,3351
0500000US,05129,36390,3678,48021,5681
0500000US,05131,43240,1558,61626,2173
0500000US,05133,46667,3229,57655,4710
0500000US,05135,33708,3260,47567,7758
0500000US,05137,36162,3184,49251,4386
0500000US,05139,44000,2866,59213,3120
0500000US,05141,36897,2259,50038,2569
0500000US,05143,49629,1197,72364,2325
0500000US,05145,43822,2407,62025,3441
0500000US,05147,31023,3645,47914,4583
0500000US,05149,42361,2804,58585,4931
0500000US,06001,92574,1023,122575,889
0500000US,06003,64688,12933,92738,21812
0500000US,06005,61198,3241,78014,4792
0500000US,06007,48443,1477,69621,1909
0500000US,06009,58151,3310,79782,4095
0500000US,06011,56704,4501,82313,8367
0500000US,06013,93712,926,128079,1308
0500000US,06015,45258,5035,61652,4905
0500000US,06017,80582,2117,104895,2431
0500000US,06019,51261,808,71663,949
0500000US,06021,47395,3209,60614,3329
0500000US,06023,45528,1359,63753,2235
0500000US,06025,45834,1861,63186,2149
0500000US,06027,52874,3230,68448,2709
0500000US,06029,52479,729,71440,999
0500000US,06031,53865,2352,69985,2095
0500000US,06033,42475,2511,60847,2431
0500000US,06035,56362,1943,71097,3396
0500000US,06037,64251,247,94484,379
0500000US,06039,52884,1923,69614,2177
0500000US,06041,110217,3332,168429,3532
0500000US,06043,51199,3487,64590,3664
0500000US,06045,49233,2356,67340,2787
0500000US,06047,50129,1671,69764,1929
0500000US,06049,45149,5555,54126,4118
0500000US,06051,63018,5826,80008,7282
0500000US,06053,66676,1234,93636,1783
0500000US,06055,84753,2198,116922,2887
0500000US,06057,63240,1916,86798,2890
0500000US,06059,85398,719,117194,953
0500000US,06061,84357,1469,109020,1802
0500000US,06063,53270,3391,71648,6749
0500000US,06065,63948,454,84391,753
0500000US,06067,63902,512,85289,665
0500000US,06069,81977,4226,101057,3842
0500000US,06071,60164,626,77575,643
0500000US,06073,74855,578,101302,710
0500000US,06075,104552,1533,149265,1931
0500000US,06077,61145,1022,81297,1130
0500000US,06079,70699,1500,93008,1891
0500000US,06081,113776,1672,162639,1868
0500000US,06083,71657,1476,101100,1486
0500000US,06085,116178,938,154183,1056
0500000US,06087,78041,1462,109141,2364
0500000US,06089,50905,1445,69130,1537
0500000US,06091,48125,7465,67464,7908
0500000US,06093,44200,2158,63208,4614
0500000US,06095,77609,1309,96029,1658
0500000US,06097,76753,1039,102483,1743
0500000US,06099,57387,1316,75761,1233
0500000US,06101,56955,2206,75716,2651
0500000US,06103,42899,2347,58939,2659
0500000US,06105,38497,4689,54856,4224
0500000US,06107,47518,1141,66651,1317
0500000US,06109,56493,3992,80361,5059
0500000US,06111,84017,1199,110792,1246
0500000US,06113,65923,2023,92571,2182
0500000US,06115,52624,2827,67391,2493
0500000US,08001,67575,991,83368,1099
0500000US,08003,39191,4112,54566,4806
0500000US,08005,73925,902,101356,1220
0500000US,08007,50753,5030,69659,5922
0500000US,08009,37500,2954,51427,3648
0500000US,08011,34392,6115,47944,3937
0500000US,08013,78642,1583,109446,2061
0500000US,08014,89624,4013,115956,4248
0500000US,08015,54580,3158,68388,4540
0500000US,08017,55227,5083,66044,6972
0500000US,08019,69936,4503,85799,7994
0500000US,08021,34746,3572,49027,3630
0500000US,08023,30593,3298,44416,4966
0500000US,08025,37586,5569,49717,4655
0500000US,08027,44644,9674,60902,9459
0500000US,08029,44512,3534,61762,4092
0500000US,08031,63793,757,93650,1388
0500000US,08033,41714,7892,58964,7859
0500000US,08035,115314,2028,141587,2022
0500000US,08037,84685,4478,112356,7134
0500000US,08039,96658,4279,119132,5678
0500000US,08041,65334,786,84646,938
0500000US,08043,46296,2175,61882,3013
0500000US,08045,72898,3801,87363,3289
0500000US,08047,75120,6107,104764,16344
0500000US,08049,70469,6695,79487,6472
0500000US,08051,54979,3938,72352,4127
0500000US,08053,52188,11724,76124,12051
0500000US,08055,36705,3945,50624,4162
0500000US,08057,48828,8122,56982,5614
0500000US,08059,78943,1142,102153,1248
0500000US,08061,39784,3824,57194,8108
0500000US,08063,51046,4399,70847,13619
0500000US,08065,46918,4775,61605,7741
0500000US,08067,64372,2658,90042,5334
0500000US,08069,67664,1346,88703,1665
0500000US,08071,41945,3628,55673,3558
0500000US,08073,49423,6527,64123,6493
0500000US,08075,48922,4300,62194,3730
0500000US,08077,53683,1202,68347,1762
0500000US,08079,61058,4934,75049,8096
0500000US,08081,52807,6292,69217,4934
0500000US,08083,46797,4106,59138,2837
0500000US,08085,48739,2573,60935,2585
0500000US,08087,51626,2649,63086,3394
0500000US,08089,34136,2884,46464,3176
0500000US,08091,62230,7410,76708,6044
0500000US,08093,66861,6419,83704,8089
0500000US,08095,50724,6930,72533,9282
0500000US,08097,71244,5939,127167,16414
0500000US,08099,40097,2720,52645,3365
0500000US,08101,44634,1315,60610,1305
0500000US,08103,55543,4275,69760,5479
0500000US,08105,38639,2097,54102,4681
0500000US,08107,74273,3839,98004,6388
0500000US,08109,34410,5288,52979,7392
0500000US,08111,46563,9920,65985,12297
0500000US,08113,64478,4771,100545,12034
0500000US,08115,45188,6445,55788,5366
0500000US,08117,77589,4772,95522,6641
0500000US,08119,65382,5275,80352,4872
0500000US,08121,49375,4796,64168,4687
0500000US,08123,70908,1339,85911,1369
0500000US,08125,48394,3103,64166,4523
0500000US,09001,92969,1158,150822,1822
0500000US,09003,72321,966,98005,1070
0500000US,09005,78314,1991,103002,1937
0500000US,09007,84761,2066,108934,2755
0500000US,09009,67128,912,91559,1038
0500000US,09011,71368,1434,92950,1744
0500000US,09013,84916,1844,105815,2629
0500000US,09015,64774,1681,78556,1825
0500000US,10001,58775,1756,73846,2030
0500000US,10003,70996,1098,93429,1598
0500000US,10005,60853,1224,81684,1673
0500000US,11001,82604,1081,121698,1596
0500000US,12001,49078,1416,70309,1747
0500000US,12003,61769,5722,73897,5601
0500000US,12005,51829,1358,69260,1699
0500000US,12007,46197,5603,57048,3836
0500000US,12009,54359,842,73762,1050
0500000US,12011,57333,578,82204,722
0500000US,12013,38609,2264,53151,6586
0500000US,12015,49225,979,66950,1957
0500000US,12017,41424,1281,56165,1885
0500000US,12019,62653,2097,78932,2326
0500000US,12021,65675,1598,106539,2578
0500000US,12023,44491,3128,62378,3283
0500000US,12027,35057,2284,48458,3416
0500000US,12029,38237,2882,51366,6584
0500000US,12031,53473,609,74331,1030
0500000US,12033,49286,974,65836,1219
0500000US,12035,53872,1465,68685,2233
0500000US,12037,42855,5298,66555,8156
0500000US,12039,40922,2788,52613,2528
0500000US,12041,42357,3068,56315,3353
0500000US,12043,39879,2947,53454,4069
0500000US,12045,44291,4298,57476,3701
0500000US,12047,34583,5887,48405,5484
0500000US,12049,37594,3486,54735,5226
0500000US,12051,40728,2333,56431,4429
0500000US,12053,46030,925,59196,1306
0500000US,12055,37314,1444,55174,3736
0500000US,12057,56137,604,79843,890
0500000US,12059,38608,3326,49636,3195
0500000US,12061,52336,1202,84405,3272
0500000US,12063,39002,2199,51417,2191
0500000US,12065,48173,8083,61993,4917
0500000US,12067,39543,12393,58488,8590
0500000US,12069,51884,1233,66691,1273
0500000US,12071,54691,759,77846,1236
0500000US,12073,51201,978,73745,1755
0500000US,12075,37634,1760,50782,3061
0500000US,12077,37363,4408,52360,5136
0500000US,12079,35509,2374,50429,4125
0500000US,12081,56036,1101,78296,1495
0500000US,12083,43361,929,58779,1414
0500000US,12085,57959,1925,93768,3618
0500000US,12086,48982,492,75744,682
0500000US,12087,67023,2323,99583,4869
0500000US,12089,66297,2668,88805,4205
0500000US,12091,62048,1837,79157,1829
0500000US,12093,40367,2024,54057,3598
0500000US,12095,54335,575,78465,1017
0500000US,12097,50063,1465,64322,1753
0500000US,12099,59943,632,94302,1119
0500000US,12101,50417,868,68215,1029
0500000US,12103,51454,539,74155,928
0500000US,12105,48500,709,63849,957
0500000US,12107,35649,1475,48542,1860
0500000US,12109,77323,2318,107878,3438
0500000US,12111,49373,1326,65145,1493
0500000US,12113,66242,2140,83602,2298
0500000US,12115,58644,1090,85906,1452
0500000US,12117,63760,1153,86617,1279
0500000US,12119,55228,2011,71108,2718
0500000US,12121,42686,4513,57639,5236
0500000US,12123,36934,5018,49042,3007
0500000US,12125,41770,2853,58432,10221
0500000US,12127,46760,849,64048,1051
0500000US,12129,62778,2792,69775,3294
0500000US,12131,53785,2765,81950,4688
0500000US,12133,37188,3125,50278,3214
0500000US,13001,39561,4417,53155,3536
0500000US,13003,34877,2829,51418,6438
0500000US,13005,36964,5201,50975,5603
0500000US,13007,37188,11467,49161,6822
0500000US,13009,39426,2595,53277,3991
0500000US,13011,45373,3513,54357,2730
0500000US,13013,57348,2073,68855,1948
0500000US,13015,55452,2276,69380,2865
0500000US,13017,32705,2957,43178,3000
0500000US,13019,37163,3951,46957,2603
0500000US,13021,39931,1562,61037,1859
0500000US,13023,45029,5887,52225,4167
0500000US,13025,37031,4019,49567,3799
0500000US,13027,34322,5782,55010,6761
0500000US,13029,71322,6076,86656,5596
0500000US,13031,41789,1849,57557,2121
0500000US,13033,42773,2338,56837,3479
0500000US,13035,41845,2514,62880,6946
0500000US,13037,31725,4042,43542,6287
0500000US,13039,56397,2166,73885,5738
0500000US,13043,32937,5058,48673,5790
0500000US,13045,49608,2264,65701,2654
0500000US,13047,55125,1936,69662,2691
0500000US,13049,40283,4312,54130,4747
0500000US,13051,54911,1174,76999,1937
0500000US,13053,46453,5902,66985,14403
0500000US,13055,36107,1896,48248,3423
0500000US,13057,79670,1911,97413,2124
0500000US,13059,36889,1693,57133,2013
0500000US,13061,25000,4298,37195,4491
0500000US,13063,45778,1197,57211,1273
0500000US,13065,25236,7550,40782,5372
0500000US,13067,75153,936,100977,1073
0500000US,13069,38266,2489,54061,3356
0500000US,13071,35472,1945,52112,3389
0500000US,13073,76938,2271,95348,2533
0500000US,13075,38408,4274,51421,3352
0500000US,13077,70717,2225,87232,2669
0500000US,13079,43257,3965,54839,3958
0500000US,13081,35096,3062,55440,6584
0500000US,13083,44471,4469,61723,4869
0500000US,13085,65805,5350,88066,6650
0500000US,13087,39148,2377,52656,3387
0500000US,13089,59280,920,86969,1100
0500000US,13091,35757,3008,49528,3286
0500000US,13093,35629,4672,50609,5151
0500000US,13095,37633,1632,52793,1896
0500000US,13097,62147,1953,74458,2393
0500000US,13099,31567,4977,43460,2988
0500000US,13101,34447,4234,49422,7974
0500000US,13103,65153,3058,81984,7711
0500000US,13105,37943,2933,54795,4984
0500000US,13107,34946,2845,47265,3271
0500000US,13109,39701,4130,53977,4587
0500000US,13111,45647,4013,61591,4007
0500000US,13113,87272,3332,115469,3665
0500000US,13115,46367,1732,65817,2376
0500000US,13117,101743,2005,122580,2067
0500000US,13119,40198,3422,56325,5208
0500000US,13121,64787,809,106342,1370
0500000US,13123,49389,4701,63845,4619
0500000US,13125,41686,3953,53252,6824
0500000US,13127,50672,2016,76225,4559
0500000US,13129,44313,2530,60189,3108
0500000US,13131,42348,4301,59294,4326
0500000US,13133,49755,3969,86585,7234
0500000US,13135,67769,1111,87966,1078
0500000US,13137,49140,2426,60811,2408
0500000US,13139,59898,1521,80217,1968
0500000US,13141,31984,3016,49666,6671
0500000US,13143,46353,3132,62798,4730
0500000US,13145,74261,5550,93383,6916
0500000US,13147,41358,3440,56138,3991
0500000US,13149,48094,3718,55588,3486
0500000US,13151,68609,1427,81508,1832
0500000US,13153,58770,2272,74589,2281
0500000US,13155,32339,7020,46713,5647
0500000US,13157,62495,1852,77238,3214
0500000US,13159,43284,5147,53984,3629
0500000US,13161,36531,4084,48360,4866
0500000US,13163,34300,3596,47611,3719
0500000US,13165,27311,4316,39590,5255
0500000US,13167,39813,3957,50453,3862
0500000US,13169,53155,4716,67116,3731
0500000US,13171,41464,5554,55558,4174
0500000US,13173,39104,7866,48129,6499
0500000US,13175,37369,1671,53522,2927
0500000US,13177,65420,5625,80451,4382
0500000US,13179,45959,1865,55308,1576
0500000US,13181,41014,6098,59399,6220
0500000US,13183,55439,3560,62282,5948
0500000US,13185,41390,1499,61069,3426
0500000US,13187,47488,3535,63638,5358
0500000US,13189,39199,6752,53918,4208
0500000US,13191,47114,3815,61928,5046
0500000US,13193,31999,2884,42162,3184
0500000US,13195,51701,3311,64386,3125
0500000US,13197,44309,7123,55633,6354
0500000US,13199,36351,3039,49918,3086
0500000US,13201,42927,5168,53903,5019
0500000US,13205,37027,4098,50083,5761
0500000US,13207,54050,2837,86538,11796
0500000US,13209,40728,3459,62630,12061
0500000US,13211,62530,3826,80927,5938
0500000US,13213,45238,3943,56210,3464
0500000US,13215,45389,1085,63902,1607
0500000US,13217,53309,2381,68715,2695
0500000US,13219,88308,3682,114627,6241
0500000US,13221,44927,2995,57313,3229
0500000US,13223,66467,3103,79608,2272
0500000US,13225,42802,3785,58513,4348
0500000US,13227,64512,4909,78904,4627
0500000US,13229,44167,4671,58000,5916
0500000US,13231,58765,4618,75994,6952
0500000US,13233,43491,2813,62448,7310
0500000US,13235,38770,3756,53817,5204
0500000US,13237,51245,4303,71214,6876
0500000US,13239,30000,10407,42687,6109
0500000US,13241,40902,2708,65081,7130
0500000US,13243,30914,3707,48753,13986
0500000US,13245,40644,1033,56168,1544
0500000US,13247,57049,1761,72656,2513
0500000US,13249,41276,3478,53252,5803
0500000US,13251,37588,2973,53853,3956
0500000US,13253,34338,2976,59508,14819
0500000US,13255,42671,2135,57378,2660
0500000US,13257,43416,4330,57274,4435
0500000US,13259,25385,6906,43431,5022
0500000US,13261,36205,2240,51026,2751
0500000US,13263,36213,3428,48059,4259
0500000US,13265,31797,4707,48264,9100
0500000US,13267,38034,2534,56029,3721
0500000US,13269,33442,4449,45812,4255
0500000US,13271,30288,3006,42889,4157
0500000US,13273,38015,4507,50475,3807
0500000US,13275,40112,2153,63449,3806
0500000US,13277,42790,2827,57342,2740
0500000US,13279,36575,3788,61425,12503
0500000US,13281,43927,4762,56099,4366
0500000US,13283,37606,8270,57269,10684
0500000US,13285,43850,2033,58739,1917
0500000US,13287,38341,6293,49400,4859
0500000US,13289,33037,3723,47028,5096
0500000US,13291,44978,5593,62148,4573
0500000US,13293,36529,3721,50973,3847
0500000US,13295,43650,2246,59070,2743
0500000US,13297,58370,2355,74824,2487
0500000US,13299,39887,4167,52382,3096
0500000US,13301,34730,3222,50057,7926
0500000US,13303,38092,3776,51815,2796
0500000US,13305,44869,3467,58410,3929
0500000US,13307,35755,4641,49673,7348
0500000US,13309,27626,4900,36940,3975
0500000US,13311,46288,3932,63292,4498
0500000US,13313,46970,2899,64923,2746
0500000US,13315,36077,5131,49097,4740
0500000US,13317,35106,4153,55493,9917
0500000US,13319,37583,3787,52735,4292
0500000US,13321,46076,4067,59085,4482
0500000US,15001,59297,1896,78642,2621
0500000US,15003,82906,756,105071,913
0500000US,15005,61875,14875,74364,12716
0500000US,15007,78482,3257,91741,2621
0500000US,15009,77117,2267,99286,2780
0500000US,16001,63137,840,84735,1869
0500000US,16003,45319,4203,58034,4462
0500000US,16005,49739,1696,65878,3140
0500000US,16007,54265,4379,63819,3863
0500000US,16009,46507,4248,57428,4334
0500000US,16011,51288,1923,62343,2578
0500000US,16013,51968,5858,78091,5693
0500000US,16015,53942,8200,69466,4868
0500000US,16017,48710,2285,64997,4389
0500000US,16019,56609,1503,77064,2909
0500000US,16021,43507,6142,63678,8393
0500000US,16023,42250,10084,60763,8031
0500000US,16025,38393,9114,71116,18973
0500000US,16027,49143,1598,60294,1499
0500000US,16029,59611,5580,71864,4766
0500000US,16031,50918,1991,63812,3170
0500000US,16033,35341,14453,49087,6878
0500000US,16035,42348,3200,55455,3186
0500000US,16037,39957,7851,53124,6488
0500000US,16039,46715,2094,58518,3918
0500000US,16041,56613,3135,68697,4271
0500000US,16043,53311,4172,64646,5035
0500000US,16045,43001,2484,52420,3683
0500000US,16047,48638,6438,60267,4619
0500000US,16049,39113,3527,50551,2718
0500000US,16051,60162,2732,72995,4440
0500000US,16053,49306,2678,61238,3390
0500000US,16055,54457,1455,73138,2045
0500000US,16057,45466,2349,62342,2518
0500000US,16059,37921,4471,49590,3283
0500000US,16061,41326,1580,55036,3479
0500000US,16063,48222,2457,57971,3719
0500000US,16065,36031,3011,52366,3211
0500000US,16067,50663,3790,64670,6023
0500000US,16069,54174,3282,66552,2518
0500000US,16071,51058,12790,57024,5005
0500000US,16073,40430,3790,59481,6268
0500000US,16075,50289,3560,66136,4616
0500000US,16077,49985,8926,61766,7202
0500000US,16079,39091,3291,53600,6009
0500000US,16081,68818,8625,82563,9997
0500000US,16083,50778,1784,64834,2409
0500000US,16085,55299,6674,78478,14055
0500000US,16087,37206,3857,51952,4126
0500000US,17001,51398,1583,69598,2758
0500000US,17003,34709,3017,45672,4408
0500000US,17005,58097,5803,70131,4743
0500000US,17007,66898,4955,85599,4324
0500000US,17009,58762,2302,67824,4939
0500000US,17011,55940,2114,69674,1840
0500000US,17013,54392,6158,66845,5087
0500000US,17015,51228,3421,62739,2764
0500000US,17017,51997,2526,65081,3795
0500000US,17019,51692,1225,72496,1630
0500000US,17021,52415,2072,62807,2563
0500000US,17023,54158,3644,70037,4970
0500000US,17025,48691,3604,60790,4434
0500000US,17027,65010,3226,80242,4264
0500000US,17029,44071,3008,63161,4321
0500000US,17031,62088,368,91216,494
0500000US,17033,49233,2101,68640,4038
0500000US,17035,53376,3402,62334,3079
0500000US,17037,61086,1996,75000,2147
0500000US,17039,55591,4243,69216,3092
0500000US,17041,54218,1737,70199,4710
0500000US,17043,88711,938,117832,1140
0500000US,17045,51109,4048,62335,4565
0500000US,17047,49766,2324,63054,3664
0500000US,17049,56293,3135,74875,4709
0500000US,17051,44432,2826,59615,3683
0500000US,17053,51120,2513,64974,2846
0500000US,17055,41414,1698,54762,2144
0500000US,17057,50180,2198,62429,2218
0500000US,17059,42500,3799,57026,4514
0500000US,17061,46052,2385,58630,3915
0500000US,17063,74140,2712,87844,2659
0500000US,17065,56862,4069,67205,5411
0500000US,17067,51549,2030,63252,2379
0500000US,17069,43081,6298,63443,12572
0500000US,17071,52712,3262,65045,6832
0500000US,17073,57250,2395,69866,1935
0500000US,17075,51825,2670,64658,2317
0500000US,17077,37802,2222,58035,3346
0500000US,17079,54951,3464,63677,3686
0500000US,17081,47617,2804,64402,2298
0500000US,17083,56747,3388,71313,3140
0500000US,17085,57083,2289,73074,4982
0500000US,17087,50923,3303,65981,6243
0500000US,17089,76912,1214,101298,1482
0500000US,17091,57981,1451,71986,1569
0500000US,17093,91764,3050,104526,3363
0500000US,17095,43709,1897,58735,1934
0500000US,17097,86244,1199,123830,1610
0500000US,17099,56243,1366,70670,1569
0500000US,17101,45654,3655,58908,2813
0500000US,17103,57901,2678,72909,2959
0500000US,17105,56200,3116,70341,2624
0500000US,17107,57899,2733,72129,2580
0500000US,17109,43724,3039,59429,3000
0500000US,17111,84803,1730,103328,1703
0500000US,17113,65813,1540,86113,1981
0500000US,17115,50444,1467,68106,1885
0500000US,17117,53778,2295,67689,2167
0500000US,17119,57890,1377,74862,1322
0500000US,17121,46102,1606,58895,1921
0500000US,17123,55901,3261,68641,3074
0500000US,17125,45596,2976,61524,3107
0500000US,17127,42604,3994,56495,3132
0500000US,17129,69102,5243,82127,4289
0500000US,17131,58011,2218,68250,3316
0500000US,17133,81268,5031,101408,5146
0500000US,17135,50304,2160,62938,2738
0500000US,17137,48508,2722,63032,2822
0500000US,17139,59623,4609,70504,3583
0500000US,17141,59707,1963,75048,2200
0500000US,17143,54770,1331,74500,1783
0500000US,17145,48298,4514,61778,5905
0500000US,17147,69271,3117,82458,4845
0500000US,17149,42664,2354,57507,2687
0500000US,17151,40671,11198,52818,5100
0500000US,17153,33799,3265,47587,4291
0500000US,17155,65034,4231,79048,6039
0500000US,17157,52107,2247,67527,3089
0500000US,17159,48724,3352,62163,3329
0500000US,17161,52630,1218,67715,1628
0500000US,17163,53681,1252,73185,1485
0500000US,17165,41167,2422,56381,2941
0500000US,17167,60466,1316,80536,1685
0500000US,17169,46151,4089,58448,4213
0500000US,17171,53973,4910,67886,6459
0500000US,17173,51157,1581,59674,2014
0500000US,17175,52260,4203,70542,6273
0500000US,17177,48016,1535,62446,2218
0500000US,17179,62342,1448,80041,2182
0500000US,17181,49182,2441,62746,3833
0500000US,17183,45384,1686,59615,1689
0500000US,17185,51432,4777,63491,4608
0500000US,17187,49607,3625,66183,4397
0500000US,17189,59469,3085,75730,5105
0500000US,17191,49764,2309,60785,2414
0500000US,17193,47773,3108,58877,3009
0500000US,17195,53828,2296,69695,2610
0500000US,17197,83504,820,102746,1046
0500000US,17199,49053,2034,64486,2530
0500000US,17201,52743,803,69030,1351
0500000US,17203,71867,2732,91250,4192
0500000US,18001,51713,3626,62954,3179
0500000US,18003,53402,720,71088,1213
0500000US,18005,59045,2696,75967,2201
0500000US,18007,46188,4001,57404,3485
0500000US,18009,42217,2870,57397,5561
0500000US,18011,80567,3143,116749,5577
0500000US,18013,61455,4555,81697,7663
0500000US,18015,56429,3058,70864,3088
0500000US,18017,47545,2318,59773,2793
0500000US,18019,54240,1189,70409,2002
0500000US,18021,53021,2294,62688,2685
0500000US,18023,52488,2916,64032,2949
0500000US,18025,43875,4851,51724,4672
0500000US,18027,51032,2118,63729,2264
0500000US,18029,65096,2515,78072,2687
0500000US,18031,54622,1928,66565,2930
0500000US,18033,53808,2076,67411,3014
0500000US,18035,42705,1457,58857,2224
0500000US,18037,58994,3970,72652,3953
0500000US,18039,55399,1260,69237,1410
0500000US,18041,43317,2254,55679,3134
0500000US,18043,61754,1792,80534,2698
0500000US,18045,49887,2840,64847,4773
0500000US,18047,58382,2930,72076,4194
0500000US,18049,49333,3213,61620,4237
0500000US,18051,52620,2726,68625,2873
0500000US,18053,42593,1787,54108,1555
0500000US,18055,49177,2746,59091,1796
0500000US,18057,94644,2262,125167,3012
0500000US,18059,73142,2186,83518,3032
0500000US,18061,57132,3313,69995,2915
0500000US,18063,78355,1631,93922,2797
0500000US,18065,48235,1827,60311,3260
0500000US,18067,50869,1938,64612,1785
0500000US,18069,52208,1838,62159,1695
0500000US,18071,49506,3494,62635,2873
0500000US,18073,59574,2374,69206,2217
0500000US,18075,44772,3006,57482,4738
0500000US,18077,51119,2756,64847,4836
0500000US,18079,49801,3944,59467,2600
0500000US,18081,68712,2115,85916,2527
0500000US,18083,46457,2124,60335,2666
0500000US,18085,58402,1991,73703,2149
0500000US,18087,60675,2948,74193,3459
0500000US,18089,54249,720,70401,1047
0500000US,18091,51101,1370,66992,1988
0500000US,18093,52092,2964,61922,2713
0500000US,18095,47436,1274,60450,1435
0500000US,18097,46692,604,65991,719
0500000US,18099,54229,1733,67514,2573
0500000US,18101,51224,3619,61614,4175
0500000US,18103,47460,2030,58130,2526
