id,FIPS,Total households!!Median household income (dollars),Margin of Error!!INCOME AND BENEFITS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Total households!!Median household income (dollars),Total households!!Mean household income (dollars),Margin of Error!!INCOME AND BENEFITS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Total households!!Mean household income (dollars)
0500000US,29025,48033,3324,58141,3717
0500000US,29027,55376,2645,65892,2580
0500000US,29029,52087,2729,70165,3471
0500000US,29031,51730,1820,68290,2918
0500000US,29033,42149,5196,59785,4912
0500000US,29035,39415,6750,55662,6048
0500000US,29037,67659,1608,82359,1893
0500000US,29039,39412,2797,53359,5531
0500000US,29041,46992,2012,61690,4444
0500000US,29043,57019,2028,70886,2233
0500000US,29045,47955,3200,64851,6364
0500000US,29047,68367,1427,85359,1691
0500000US,29049,58510,3346,69879,3033
0500000US,29051,57587,1779,74151,3009
0500000US,29053,48750,2679,60261,2042
0500000US,29055,38036,4451,51626,3308
0500000US,29057,39979,3243,51684,3491
0500000US,29059,41551,2991,57995,7954
0500000US,29061,50380,2063,62162,3544
0500000US,29063,50000,6177,62170,4118
0500000US,29065,39916,3202,54520,5417
0500000US,29067,34372,3024,48315,4270
0500000US,29069,34186,1772,48090,3182
0500000US,29071,55312,1801,72171,2177
0500000US,29073,53439,2848,65289,4126
0500000US,29075,42689,5068,52885,2784
0500000US,29077,44808,1008,61753,1318
0500000US,29079,42574,3291,56412,4550
0500000US,29081,40168,3374,49067,2291
0500000US,29083,43911,3276,59053,3318
0500000US,29085,36190,1900,44594,2813
0500000US,29087,45610,3649,56027,2913
0500000US,29089,50372,4014,63071,3729
0500000US,29091,36143,1580,51022,2515
0500000US,29093,37188,2632,49709,2841
0500000US,29095,52805,616,71871,892
0500000US,29097,46929,1601,61434,1932
0500000US,29099,63030,1317,75099,1446
0500000US,29101,53056,2319,63172,2346
0500000US,29103,40383,3536,53762,7597
0500000US,29105,46192,3544,55565,3220
0500000US,29107,54661,2714,69330,4100
0500000US,29109,43373,1729,57088,2911
0500000US,29111,47764,3634,57820,3310
0500000US,29113,61628,3653,70775,2581
0500000US,29115,43642,2985,57034,3838
0500000US,29117,47885,2903,58725,2823
0500000US,29119,42019,3057,54650,2804
0500000US,29121,40007,2031,51057,2194
0500000US,29123,41322,3013,53417,4013
0500000US,29125,44436,3132,57199,4788
0500000US,29127,46762,3278,58547,2566
0500000US,29129,44085,4042,55143,4800
0500000US,29131,42718,2196,58260,4031
0500000US,29133,32846,3218,49232,4193
0500000US,29135,54828,3620,64887,3391
0500000US,29137,43973,2381,57073,4372
0500000US,29139,45862,3414,54624,2386
0500000US,29141,37727,3410,52625,5080
0500000US,29143,35399,2113,48920,2606
0500000US,29145,49023,1902,68991,3736
0500000US,29147,43349,2081,58048,3652
0500000US,29149,32534,3569,42088,3289
0500000US,29151,58476,3484,67004,3313
0500000US,29153,32601,1926,42496,3158
0500000US,29155,33390,2649,48662,3560
0500000US,29157,54964,2770,61917,2478
0500000US,29159,44382,2231,58341,2374
0500000US,29161,42846,2355,60887,3095
0500000US,29163,45753,3044,60968,4438
0500000US,29165,76912,2320,98826,3248
0500000US,29167,44892,2666,59516,3113
0500000US,29169,51665,4064,61011,3092
0500000US,29171,37367,6347,52275,5688
0500000US,29173,55546,5333,66133,5707
0500000US,29175,46610,3310,58047,2430
0500000US,29177,59857,5069,70010,3843
0500000US,29179,40929,6136,52990,4292
0500000US,29181,33343,4516,43514,3008
0500000US,29183,81411,1457,98457,1484
0500000US,29185,38470,2312,51632,3118
0500000US,29186,56234,5750,70739,4576
0500000US,29187,45774,2067,58508,2228
0500000US,29189,65300,787,96848,1108
0500000US,29195,43201,2304,57578,3432
0500000US,29197,39697,2475,51454,4269
0500000US,29199,42965,5011,62828,8735
0500000US,29201,42231,2077,57116,3366
0500000US,29203,32180,2916,43558,3753
0500000US,29205,44051,3425,56408,3287
0500000US,29207,40567,1966,53425,2562
0500000US,29209,46443,2625,65929,4118
0500000US,29211,42604,5532,54781,5011
0500000US,29213,41487,1481,53162,2264
0500000US,29215,35277,3115,49621,3631
0500000US,29217,43379,2303,60319,7738
0500000US,29219,57948,4507,73852,4630
0500000US,29221,39621,2188,50553,3402
0500000US,29223,34391,2705,44448,3699
0500000US,29225,47421,2595,59684,2850
0500000US,29227,52500,5108,56750,3325
0500000US,29229,32752,2669,48630,3963
0500000US,29510,41107,807,60564,1177
0500000US,30001,44809,5543,66504,6578
0500000US,30003,46365,4462,60332,4355
0500000US,30005,38083,3813,48891,3069
0500000US,30007,56469,4343,77104,8868
0500000US,30009,57538,4662,70864,3663
0500000US,30011,44196,9960,69401,9747
0500000US,30013,48160,1419,67396,2996
0500000US,30015,40942,2501,55396,4716
0500000US,30017,55841,5272,70749,3639
0500000US,30019,54750,2497,72453,11051
0500000US,30021,59820,3990,75479,6588
0500000US,30023,41783,2642,56037,4164
0500000US,30025,60750,12795,76008,8124
0500000US,30027,50327,3721,65238,6259
0500000US,30029,52966,2038,72682,2993
0500000US,30031,61499,1915,84251,2346
0500000US,30033,45893,9365,66344,9252
0500000US,30035,31029,2522,48457,3817
0500000US,30037,39952,9452,56642,12184
0500000US,30039,48958,8721,67821,9212
0500000US,30041,47141,3162,59143,2798
0500000US,30043,66867,4719,81384,3636
0500000US,30045,45764,6410,60780,5145
0500000US,30047,45488,2368,61802,2860
0500000US,30049,62130,1850,76249,2677
0500000US,30051,47419,7345,84026,21878
0500000US,30053,38287,2737,54708,4458
0500000US,30055,47500,4323,62298,5923
0500000US,30057,50247,4421,67820,5243
0500000US,30059,43109,5315,56661,6091
0500000US,30061,41905,4793,52906,7251
0500000US,30063,51270,1971,71308,2862
0500000US,30065,41612,4567,51731,4286
0500000US,30067,49194,6143,67991,4662
0500000US,30069,44688,17143,66974,11764
0500000US,30071,46222,5649,54914,5133
0500000US,30073,45458,4410,64678,5524
0500000US,30075,52457,7120,63153,6500
0500000US,30077,49652,6510,65303,5998
0500000US,30079,47250,6386,66856,9110
0500000US,30081,48930,4054,65009,4009
0500000US,30083,67272,4177,79962,5314
0500000US,30085,42904,3499,59137,3320
0500000US,30087,56549,4631,66388,4866
0500000US,30089,36984,3195,53414,4884
0500000US,30091,54321,5151,73400,7881
0500000US,30093,42237,2458,58093,2652
0500000US,30095,63785,4012,78211,4908
0500000US,30097,49514,5331,67923,5583
0500000US,30099,51862,4299,66683,3755
0500000US,30101,46823,8928,64101,10318
0500000US,30103,42292,5528,55830,6987
0500000US,30105,55882,6181,65147,4491
0500000US,30107,41186,3688,52922,5737
0500000US,30109,50202,7744,56109,6232
0500000US,30111,59117,1893,79021,2617
0500000US,31001,51536,2722,69692,3899
0500000US,31003,48716,2850,61882,3586
0500000US,31005,43854,2911,59829,13308
0500000US,31007,59625,7001,86136,13371
0500000US,31009,50870,3026,61209,9405
0500000US,31011,54063,2177,72720,5231
0500000US,31013,56412,6678,67128,4216
0500000US,31015,50729,6317,63804,6579
0500000US,31017,41550,4967,60443,9936
0500000US,31019,56952,3272,74978,3444
0500000US,31021,51482,3226,65349,4182
0500000US,31023,55562,5206,66899,3669
0500000US,31025,71139,2310,85237,2913
0500000US,31027,58978,3072,72281,4041
0500000US,31029,55833,4003,65419,5088
0500000US,31031,53684,7110,62766,5830
0500000US,31033,56538,3636,71372,4083
0500000US,31035,56316,3683,66150,3555
0500000US,31037,56528,6487,63171,4068
0500000US,31039,55190,5233,69244,4537
0500000US,31041,49891,3617,74937,11007
0500000US,31043,55017,2454,69285,5509
0500000US,31045,51748,5263,60820,5027
0500000US,31047,53769,3035,68096,3846
0500000US,31049,48500,6886,61812,6270
0500000US,31051,56775,4308,67106,4168
0500000US,31053,53101,1756,66065,3069
0500000US,31055,61688,773,84908,986
0500000US,31057,44350,6028,59689,5907
0500000US,31059,55625,5034,71692,4692
0500000US,31061,49235,2942,61284,3866
0500000US,31063,51855,3574,65738,7225
0500000US,31065,47989,2055,60805,3518
0500000US,31067,51662,3264,64384,2593
0500000US,31069,44471,8656,69655,14641
0500000US,31071,48545,3225,59320,6257
0500000US,31073,62545,3065,80845,8018
0500000US,31075,39479,11997,55726,5575
0500000US,31077,47128,2806,60121,3573
0500000US,31079,54742,1656,71073,3108
0500000US,31081,64042,3775,79739,3769
0500000US,31083,50344,4093,62681,4652
0500000US,31085,45515,6828,61265,9433
0500000US,31087,42902,4193,60131,9549
0500000US,31089,57468,4199,69863,4212
0500000US,31091,39115,5706,54664,9300
0500000US,31093,54399,3931,63117,3355
0500000US,31095,43295,3680,56897,4140
0500000US,31097,52794,5338,65486,4590
0500000US,31099,56952,5395,73274,5703
0500000US,31101,48901,2605,60511,3397
0500000US,31103,49688,8103,72793,9389
0500000US,31105,43856,4478,54890,4728
0500000US,31107,49752,2073,63301,2765
0500000US,31109,58009,1076,76506,1187
0500000US,31111,56794,3095,70858,3260
0500000US,31113,51607,16254,63671,5229
0500000US,31115,53125,11932,61984,7184
0500000US,31117,48882,7216,59496,9171
0500000US,31119,52857,2181,67302,2920
0500000US,31121,54197,3897,68787,5681
0500000US,31123,45121,2922,62343,6187
0500000US,31125,45833,5080,67170,10117
0500000US,31127,51922,5743,67073,4608
0500000US,31129,42049,3542,59882,6780
0500000US,31131,54828,4232,70443,4028
0500000US,31133,46314,7123,61208,6612
0500000US,31135,62469,3557,79208,9308
0500000US,31137,57241,4344,70879,4510
0500000US,31139,56620,3576,67962,3427
0500000US,31141,62617,3413,75236,3133
0500000US,31143,61962,3107,74683,5240
0500000US,31145,46859,4731,60736,4323
0500000US,31147,48096,2998,61223,3738
0500000US,31149,52604,8336,73915,8732
0500000US,31151,51143,3212,61216,3463
0500000US,31153,79549,1419,94557,1560
0500000US,31155,66718,3394,80020,4033
0500000US,31157,50157,2056,67975,3388
0500000US,31159,67591,3082,79392,3028
0500000US,31161,41719,3067,61900,6325
0500000US,31163,51172,3803,61276,5317
0500000US,31165,46875,6794,59915,5504
0500000US,31167,62687,4761,76404,10192
0500000US,31169,50734,3321,64264,2760
0500000US,31171,50682,7527,64385,7538
0500000US,31173,48149,2837,65158,4098
0500000US,31175,55170,5388,67776,6387
0500000US,31177,70753,3504,85616,4223
0500000US,31179,62623,8752,69233,4987
0500000US,31181,42298,4958,61833,5562
0500000US,31183,52083,5162,59446,6016
0500000US,31185,59779,3810,75478,6668
0500000US,32001,51514,4276,65350,3538
0500000US,32003,56802,452,76812,666
0500000US,32005,62503,1960,83601,3891
0500000US,32007,77209,3819,89392,3372
0500000US,32009,40000,7903,50024,5281
0500000US,32011,77625,23084,82132,13567
0500000US,32013,70373,7457,78982,3198
0500000US,32015,93583,12326,88779,9960
0500000US,32017,56414,5769,60586,6805
0500000US,32019,55493,3149,67315,2864
0500000US,32021,41163,9057,49919,5593
0500000US,32023,45711,3237,56101,2669
0500000US,32027,50846,4691,60343,6242
0500000US,32029,62284,5795,84090,10824
0500000US,32031,61155,908,83026,1231
0500000US,32033,62993,4159,71426,5452
0500000US,32510,52034,2130,70878,2751
0500000US,33001,68368,3130,85080,2709
0500000US,33003,61116,2483,80066,3501
0500000US,33005,63057,2005,83055,3673
0500000US,33007,45696,1727,61490,1846
0500000US,33009,63153,2580,89343,2831
0500000US,33011,78655,1474,99653,1412
0500000US,33013,72478,1697,91422,1715
0500000US,33015,90429,1616,113485,1720
0500000US,33017,70650,2218,87839,2357
0500000US,33019,60780,3145,74376,2916
0500000US,34001,59989,1631,81474,1422
0500000US,34003,95837,998,130990,1429
0500000US,34005,84992,1319,109492,1495
0500000US,34007,67118,1282,89592,1197
0500000US,34009,63690,1641,89857,3213
0500000US,34011,52593,1718,68178,1756
0500000US,34013,59302,1069,99512,1167
0500000US,34015,85160,1401,102325,1705
0500000US,34017,66289,1155,97596,1127
0500000US,34019,112535,2409,144382,3373
0500000US,34021,79990,1403,115599,2310
0500000US,34023,85954,1082,108458,1011
0500000US,34025,95699,1134,128657,1735
0500000US,34027,111316,1509,150364,1950
0500000US,34029,68021,975,90114,1200
0500000US,34031,66476,1349,89683,1244
0500000US,34033,64309,2830,83122,4017
0500000US,34035,111772,1996,149988,2320
0500000US,34037,90520,2106,111583,2542
0500000US,34039,77095,1577,113166,1658
0500000US,34041,78145,1882,97105,2098
0500000US,35001,51643,692,71513,910
0500000US,35003,42480,6192,48079,6680
0500000US,35005,43197,1797,58018,2652
0500000US,35006,37368,3303,49792,3150
0500000US,35007,33783,4196,47612,3199
0500000US,35009,46182,2612,60449,3838
0500000US,35011,31028,6138,47281,8152
0500000US,35013,39164,1431,57536,1785
0500000US,35015,62982,3186,76170,3014
0500000US,35017,37880,4254,56094,4678
0500000US,35019,24085,4362,40306,5707
0500000US,35021,30875,4943,68108,20538
0500000US,35023,36339,12114,48999,7226
0500000US,35025,59797,2304,73825,2973
0500000US,35027,42267,6929,62219,6255
0500000US,35028,115248,7220,133593,7468
0500000US,35029,27377,1797,40988,3164
0500000US,35031,31674,1548,48620,2271
0500000US,35033,26968,5927,43061,7858
0500000US,35035,42752,2422,56412,3243
0500000US,35037,27075,1630,42970,3905
0500000US,35039,(X),(X),(X),(X)
0500000US,35041,40775,5000,52727,3647
0500000US,35043,59420,1750,74509,1787
0500000US,35045,50582,1564,65337,1795
0500000US,35047,31660,1787,46029,3775
0500000US,35049,59192,1499,85113,1833
0500000US,35051,30451,2520,51396,8805
0500000US,35053,36146,4461,50030,4306
0500000US,35055,36758,2641,53538,3264
0500000US,35057,37218,4750,50556,3961
0500000US,35059,37936,4381,60156,12195
0500000US,35061,45084,2429,57714,2747
0500000US,36001,64535,1279,86827,1410
0500000US,36003,47033,1420,58195,1520
0500000US,36005,38085,525,56328,738
0500000US,36007,50859,1227,67135,1297
0500000US,36009,47240,1386,59656,1464
0500000US,36011,56579,1673,71215,1737
0500000US,36013,45332,1182,59330,1358
0500000US,36015,53299,1328,68938,2472
0500000US,36017,50595,1427,63006,1776
0500000US,36019,55178,2165,68108,2245
0500000US,36021,63032,2254,84495,3046
0500000US,36023,54489,1872,71421,3333
0500000US,36025,48827,1720,61473,2125
0500000US,36027,78028,1324,100352,1656
0500000US,36029,55673,604,75293,761
0500000US,36031,56196,2091,72078,2608
0500000US,36033,51696,2339,65355,2161
0500000US,36035,50248,1597,63186,2454
0500000US,36037,59338,2493,71189,2021
0500000US,36039,53617,2813,68228,2352
0500000US,36041,57552,2633,66547,4375
0500000US,36043,51862,2041,63842,1734
0500000US,36045,52268,1528,65268,1478
0500000US,36047,56015,536,85910,749
0500000US,36049,52380,1891,66189,2303
0500000US,36051,56071,1875,69001,1871
0500000US,36053,60228,1612,74989,2183
0500000US,36055,57479,734,77604,854
0500000US,36057,45837,2770,62158,2791
0500000US,36059,111240,1180,146552,1201
0500000US,36061,82459,951,152002,2246
0500000US,36063,54085,1268,69983,1235
0500000US,36065,53844,871,70759,1572
0500000US,36067,59225,834,79427,1212
0500000US,36069,63359,1753,84783,2761
0500000US,36071,76716,1429,96483,1335
0500000US,36073,51843,2175,64365,2201
0500000US,36075,53597,1386,68539,1929
0500000US,36077,53121,1287,68791,2053
0500000US,36079,102186,2501,127975,4289
0500000US,36081,64987,663,85330,670
0500000US,36083,65851,1775,82570,1764
0500000US,36085,79267,1450,98841,1668
0500000US,36087,91108,2046,119472,2199
0500000US,36089,49305,1513,63127,1376
0500000US,36091,80839,1798,100650,2100
0500000US,36093,63785,1727,80867,1696
0500000US,36095,53989,2361,68583,2647
0500000US,36097,51479,3128,63289,2896
0500000US,36099,54695,2055,69516,3285
0500000US,36101,51789,1417,68301,1868
0500000US,36103,96675,887,123111,1129
0500000US,36105,56256,2896,74996,2705
0500000US,36107,60736,1624,76161,2837
0500000US,36109,58743,1600,80256,2372
0500000US,36111,63348,1313,84423,2038
0500000US,36113,59813,2104,77328,2643
0500000US,36115,54114,2455,67967,1910
0500000US,36117,55765,1620,70895,1921
0500000US,36119,92758,1422,148770,1526
0500000US,36121,57914,1921,68774,2892
0500000US,36123,54343,3383,72404,3742
0500000US,37001,45735,1314,64199,1796
0500000US,37003,44961,2585,63086,3972
0500000US,37005,37558,3137,48505,3208
0500000US,37007,39126,3577,50787,2951
0500000US,37009,40978,2399,54238,3673
0500000US,37011,38134,3206,54926,4121
0500000US,37013,43688,3421,61571,3408
0500000US,37015,33143,2320,48897,4214
0500000US,37017,32378,2131,48827,4139
0500000US,37019,54406,1519,70419,1778
0500000US,37021,50668,931,71864,1830
0500000US,37023,42516,2114,58290,2635
0500000US,37025,64174,1421,83654,1961
0500000US,37027,42072,1519,55920,2213
0500000US,37029,63349,7120,72227,6112
0500000US,37031,54428,1755,72578,2103
0500000US,37033,43961,2480,56304,3544
0500000US,37035,51157,1315,67972,1675
0500000US,37037,63531,2312,93278,4151
0500000US,37039,40294,2205,51202,2400
0500000US,37041,42621,4428,54988,4144
0500000US,37043,38801,3790,56872,6868
0500000US,37045,40393,1428,54469,2445
0500000US,37047,36398,1624,54620,3760
0500000US,37049,50870,1421,67598,2219
0500000US,37051,45716,849,60149,1045
0500000US,37053,66284,5849,77409,3732
0500000US,37055,58012,2668,77380,3899
0500000US,37057,47271,1366,62095,1316
0500000US,37059,57611,2774,76109,4534
0500000US,37061,38850,1991,50651,2218
0500000US,37063,58190,1715,82588,1828
0500000US,37065,35516,2473,49240,2821
0500000US,37067,50128,1062,73787,1562
0500000US,37069,53175,2666,67031,2505
0500000US,37071,49384,1207,66440,1562
0500000US,37073,52205,3839,64725,4657
0500000US,37075,36525,4626,45558,4360
0500000US,37077,55628,2587,69571,2354
0500000US,37079,38306,2926,50949,3307
0500000US,37081,51072,751,73833,1135
0500000US,37083,34251,1435,50483,2872
0500000US,37085,51630,1150,63154,1425
0500000US,37087,49800,2357,66018,2700
0500000US,37089,52815,1580,68798,1858
0500000US,37091,37005,3646,47713,2131
0500000US,37093,47535,2214,58489,2044
0500000US,37095,45466,10722,53393,6670
0500000US,37097,58198,1577,82420,2305
0500000US,37099,44028,2589,58048,2998
0500000US,37101,56842,1774,70875,1782
0500000US,37103,36892,7327,49842,4405
0500000US,37105,48873,2218,63657,2400
0500000US,37107,38387,2001,53773,3279
0500000US,37109,53318,1752,73030,2256
0500000US,37111,40913,1929,55686,3424
0500000US,37113,43597,1595,62962,3233
0500000US,37115,42410,2842,61590,4356
0500000US,37117,39205,3161,55387,4629
0500000US,37119,64312,601,93951,954
0500000US,37121,44186,2448,53708,4353
0500000US,37123,42346,3473,58723,4560
0500000US,37125,57899,2155,79036,3129
0500000US,37127,48362,1981,67278,2495
0500000US,37129,52716,1333,75539,1815
0500000US,37131,35499,1596,47627,2831
0500000US,37133,49491,1299,61073,1531
0500000US,37135,68211,3011,107834,4818
0500000US,37137,44947,3393,62842,4484
0500000US,37139,48279,1414,60884,2846
0500000US,37141,52989,2271,71630,2885
0500000US,37143,45915,2565,58960,4307
0500000US,37145,48811,2286,62283,2975
0500000US,37147,44315,1147,63834,1773
0500000US,37149,48834,3403,67301,3693
0500000US,37151,45006,1400,60323,2746
0500000US,37153,36091,2225,49511,2374
0500000US,37155,33679,951,47980,1393
0500000US,37157,42490,1658,56237,2217
0500000US,37159,48667,1598,64271,1733
0500000US,37161,40347,2043,54078,1961
0500000US,37163,39068,1998,56453,2985
0500000US,37165,35617,2203,46614,1870
0500000US,37167,49590,1817,61826,1973
0500000US,37169,46169,2190,58238,3429
0500000US,37171,41068,1401,58469,2648
0500000US,37173,36773,2227,52160,4922
0500000US,37175,46629,3483,62567,3651
0500000US,37177,35472,9108,44396,4557
0500000US,37179,75397,1287,101809,2274
0500000US,37181,37282,2841,57376,7244
0500000US,37183,76956,845,102190,1010
0500000US,37185,35962,2370,52946,4146
0500000US,37187,35512,3540,44474,4535
0500000US,37189,45268,2359,63511,2764
0500000US,37191,42192,1443,60081,2442
0500000US,37193,40829,2647,56273,3306
0500000US,37195,42850,1379,59749,2300
0500000US,37197,42876,2069,55951,2530
0500000US,37199,39888,3177,53656,3738
0500000US,38001,54875,5713,74444,6913
0500000US,38003,57064,5355,73505,5007
0500000US,38005,44313,1973,63561,4659
0500000US,38007,92604,36319,112623,20060
0500000US,38009,59882,4430,79085,6136
0500000US,38011,65063,4431,82581,7708
0500000US,38013,74931,4976,89066,6418
0500000US,38015,69719,2310,88854,2495
0500000US,38017,62031,2342,86006,2893
0500000US,38019,67591,5102,97135,12073
0500000US,38021,60918,5496,77867,6313
0500000US,38023,60074,11328,95485,13616
0500000US,38025,70500,12067,114391,13507
0500000US,38027,51563,9324,75396,8811
0500000US,38029,51029,4763,64616,5508
0500000US,38031,60613,5052,75283,5096
0500000US,38033,56087,7093,71569,9768
0500000US,38035,51951,1837,72138,2959
0500000US,38037,50962,5972,78988,11550
0500000US,38039,52794,4901,72586,8375
0500000US,38041,56761,5735,76949,8924
0500000US,38043,57734,7633,75724,9608
0500000US,38045,59426,6556,82435,6961
0500000US,38047,58144,5397,73805,6043
0500000US,38049,62637,4321,86494,12049
0500000US,38051,50739,5013,66737,6249
0500000US,38053,80732,5175,109348,8338
0500000US,38055,65648,3173,79244,3773
0500000US,38057,79890,6265,89005,6956
0500000US,38059,67584,4161,91454,7230
0500000US,38061,70678,3909,99351,9825
0500000US,38063,48798,7261,66366,5456
0500000US,38065,68333,15106,82283,8081
0500000US,38067,64962,3462,81767,6305
0500000US,38069,48802,10837,59546,6928
0500000US,38071,57313,4762,79592,9592
0500000US,38073,61810,3963,79585,7237
0500000US,38075,68182,4577,81070,6424
0500000US,38077,61990,3937,74002,3393
0500000US,38079,39884,2915,57370,4691
0500000US,38081,67200,6337,80177,4581
0500000US,38083,49261,5345,67445,7564
0500000US,38085,40862,3441,59701,7742
0500000US,38087,63942,6702,78977,8418
0500000US,38089,75708,4591,94409,4872
0500000US,38091,65848,4743,87137,10234
0500000US,38093,57642,2929,73021,3730
0500000US,38095,53696,5581,76594,10197
0500000US,38097,62870,2736,78503,6588
0500000US,38099,54414,2192,70586,3161
0500000US,38101,67753,2240,83966,2842
0500000US,38103,57989,4204,74361,7248
0500000US,38105,86575,8091,112047,8825
0500000US,39001,36894,3386,54039,3432
0500000US,39003,50552,1657,63678,1782
0500000US,39005,52730,2111,65423,2034
0500000US,39007,44823,1563,56659,1543
0500000US,39009,37778,3027,55499,2370
0500000US,39011,61758,1899,73661,2409
0500000US,39013,49361,2020,64360,2148
0500000US,39015,52356,2501,64277,2657
0500000US,39017,63358,875,82165,1103
0500000US,39019,52394,3269,69389,4217
0500000US,39021,57103,2180,66614,2515
0500000US,39023,48502,1315,62459,1258
0500000US,39025,64822,1437,84721,1790
0500000US,39027,51354,2321,67669,3789
0500000US,39029,46306,1282,62650,1933
0500000US,39031,44491,1998,55832,1762
0500000US,39033,42892,1604,57201,3434
0500000US,39035,48435,473,72314,665
0500000US,39037,52691,1888,64767,1887
0500000US,39039,57665,1949,70762,2712
0500000US,39041,104322,2210,132269,2333
0500000US,39043,52270,2065,73203,3179
0500000US,39045,66175,1686,83077,1920
0500000US,39047,46478,2496,60637,2606
0500000US,39049,58762,635,79779,680
0500000US,39051,60231,1714,72847,2805
0500000US,39053,42113,2765,56184,3399
0500000US,39055,79956,2923,112174,4412
0500000US,39057,67109,1554,86238,1844
0500000US,39059,43975,2042,56201,2539
0500000US,39061,54976,676,79912,894
0500000US,39063,55644,1981,73054,2541
0500000US,39065,48773,1658,59239,2000
0500000US,39067,48462,2748,58877,3336
0500000US,39069,59083,2965,69797,3154
0500000US,39071,43297,2828,57055,2565
0500000US,39073,50000,2367,60814,2608
0500000US,39075,62111,2631,78695,3514
0500000US,39077,51559,1719,64177,2207
0500000US,39079,45340,2441,54788,2945
0500000US,39081,44819,1519,60973,2365
0500000US,39083,55131,1985,65884,2073
0500000US,39085,63475,887,79897,1392
0500000US,39087,44372,2367,57900,3206
0500000US,39089,62715,2014,79189,2131
0500000US,39091,55150,1796,67609,2608
0500000US,39093,56965,1012,74676,1310
0500000US,39095,46924,913,66796,955
0500000US,39097,65264,1891,80542,3078
0500000US,39099,44682,915,63081,1461
0500000US,39101,45464,2223,58962,2301
0500000US,39103,74243,1675,91580,1838
0500000US,39105,43591,3395,59124,4578
0500000US,39107,59417,2186,72966,2632
0500000US,39109,57544,1874,73024,2035
0500000US,39111,43956,2265,58689,4493
0500000US,39113,49314,676,67202,890
0500000US,39115,41731,3455,52884,4415
0500000US,39117,56010,3135,72387,4562
0500000US,39119,45276,1771,58769,2709
0500000US,39121,47456,7439,64047,8765
0500000US,39123,57918,2484,75676,2714
0500000US,39125,51933,2614,63069,4015
0500000US,39127,48811,2401,58606,2346
0500000US,39129,62214,2959,73860,2910
0500000US,39131,43729,3022,58477,3533
0500000US,39133,56618,1432,74270,1571
0500000US,39135,55374,1904,67935,2544
0500000US,39137,62001,1942,77229,2878
0500000US,39139,47346,1723,60888,1738
0500000US,39141,48403,1554,62771,2526
0500000US,39143,51701,1582,63667,1899
0500000US,39145,39731,1594,57055,2488
0500000US,39147,49936,2160,63846,2896
0500000US,39149,61042,2368,74898,2810
0500000US,39151,52190,705,68211,966
0500000US,39153,55448,840,75811,943
0500000US,39155,45975,1002,60660,1436
0500000US,39157,51170,1952,63767,1797
0500000US,39159,82775,2951,97740,3040
0500000US,39161,52754,1607,65454,3066
0500000US,39163,42114,3941,51897,3200
0500000US,39165,83330,1930,108426,2589
0500000US,39167,48572,2183,65269,2953
0500000US,39169,56348,1184,70494,2003
0500000US,39171,49491,1657,60390,2479
0500000US,39173,59789,1513,78832,1986
0500000US,39175,52940,3242,65469,3211
0500000US,40001,32986,2093,45683,2408
0500000US,40003,59569,3294,82421,11474
0500000US,40005,38821,2108,56713,3451
0500000US,40007,51996,2752,64538,3940
0500000US,40009,48725,5363,67293,6372
0500000US,40011,50391,6924,66723,4420
0500000US,40013,43245,2238,60665,2946
0500000US,40015,44588,2074,59020,2361
0500000US,40017,71157,1481,86373,2324
0500000US,40019,49216,1550,64290,2798
0500000US,40021,40936,1729,53780,2054
0500000US,40023,32129,1972,49994,3627
0500000US,40025,46071,7925,61334,9641
0500000US,40027,62863,1106,78785,1608
0500000US,40029,40000,3892,60882,7548
0500000US,40031,52227,1511,68578,2442
0500000US,40033,51623,4220,58844,3477
0500000US,40035,41701,2010,52942,2170
0500000US,40037,49578,1759,64635,1859
0500000US,40039,48884,2251,67251,4424
0500000US,40041,39742,1445,55797,2158
0500000US,40043,50037,5573,73629,9279
0500000US,40045,52705,3259,64967,6108
0500000US,40047,51332,2166,66329,2493
0500000US,40049,45066,1758,58674,2040
0500000US,40051,58177,2037,75021,2220
0500000US,40053,56287,5602,69667,4360
0500000US,40055,38322,2501,49411,4352
0500000US,40057,41607,5454,57353,5615
0500000US,40059,50114,8214,64657,7545
0500000US,40061,39375,2766,53643,2546
0500000US,40063,39265,1928,58474,4576
0500000US,40065,45757,2590,58868,2516
0500000US,40067,37319,1687,47750,2494
0500000US,40069,40077,4060,51905,3363
0500000US,40071,45426,1758,60837,2098
0500000US,40073,60656,8548,84818,8227
0500000US,40075,38209,4061,49673,2809
0500000US,40077,42363,2856,59018,4635
0500000US,40079,39769,1250,53854,2066
0500000US,40081,49362,1963,63442,2371
0500000US,40083,62035,4210,80690,3971
0500000US,40085,52007,5419,60758,2698
0500000US,40087,64492,2463,79843,3265
0500000US,40089,35829,1373,49229,1813
0500000US,40091,37086,1988,52259,2682
0500000US,40093,54118,2605,72207,4509
0500000US,40095,45828,2396,60318,3726
0500000US,40097,48853,2237,60681,2325
0500000US,40099,51490,2683,65491,5569
0500000US,40101,42689,1814,58281,2090
0500000US,40103,53253,4133,69063,4453
0500000US,40105,41895,2287,53354,2258
0500000US,40107,38527,2414,49146,2278
0500000US,40109,52855,570,76925,800
0500000US,40111,42175,2306,56566,2953
0500000US,40113,47789,1927,61533,1940
0500000US,40115,39070,1109,51619,1356
