FIPS,Median Household income 2012,Median Household income 2016,Median Household income 2018,Median household income 2010,Household Median Income
22105,51098.0,48162.0,48205.0,37390.0,46297
22109,65866.0,46026.0,52820.0,48583.0,48866
23001,60903.0,49081.0,49697.0,41190.0,51412
23003,48183.0,39450.0,38233.0,36403.0,39824
23005,75107.0,65913.0,72452.0,58562.0,69708
23011,59889.0,51573.0,51653.0,44964.0,52929
23019,53416.0,47328.0,47217.0,42964.0,49374
23031,67865.0,60863.0,66614.0,54880.0,65538
24001,53361.0,45606.0,42068.0,35039.0,44065
24003,107192.0,96483.0,97814.0,81455.0,97810
24005,82644.0,72764.0,76182.0,62543.0,74127
24009,101395.0,98732.0,107884.0,88862.0,104301
24013,92398.0,90343.0,97430.0,82077.0,93363
24015,72307.0,74221.0,74452.0,62427.0,72845
24017,104076.0,95735.0,94368.0,87007.0,95924
24021,96263.0,90043.0,95850.0,82133.0,91999
24025,89591.0,84175.0,88603.0,71835.0,85942
24027,131345.0,120941.0,116984.0,101771.0,117730
24031,128217.0,99763.0,108188.0,89155.0,106287
24033,85281.0,79184.0,83034.0,70019.0,81969
24037,101264.0,78195.0,92250.0,88444.0,90438
24043,66169.0,54250.0,63126.0,52857.0,59719
24045,64167.0,50844.0,57249.0,49913.0,56608
24510,55699.0,47350.0,51000.0,38346.0,48840
25001,80444.0,67898.0,68902.0,55294.0,70621
25003,62757.0,58418.0,60476.0,44190.0,56674
25005,69655.0,66027.0,66205.0,51319.0,66157
25009,91908.0,73901.0,76604.0,61789.0,75878
25011,67335.0,57106.0,59248.0,50001.0,59522
25013,65409.0,51544.0,52372.0,46447.0,53403
25015,74589.0,64354.0,76966.0,58449.0,67044
25017,109773.0,95249.0,100517.0,75534.0,97012
25021,109630.0,92696.0,100356.0,80440.0,99511
25023,92803.0,82087.0,90484.0,72076.0,85654
25025,76164.0,61796.0,69985.0,50020.0,64582
25027,79867.0,69295.0,71853.0,61212.0,71895
26005,62955.0,57846.0,61353.0,44847.0,59883
26017,54907.0,44756.0,50606.0,45451.0,48005
26021,56877.0,47083.0,51262.0,40329.0,49135
26025,52258.0,45902.0,47204.0,42921.0,47426
26037,75783.0,65730.0,69522.0,58288.0,67482
26045,64410.0,56211.0,67195.0,52042.0,62474
26049,53282.0,43955.0,48127.0,38819.0,47006
26055,65394.0,58532.0,66163.0,47389.0,61485
26065,59273.0,49139.0,52691.0,43171.0,50940
26073,55715.0,41868.0,46198.0,31014.0,44408
26075,54308.0,50009.0,51031.0,42862.0,51431
26077,60758.0,53138.0,55416.0,43419.0,54431
26081,66712.0,59668.0,61537.0,47781.0,60351
26087,61448.0,54309.0,65561.0,49190.0,58952
26091,56429.0,51918.0,55378.0,45563.0,53972
26093,85802.0,78038.0,82884.0,65197.0,80897
26099,66005.0,60143.0,62107.0,49160.0,60466
26103,54564.0,51275.0,54779.0,44684.0,50771
26111,70777.0,57269.0,56091.0,48706.0,59271
26115,62064.0,60799.0,61916.0,50034.0,61514
26121,52064.0,44264.0,50080.0,38621.0,48329
26125,88380.0,71920.0,80193.0,60266.0,76387
26139,68415.0,64513.0,69952.0,53056.0,67468
26145,52103.0,45849.0,48990.0,41938.0,46919
26147,58547.0,51864.0,56441.0,44369.0,55240
26155,53552.0,53244.0,54456.0,46528.0,54742
26159,53585.0,47917.0,59295.0,44242.0,52351
26161,79024.0,65601.0,71860.0,55880.0,69434
26163,54883.0,43464.0,46390.0,39408.0,45321
27003,80465.0,76533.0,82492.0,65771.0,79923
42043,67318.0,60331.0,57814.0,52177.0,58916
42045,85160.0,67950.0,72045.0,59125.0,71539
42049,61074.0,48964.0,48007.0,42519.0,49716
42051,51273.0,43140.0,52984.0,35750.0,44476
42055,63111.0,60559.0,61208.0,49514.0,59713
42063,54605.0,42962.0,49448.0,41162.0,46877
42069,57422.0,47475.0,53302.0,42185.0,50875
42071,68433.0,61335.0,66277.0,51740.0,63823
42073,55029.0,46918.0,47853.0,38192.0,48860
42075,61910.0,57248.0,61362.0,51436.0,59114
42077,69488.0,60498.0,62278.0,51729.0,62178
42079,57183.0,46580.0,54433.0,41898.0,51646
42081,56198.0,49052.0,55045.0,41037.0,52407
42085,54724.0,49890.0,48847.0,40398.0,48768
42089,67588.0,60095.0,64170.0,54549.0,63931
42091,103201.0,84113.0,90122.0,75448.0,88166
42095,72336.0,66438.0,68591.0,56729.0,67565
42097,52061.0,47736.0,47160.0,35394.0,47063
42101,53088.0,41449.0,46116.0,34400.0,43744
42107,55310.0,50684.0,48458.0,40265.0,49190
42111,57152.0,43871.0,50988.0,39978.0,48224
42125,71155.0,57998.0,63251.0,47615.0,61567
42129,63866.0,56722.0,58471.0,46361.0,58866
42133,67679.0,62462.0,65239.0,56368.0,63902
44003,74767.0,63101.0,68994.0,53954.0,70223
44005,85672.0,73596.0,83822.0,75397.0,77237
44007,65158.0,52369.0,56461.0,45915.0,55233
44009,88164.0,77813.0,89847.0,70161.0,81301
45003,61047.0,45945.0,51932.0,42377.0,50036
45007,54882.0,45090.0,51699.0,36770.0,47906
45013,77906.0,65919.0,65607.0,56960.0,63110
45015,64589.0,59153.0,62994.0,49427.0,59995
45019,70877.0,56827.0,63459.0,46324.0,61028
45031,43781.0,36841.0,33521.0,32385.0,36254
45035,64326.0,57637.0,66438.0,50908.0,61698
45041,58827.0,46524.0,48790.0,38872.0,45479
45045,66756.0,55342.0,61183.0,45185.0,56789
45047,53204.0,38200.0,42245.0,30808.0,40982
45051,53603.0,45621.0,49047.0,41568.0,48279
45057,56033.0,56216.0,57224.0,35634.0,55223
45059,47363.0,44038.0,41452.0,36265.0,41578
45063,65019.0,57382.0,60154.0,51594.0,59593
45073,60250.0,43743.0,47132.0,42848.0,46056
45075,42870.0,32450.0,36536.0,31979.0,36188
45077,50157.0,45779.0,47148.0,39280.0,47024
45079,63796.0,52030.0,52159.0,45925.0,53922
45083,51901.0,47371.0,53581.0,41850.0,50179
45085,52151.0,40614.0,45994.0,36457.0,43792
45091,68194.0,60767.0,64319.0,50797.0,62431
46099,63296.0,60038.0,58742.0,49243.0,60028
46103,64765.0,50950.0,59006.0,45704.0,55024
47001,54575.0,46055.0,50616.0,48310.0,49376
47009,58799.0,51183.0,58809.0,40846.0,54140
47011,50965.0,44853.0,50560.0,36978.0,48140
47037,64256.0,54855.0,60856.0,43616.0,56507
47059,47621.0,41109.0,47383.0,35196.0,40138
47065,66062.0,47898.0,57280.0,43935.0,53035
47093,63374.0,52102.0,55632.0,43610.0,54437
47113,55442.0,41791.0,45360.0,40438.0,46223
47119,55347.0,50591.0,53794.0,45435.0,54249
47125,57973.0,56112.0,56019.0,46703.0,55972
47141,48392.0,37437.0,45199.0,32983.0,40888
47147,66150.0,60423.0,69079.0,51687.0,61774
47149,65285.0,61157.0,63739.0,51489.0,63846
47155,52766.0,45609.0,47411.0,40402.0,45943
47157,63851.0,47690.0,47500.0,43990.0,49782
47163,54824.0,42859.0,44652.0,34590.0,43442
47165,72544.0,60503.0,65948.0,47110.0,64631
47179,60409.0,46276.0,48765.0,42213.0,46752
47187,119987.0,106054.0,110700.0,80533.0,109026
47189,71382.0,71153.0,76756.0,55343.0,71513
48005,57960.0,41161.0,47519.0,37775.0,47714
48021,69392.0,56508.0,69067.0,49880.0,62941
48027,62007.0,52275.0,54495.0,50175.0,54184
48029,66822.0,53210.0,54149.0,47921.0,55456
48037,53841.0,45997.0,47134.0,43760.0,47505
48039,81695.0,74799.0,73623.0,64633.0,79270
48041,57618.0,41559.0,50110.0,35407.0,46839
48061,45975.0,37061.0,38378.0,31736.0,37132
48085,102819.0,89638.0,96051.0,77090.0,94192
48091,77744.0,77425.0,76203.0,62735.0,75356
48099,60048.0,51125.0,46131.0,48794.0,51440
48113,69495.0,54399.0,59839.0,46860.0,56854
48121,89794.0,80613.0,88117.0,67892.0,83376
48135,64801.0,53254.0,64165.0,42282.0,60676
48139,70121.0,70210.0,77794.0,58063.0,72213
48141,55089.0,42165.0,43958.0,36015.0,44597
48157,105422.0,90680.0,91931.0,76269.0,95561
48167,79881.0,64939.0,73840.0,58324.0,69369
48181,60727.0,52095.0,51158.0,45577.0,54370
48183,58778.0,44219.0,51361.0,40348.0,49287
48187,73831.0,68157.0,74459.0,59801.0,70931
48201,76381.0,56377.0,60232.0,50422.0,60146
48203,56880.0,46548.0,50561.0,47801.0,51202
48209,75120.0,64658.0,65943.0,57332.0,65935
48213,51177.0,44088.0,42020.0,36570.0,45798
48215,48970.0,36176.0,39165.0,33732.0,38398
48231,54928.0,53962.0,55248.0,40218.0,51928
48245,58989.0,45390.0,47177.0,38553.0,48463
48251,66109.0,59895.0,62390.0,52275.0,62066
48257,70022.0,62033.0,66668.0,57790.0,65390
48291,61670.0,42877.0,51955.0,48608.0,49850
48303,59805.0,49136.0,50505.0,42241.0,50473
48309,55708.0,46860.0,48713.0,39143.0,48199
48329,88809.0,65349.0,81210.0,53170.0,78888
48339,90791.0,71123.0,76929.0,65196.0,77416
48355,63463.0,54318.0,54560.0,41992.0,55048
48361,63090.0,53480.0,56420.0,44763.0,55700
48367,84256.0,66548.0,72004.0,54712.0,74625
48375,48773.0,42305.0,40797.0,35003.0,43157
48381,68005.0,67015.0,70108.0,58096.0,67397
48397,103825.0,95731.0,100595.0,80209.0,94767
48409,63262.0,53348.0,55018.0,45940.0,55229
48423,63318.0,52572.0,58226.0,43209.0,53511
48439,74982.0,61534.0,66063.0,52385.0,64874
48441,61157.0,48803.0,47508.0,41704.0,50818
48451,57720.0,48696.0,52283.0,38043.0,51675
48453,82317.0,70158.0,76392.0,51743.0,71767
48469,66646.0,53778.0,50210.0,48341.0,55631
48471,55301.0,42662.0,40100.0,35806.0,41855
48479,49932.0,35659.0,46862.0,35770.0,42293
48485,62102.0,44769.0,47373.0,38689.0,46575
48491,80863.0,81818.0,87454.0,65140.0,83679
49005,60735.0,58003.0,59248.0,46956.0,56840
49011,81154.0,76905.0,84358.0,64360.0,79690
49035,75556.0,68665.0,73801.0,56711.0,71230
49049,71964.0,69799.0,75349.0,54275.0,70408
49053,57883.0,55056.0,56333.0,49058.0,56877
49057,63678.0,63158.0,68669.0,53569.0,64636
50007,79430.0,68843.0,75852.0,55764.0,69896
51003,100459.0,71975.0,78584.0,59499.0,75394
51013,127539.0,110388.0,122394.0,94986.0,117374
51015,59668.0,55342.0,59820.0,49903.0,61305
51019,70860.0,56479.0,64084.0,49002.0,61541
51041,85634.0,76059.0,80655.0,69149.0,80214
51059,138039.0,115717.0,122227.0,103010.0,121133
51061,103593.0,94347.0,92145.0,85614.0,97469
51069,78735.0,69827.0,80953.0,63331.0,73250
51085,85907.0,83135.0,91309.0,71891.0,88652
51087,79292.0,66337.0,68069.0,59202.0,68572
51095,96058.0,83455.0,83190.0,74706.0,83048
51107,137993.0,134464.0,139915.0,119540.0,136268
51121,60051.0,55706.0,51932.0,40685.0,54641
51153,111101.0,97986.0,107925.0,92655.0,103445
51161,73856.0,60454.0,68595.0,57212.0,65467
51165,61843.0,57755.0,61199.0,48243.0,59817
51177,88007.0,81146.0,88431.0,72217.0,85330
51179,111411.0,97484.0,110307.0,94317.0,106773
51199,87555.0,89418.0,83593.0,79120.0,90367
51510,110919.0,87920.0,101215.0,77793.0,96733
51550,79560.0,72928.0,80265.0,68955.0,75790
51650,62339.0,50435.0,55466.0,51275.0,54550
51680,52602.0,41264.0,42389.0,35156.0,43374
51700,59589.0,50524.0,50180.0,50937.0,51884
51710,60955.0,46467.0,49587.0,41613.0,49146
51740,54717.0,48516.0,47919.0,43674.0,50224
51760,57898.0,42373.0,48987.0,39608.0,45117
51770,51118.0,37044.0,42711.0,37472.0,43028
51800,77578.0,66669.0,71829.0,69294.0,70664
51810,79970.0,71117.0,77059.0,64212.0,74186
53005,77448.0,62508.0,68115.0,59766.0,65650
53007,63120.0,52080.0,57132.0,46515.0,56135
53009,52767.0,48587.0,59001.0,38841.0,49913
53011,71641.0,69062.0,74060.0,54924.0,71636
53015,56419.0,50637.0,59225.0,41054.0,51752
53021,63197.0,57670.0,60012.0,51457.0,62002
53025,53161.0,48335.0,53057.0,42337.0,54982
53027,55606.0,49623.0,48255.0,40019.0,47770
53029,73902.0,64813.0,64793.0,54839.0,64809
53033,94311.0,86095.0,95009.0,66174.0,89418
53035,74776.0,69171.0,76945.0,56303.0,71610
53041,55484.0,45523.0,61058.0,38643.0,50216
53053,71034.0,64434.0,75407.0,56510.0,67868
53057,64690.0,60983.0,73206.0,55458.0,62865
53061,79961.0,78716.0,87440.0,63188.0,82751
53063,61352.0,53043.0,59783.0,47039.0,54852
53067,70077.0,65783.0,72703.0,61011.0,69592
53073,67461.0,56411.0,62268.0,49938.0,59285
53077,56919.0,48965.0,51555.0,40648.0,49871
54003,66381.0,57357.0,59328.0,50724.0,60615
54011,51865.0,38823.0,38162.0,36153.0,38321
54033,53208.0,47204.0,46569.0,40589.0,50433
54039,64324.0,45001.0,41141.0,43474.0,45426
54061,62196.0,50953.0,50834.0,42028.0,49926
54081,52578.0,45863.0,39122.0,37982.0,42296
54107,53903.0,48655.0,43563.0,39689.0,45958
55009,69007.0,57783.0,61651.0,50743.0,59963
55025,77187.0,70796.0,71582.0,58661.0,70541
55027,60915.0,55856.0,63077.0,50797.0,58870
55035,61880.0,49821.0,60475.0,42807.0,55711
55039,62748.0,58310.0,57415.0,49718.0,59373
55055,64454.0,58703.0,65651.0,49611.0,63676
55059,67263.0,59417.0,65330.0,51887.0,60929
55063,61247.0,54823.0,60905.0,47085.0,55479
55071,57722.0,51752.0,54393.0,47298.0,53489
55073,71783.0,54774.0,62890.0,49356.0,59543
55079,57511.0,47607.0,49636.0,40509.0,48742
55087,73505.0,61149.0,64759.0,54498.0,63536
55089,99473.0,84415.0,81104.0,72213.0,82807
55097,59934.0,53655.0,57452.0,48620.0,57368
55101,66966.0,55706.0,59759.0,51377.0,59749
55105,58126.0,50729.0,57037.0,46758.0,55832
55109,84048.0,72865.0,81453.0,62386.0,81124
55117,62852.0,54059.0,60896.0,49440.0,58943
55127,65618.0,58302.0,63800.0,53388.0,61106
55131,82349.0,73502.0,73435.0,60446.0,74062
55133,89829.0,81878.0,86968.0,70815.0,84331
55139,65242.0,56754.0,56589.0,48177.0,57124
55141,57314.0,51887.0,55273.0,43319.0,53473
56021,70147.0,62221.0,64306.0,48784.0,64220
56025,68936.0,59474.0,64833.0,51735.0,60550
01001,58786,58786,58786,58786,58786
01005,34186,34186,34186,34186,34186
01007,45340,45340,45340,45340,45340
01009,48695,48695,48695,48695,48695
01011,32152,32152,32152,32152,32152
01013,39109,39109,39109,39109,39109
01017,39872,39872,39872,39872,39872
01019,41014,41014,41014,41014,41014
01021,45182,45182,45182,45182,45182
01023,34884,34884,34884,34884,34884
01025,36127,36127,36127,36127,36127
01027,41225,41225,41225,41225,41225
01029,40188,40188,40188,40188,40188
01031,53155,53155,53155,53155,53155
01033,47558,47558,47558,47558,47558
01035,33177,33177,33177,33177,33177
01037,38301,38301,38301,38301,38301
01039,40601,40601,40601,40601,40601
01041,39812,39812,39812,39812,39812
01045,45960,45960,45960,45960,45960
01047,31602,31602,31602,31602,31602
01053,35000,35000,35000,35000,35000
01057,37458,37458,37458,37458,37458
01059,40459,40459,40459,40459,40459
01061,38142,38142,38142,38142,38142
01063,21804,21804,21804,21804,21804
01065,30571,30571,30571,30571,30571
01067,48610,48610,48610,48610,48610
01071,39816,39816,39816,39816,39816
01075,36756,36756,36756,36756,36756
01079,44515,44515,44515,44515,44515
01085,30833,30833,30833,30833,30833
01087,32074,32074,32074,32074,32074
01091,32809,32809,32809,32809,32809
01093,35392,35392,35392,35392,35392
01099,30141,30141,30141,30141,30141
01105,23561,23561,23561,23561,23561
01107,37458,37458,37458,37458,37458
01109,34678,34678,34678,34678,34678
01111,41449,41449,41449,41449,41449
01113,40978,40978,40978,40978,40978
01119,23132,23132,23132,23132,23132
01123,43361,43361,43361,43361,43361
01129,40794,40794,40794,40794,40794
01131,27237,27237,27237,27237,27237
01133,38504,38504,38504,38504,38504
02013,69706,69706,69706,69706,69706
02016,85517,85517,85517,85517,85517
02050,54212,54212,54212,54212,54212
02060,84688,84688,84688,84688,84688
02068,84196,84196,84196,84196,84196
02070,58750,58750,58750,58750,58750
02100,64342,64342,64342,64342,64342
02105,63603,63603,63603,63603,63603
02110,88213,88213,88213,88213,88213
02122,66684,66684,66684,66684,66684
02130,70356,70356,70356,70356,70356
02150,78281,78281,78281,78281,78281
02158,35539,35539,35539,35539,35539
02164,46406,46406,46406,46406,46406
02180,58987,58987,58987,58987,58987
02185,75431,75431,75431,75431,75431
02188,62949,62949,62949,62949,62949
02195,66907,66907,66907,66907,66907
02198,54191,54191,54191,54191,54191
02220,71534,71534,71534,71534,71534
02230,72237,72237,72237,72237,72237
02240,71541,71541,71541,71541,71541
02261,82306,82306,82306,82306,82306
02275,57583,57583,57583,57583,57583
02282,65833,65833,65833,65833,65833
02290,40000,40000,40000,40000,40000
04007,42092,42092,42092,42092,42092
04009,51352,51352,51352,51352,51352
04011,60962,60962,60962,60962,60962
04012,33333,33333,33333,33333,33333
04023,40467,40467,40467,40467,40467
05001,39466,39466,39466,39466,39466
05003,39635,39635,39635,39635,39635
05005,41481,41481,41481,41481,41481
05009,43262,43262,43262,43262,43262
05011,39510,39510,39510,39510,39510
05013,44022,44022,44022,44022,44022
05015,43505,43505,43505,43505,43505
05017,33051,33051,33051,33051,33051
05019,39752,39752,39752,39752,39752
05021,33935,33935,33935,33935,33935
05023,43391,43391,43391,43391,43391
05025,42460,42460,42460,42460,42460
05027,36148,36148,36148,36148,36148
05029,41196,41196,41196,41196,41196
05033,46619,46619,46619,46619,46619
05035,39002,39002,39002,39002,39002
05037,43838,43838,43838,43838,43838
05039,36628,36628,36628,36628,36628
05041,30234,30234,30234,30234,30234
05043,43014,43014,43014,43014,43014
05047,39463,39463,39463,39463,39463
05049,36184,36184,36184,36184,36184
05053,51920,51920,51920,51920,51920
05055,47497,47497,47497,47497,47497
05057,41355,41355,41355,41355,41355
05059,41262,41262,41262,41262,41262
05061,35900,35900,35900,35900,35900
05063,43523,43523,43523,43523,43523
05065,40218,40218,40218,40218,40218
05067,33174,33174,33174,33174,33174
05071,37170,37170,37170,37170,37170
05073,32412,32412,32412,32412,32412
05075,38528,38528,38528,38528,38528
05077,28367,28367,28367,28367,28367
05079,45166,45166,45166,45166,45166
05081,45388,45388,45388,45388,45388
05083,39748,39748,39748,39748,39748
05087,43891,43891,43891,43891,43891
05089,35518,35518,35518,35518,35518
05091,41903,41903,41903,41903,41903
05093,37237,37237,37237,37237,37237
05095,35190,35190,35190,35190,35190
05097,37855,37855,37855,37855,37855
05099,37635,37635,37635,37635,37635
05101,39896,39896,39896,39896,39896
05103,34887,34887,34887,34887,34887
05105,46071,46071,46071,46071,46071
05107,29263,29263,29263,29263,29263
05109,37406,37406,37406,37406,37406
05111,39277,39277,39277,39277,39277
05113,37035,37035,37035,37035,37035
05115,41914,41914,41914,41914,41914
05117,41846,41846,41846,41846,41846
05121,36870,36870,36870,36870,36870
05123,35356,35356,35356,35356,35356
05127,35509,35509,35509,35509,35509
05129,36390,36390,36390,36390,36390
05133,46667,46667,46667,46667,46667
05135,33708,33708,33708,33708,33708
05137,36162,36162,36162,36162,36162
05139,44000,44000,44000,44000,44000
05141,36897,36897,36897,36897,36897
05147,31023,31023,31023,31023,31023
05149,42361,42361,42361,42361,42361
06003,64688,64688,64688,64688,64688
06005,61198,61198,61198,61198,61198
06009,58151,58151,58151,58151,58151
06011,56704,56704,56704,56704,56704
06015,45258,45258,45258,45258,45258
06021,47395,47395,47395,47395,47395
06027,52874,52874,52874,52874,52874
06035,56362,56362,56362,56362,56362
06043,51199,51199,51199,51199,51199
06049,45149,45149,45149,45149,45149
06051,63018,63018,63018,63018,63018
06063,53270,53270,53270,53270,53270
06069,81977,81977,81977,81977,81977
06091,48125,48125,48125,48125,48125
06093,44200,44200,44200,44200,44200
06103,42899,42899,42899,42899,42899
06105,38497,38497,38497,38497,38497
06109,56493,56493,56493,56493,56493
08003,39191,39191,39191,39191,39191
08007,50753,50753,50753,50753,50753
08009,37500,37500,37500,37500,37500
08011,34392,34392,34392,34392,34392
08014,89624,89624,89624,89624,89624
08015,54580,54580,54580,54580,54580
08017,55227,55227,55227,55227,55227
08019,69936,69936,69936,69936,69936
08021,34746,34746,34746,34746,34746
08023,30593,30593,30593,30593,30593
08025,37586,37586,37586,37586,37586
08027,44644,44644,44644,44644,44644
08029,44512,44512,44512,44512,44512
08033,41714,41714,41714,41714,41714
08037,84685,84685,84685,84685,84685
08039,96658,96658,96658,96658,96658
08043,46296,46296,46296,46296,46296
08045,72898,72898,72898,72898,72898
08047,75120,75120,75120,75120,75120
08049,70469,70469,70469,70469,70469
08051,54979,54979,54979,54979,54979
08053,52188,52188,52188,52188,52188
08055,36705,36705,36705,36705,36705
08057,48828,48828,48828,48828,48828
08061,39784,39784,39784,39784,39784
08063,51046,51046,51046,51046,51046
08065,46918,46918,46918,46918,46918
08067,64372,64372,64372,64372,64372
08071,41945,41945,41945,41945,41945
08073,49423,49423,49423,49423,49423
08075,48922,48922,48922,48922,48922
08079,61058,61058,61058,61058,61058
08081,52807,52807,52807,52807,52807
08083,46797,46797,46797,46797,46797
08085,48739,48739,48739,48739,48739
08087,51626,51626,51626,51626,51626
08089,34136,34136,34136,34136,34136
08091,62230,62230,62230,62230,62230
08093,66861,66861,66861,66861,66861
08095,50724,50724,50724,50724,50724
08097,71244,71244,71244,71244,71244
08099,40097,40097,40097,40097,40097
08103,55543,55543,55543,55543,55543
08105,38639,38639,38639,38639,38639
08107,74273,74273,74273,74273,74273
08109,34410,34410,34410,34410,34410
08111,46563,46563,46563,46563,46563
08113,64478,64478,64478,64478,64478
08115,45188,45188,45188,45188,45188
08117,77589,77589,77589,77589,77589
08119,65382,65382,65382,65382,65382
08121,49375,49375,49375,49375,49375
08125,48394,48394,48394,48394,48394
12003,61769,61769,61769,61769,61769
12007,46197,46197,46197,46197,46197
12013,38609,38609,38609,38609,38609
12027,35057,35057,35057,35057,35057
12029,38237,38237,38237,38237,38237
12037,42855,42855,42855,42855,42855
12039,40922,40922,40922,40922,40922
12041,42357,42357,42357,42357,42357
12043,39879,39879,39879,39879,39879
12045,44291,44291,44291,44291,44291
12047,34583,34583,34583,34583,34583
12049,37594,37594,37594,37594,37594
12051,40728,40728,40728,40728,40728
12059,38608,38608,38608,38608,38608
12063,39002,39002,39002,39002,39002
12065,48173,48173,48173,48173,48173
12067,39543,39543,39543,39543,39543
12075,37634,37634,37634,37634,37634
12077,37363,37363,37363,37363,37363
12079,35509,35509,35509,35509,35509
12093,40367,40367,40367,40367,40367
12121,42686,42686,42686,42686,42686
12123,36934,36934,36934,36934,36934
12125,41770,41770,41770,41770,41770
12129,62778,62778,62778,62778,62778
12131,53785,53785,53785,53785,53785
12133,37188,37188,37188,37188,37188
13001,39561,39561,39561,39561,39561
13003,34877,34877,34877,34877,34877
13005,36964,36964,36964,36964,36964
13007,37188,37188,37188,37188,37188
13009,39426,39426,39426,39426,39426
13011,45373,45373,45373,45373,45373
13017,32705,32705,32705,32705,32705
13019,37163,37163,37163,37163,37163
13023,45029,45029,45029,45029,45029
13025,37031,37031,37031,37031,37031
13027,34322,34322,34322,34322,34322
13029,71322,71322,71322,71322,71322
13033,42773,42773,42773,42773,42773
13035,41845,41845,41845,41845,41845
13037,31725,31725,31725,31725,31725
13039,56397,56397,56397,56397,56397
13043,32937,32937,32937,32937,32937
13047,55125,55125,55125,55125,55125
13049,40283,40283,40283,40283,40283
13053,46453,46453,46453,46453,46453
13055,36107,36107,36107,36107,36107
13061,25000,25000,25000,25000,25000
13065,25236,25236,25236,25236,25236
13069,38266,38266,38266,38266,38266
13071,35472,35472,35472,35472,35472
13075,38408,38408,38408,38408,38408
13079,43257,43257,43257,43257,43257
13081,35096,35096,35096,35096,35096
13083,44471,44471,44471,44471,44471
13085,65805,65805,65805,65805,65805
13087,39148,39148,39148,39148,39148
13091,35757,35757,35757,35757,35757
13093,35629,35629,35629,35629,35629
13099,31567,31567,31567,31567,31567
13101,34447,34447,34447,34447,34447
13103,65153,65153,65153,65153,65153
13105,37943,37943,37943,37943,37943
13107,34946,34946,34946,34946,34946
13109,39701,39701,39701,39701,39701
13111,45647,45647,45647,45647,45647
13119,40198,40198,40198,40198,40198
13123,49389,49389,49389,49389,49389
13125,41686,41686,41686,41686,41686
13129,44313,44313,44313,44313,44313
13131,42348,42348,42348,42348,42348
13133,49755,49755,49755,49755,49755
13137,49140,49140,49140,49140,49140
13141,31984,31984,31984,31984,31984
13143,46353,46353,46353,46353,46353
13145,74261,74261,74261,74261,74261
13147,41358,41358,41358,41358,41358
13149,48094,48094,48094,48094,48094
13155,32339,32339,32339,32339,32339
13157,62495,62495,62495,62495,62495
13159,43284,43284,43284,43284,43284
13161,36531,36531,36531,36531,36531
13163,34300,34300,34300,34300,34300
13165,27311,27311,27311,27311,27311
13167,39813,39813,39813,39813,39813
13169,53155,53155,53155,53155,53155
13171,41464,41464,41464,41464,41464
13173,39104,39104,39104,39104,39104
13175,37369,37369,37369,37369,37369
13177,65420,65420,65420,65420,65420
13179,45959,45959,45959,45959,45959
13181,41014,41014,41014,41014,41014
13183,55439,55439,55439,55439,55439
13187,47488,47488,47488,47488,47488
13189,39199,39199,39199,39199,39199
13191,47114,47114,47114,47114,47114
13193,31999,31999,31999,31999,31999
13195,51701,51701,51701,51701,51701
13197,44309,44309,44309,44309,44309
13199,36351,36351,36351,36351,36351
13201,42927,42927,42927,42927,42927
13205,37027,37027,37027,37027,37027
13207,54050,54050,54050,54050,54050
13209,40728,40728,40728,40728,40728
13211,62530,62530,62530,62530,62530
13213,45238,45238,45238,45238,45238
13219,88308,88308,88308,88308,88308
13221,44927,44927,44927,44927,44927
13225,42802,42802,42802,42802,42802
13227,64512,64512,64512,64512,64512
13229,44167,44167,44167,44167,44167
13231,58765,58765,58765,58765,58765
13233,43491,43491,43491,43491,43491
13235,38770,38770,38770,38770,38770
13237,51245,51245,51245,51245,51245
13239,30000,30000,30000,30000,30000
13241,40902,40902,40902,40902,40902
13243,30914,30914,30914,30914,30914
13249,41276,41276,41276,41276,41276
13251,37588,37588,37588,37588,37588
13253,34338,34338,34338,34338,34338
13255,42671,42671,42671,42671,42671
13257,43416,43416,43416,43416,43416
13259,25385,25385,25385,25385,25385
13261,36205,36205,36205,36205,36205
13263,36213,36213,36213,36213,36213
13265,31797,31797,31797,31797,31797
13267,38034,38034,38034,38034,38034
13269,33442,33442,33442,33442,33442
13271,30288,30288,30288,30288,30288
13273,38015,38015,38015,38015,38015
13275,40112,40112,40112,40112,40112
13277,42790,42790,42790,42790,42790
13279,36575,36575,36575,36575,36575
13281,43927,43927,43927,43927,43927
13283,37606,37606,37606,37606,37606
13287,38341,38341,38341,38341,38341
13289,33037,33037,33037,33037,33037
13291,44978,44978,44978,44978,44978
13293,36529,36529,36529,36529,36529
13299,39887,39887,39887,39887,39887
13301,34730,34730,34730,34730,34730
13303,38092,38092,38092,38092,38092
13305,44869,44869,44869,44869,44869
13307,35755,35755,35755,35755,35755
13309,27626,27626,27626,27626,27626
13311,46288,46288,46288,46288,46288
13315,36077,36077,36077,36077,36077
13317,35106,35106,35106,35106,35106
13319,37583,37583,37583,37583,37583
13321,46076,46076,46076,46076,46076
15005,61875,61875,61875,61875,61875
16003,45319,45319,45319,45319,45319
16007,54265,54265,54265,54265,54265
16009,46507,46507,46507,46507,46507
16011,51288,51288,51288,51288,51288
16013,51968,51968,51968,51968,51968
16015,53942,53942,53942,53942,53942
16017,48710,48710,48710,48710,48710
16021,43507,43507,43507,43507,43507
16023,42250,42250,42250,42250,42250
16025,38393,38393,38393,38393,38393
