FIPS,Evangelical Protestant,Black Protestant,Mainline Protestant,Catholic,Orthodox,Other,Year
02013,0.04265888889,,,,0.1906988889,0.00254888889,2010
02016,0.04171888889,,0.014750000000000001,0.03327,0.13559000000000002,0.02014,2010
02020,0.1530988889,0.00387,0.03915888888999999,0.07870888889,0.007588888890000001,0.06985888889,2010
02050,0.029448888889999997,,0.13025,0.19068,0.1676388889,0.011640000000000001,2010
02060,0.006018888890000001,,,0.06017888889,0.22668000000000002,0.001,2010
02068,0.16977,,,0.06133999999999999,,0.04764888889,2010
02070,0.09118888888999999,,0.08994999999999999,0.11925000000000001,0.20384,0.011970000000000001,2010
02090,0.14334000000000002,0.00483,0.040670000000000005,0.042989999999999993,0.0013788888900000001,0.054798888889999994,2010
02100,0.1371588889,,0.05940888889,0.07376,,0.07934888889,2010
02105,0.09208999999999999,,0.00976888889,0.05814,0.09301888888999998,0.04139888889,2010
02110,0.09167,,0.061810000000000004,0.06075,0.00479888889,0.06775,2010
02122,0.17487000000000003,,0.025398888890000002,0.050718888889999994,0.015508888890000001,0.05557888889,2010
02130,0.14224,,0.04771,0.06826,,0.05684,2010
02150,0.09115888888999998,,0.015969999999999998,0.036788888889999996,0.10293,0.03406,2010
02164,,,,,0.7007988889000001,0.00306888889,2010
02170,0.16940000000000002,0.00216888889,0.02551888889,0.03768888889,0.00126,0.06349,2010
02180,0.11872999999999999,,0.23156,0.09270888889000001,0.01053888889,0.01664888889,2010
02185,0.04803888888999999,,0.08451888888999999,0.0175,,0.01315,2010
02188,0.21853,,0.05422888888999999,0.03189888889,,0.012358888890000001,2010
02195,0.11323888889999999,,0.13237,0.023588888890000003,0.0039299999999999995,0.037218888889999996,2010
02198,0.17359000000000002,,0.026078888890000002,0.08095000000000001,,0.03579888889,2010
02201,,,,,,,2010
02220,0.1044888889,,0.09031,0.05179888889,0.033780000000000004,0.045599999999999995,2010
02230,0.00206888889,,0.06715,0.1291288889,,0.08057888888999999,2010
02231,,,,,,,2010
02232,,,,,,,2010
02240,0.1442588889,,0.02589,0.052070000000000005,,0.061739999999999996,2010
02261,0.1621988889,0.0191,0.03579888889,0.04535,0.034038888889999994,0.048978888889999996,2010
02270,0.09571888889,,,0.63185,0.13675,0.0041600000000000005,2010
02275,0.11904000000000002,,0.07767,0.12664,,0.06332,2010
02280,,,,,,,2010
02282,0.08006,,,0.07553,,0.09062888889,2010
02290,0.02935,,0.3843988889,0.2600188889,0.01521,0.015569999999999999,2010
04001,0.05360888889,,0.01,0.20974,,0.2150088889,2010
04003,0.1048588889,0.00655888889,0.025780000000000004,0.2026288889,0.00037999999999999997,0.06382888889,2010
04005,0.08023,0.00127,0.027939999999999996,0.050218888889999994,0.00112,0.13612,2010
04007,0.1010488889,,0.027128888889999998,0.1589488889,,0.08873888888999999,2010
04009,0.053328888889999995,,0.015069999999999998,0.1664188889,0.0008100000000000001,0.31684999999999997,2010
04011,0.06768,,0.00403,0.30911,,0.1456688889,2010
04012,0.11293888889999999,0.008490000000000001,0.01474,0.05412999999999999,,0.04928888888999999,2010
04013,0.14000888890000002,0.0016399999999999997,0.027280000000000002,0.1364,0.00350888889,0.08189,2010
04015,0.06584,,0.020288888890000002,0.09240888888999998,0.00032,0.04460888889,2010
04017,0.1299788889,0.00193,0.01311888889,0.06142,,0.2301288889,2010
04019,0.10026,0.00426888889,0.03778,0.20787,0.00231,0.045919999999999996,2010
04021,0.05459,0.00098,0.01561888889,0.1045,0.00053,0.04096888889,2010
04023,0.04236888888999999,,0.00967888889,0.32089888889999996,,0.02037,2010
04025,0.10878,,0.02144,0.07818888889,0.00047,0.05089,2010
04027,0.09369999999999999,0.0011288888900000001,0.020828888889999998,0.22171888890000002,,0.0366,2010
05001,0.51049,0.054258888889999995,0.1314488889,0.015768888890000003,,0.0019500000000000001,2010
05003,0.6527688889,0.15874,0.04617,0.031760000000000004,,0.00398,2010
05005,0.35853999999999997,0.012018888890000001,0.06089888889,0.05682888889,,0.021390000000000003,2010
05007,0.32785,,0.06704,0.07570888888999999,,0.02194,2010
05009,0.6363988889000001,,0.06604,0.02628888889,,0.01558,2010
05011,0.5026888889,0.19665,0.08445888888999999,0.033798888889999996,,,2010
05013,0.3710888889,0.03296888889,0.04396,,,,2010
05015,0.28879,,0.05388999999999999,0.034608888889999995,,0.01778,2010
05017,0.3593188889,0.08465888889,0.042199999999999994,0.04449,,0.0016899999999999999,2010
05019,0.5331199999999999,0.056139999999999995,0.07545,0.0034799999999999996,,0.01122,2010
05021,0.3951388889,,0.04813,0.00187,,,2010
05023,0.3688888889,,0.09271888888999999,0.015588888890000001,,0.02291,2010
05025,0.3903788889,0.03809,0.06284,,,,2010
05027,0.3049388889,0.12553,0.08031888889,0.00896,,0.00952888889,2010
05029,0.3071,0.04099,0.03977,0.08418888889,,0.01621888889,2010
05031,0.4581388889,0.006790000000000001,0.05607,0.02560888889,,0.015309999999999999,2010
05033,0.41206000000000004,,0.06081,0.020390000000000002,,0.00993888889,2010
05035,0.3270788889,0.08773888889,0.05510888888999999,0.01031,,0.00807,2010
05037,0.5029699999999999,0.07212888888999999,0.08410888889000001,0.01958888889,,,2010
05039,0.34794888890000003,0.1503188889,0.07281888889,0.00444,,0.007888888890000001,2010
05041,0.47454999999999997,0.10609000000000002,0.06581000000000001,0.00629888889,,0.00260888889,2010
05043,0.4817688889,0.11177999999999999,0.09476000000000001,0.01307,,0.016319999999999998,2010
05045,0.3518988889,0.00657,0.05942,0.04493888889,,0.01348,2010
05047,0.31443,,0.06432888889,0.039169999999999996,,0.00017,2010
05049,0.40775888889999995,,0.03282888889,,,0.00016,2010
05051,0.32548,0.02685,0.11189,0.046868888889999995,0.004070000000000001,0.01655,2010
05053,0.40793888889999996,0.01719888889,0.05064,0.00381,,,2010
05055,0.4743188889,,0.06133999999999999,0.00974,,0.00529888889,2010
05057,0.3246488889,0.10031000000000001,0.056478888889999995,0.01707,,0.00994888889,2010
05059,0.3868388889,0.04571000000000001,0.047139999999999994,0.0027300000000000002,,5.8888890000000004e-05,2010
05061,0.4003888889,0.1152388889,0.05757888889,0.01088,,0.005870000000000001,2010
05063,0.4700788889,0.0084,0.08152999999999999,0.00955,,0.00999,2010
05065,0.41275,0.01277888889,0.05724,0.00913,,0.0008,2010
05067,0.4755788889,0.02978,0.055839999999999994,0.0027788888899999997,,,2010
05069,0.34849,0.1463788889,0.07595,0.014480000000000002,,0.01258888889,2010
05071,0.3823,,0.03582888889,0.024198888890000003,,0.03464888888999999,2010
05073,0.32636,0.06501,0.04878888889,,,0.00026000000000000003,2010
05075,0.46385,,0.0596,0.00488,,5.8888890000000004e-05,2010
05077,0.25115,0.06254888889,0.03779888889,0.0051788888899999995,,0.0001,2010
05079,0.26624000000000003,0.05809,0.03191,0.007428888890000001,,0.00035000000000000005,2010
05081,0.48022,0.04677,0.05527,0.00653,,0.00629888889,2010
05083,0.6527988888999999,0.01642,0.059718888889999995,0.06742000000000001,,0.00027000000000000006,2010
05085,0.35955999999999994,0.007909999999999999,0.05909,0.00227,,0.01892888889,2010
05087,0.3154488889,,0.032319999999999995,0.00953888889,,0.01642,2010
05089,0.3058288889,,0.05507000000000001,0.020419999999999997,,0.00018,2010
05091,0.45856,0.04689,0.06623888889,0.032298888889999995,,5e-05,2010
05093,0.5345288888999999,0.06512000000000001,0.0446,0.01075888889,,0.01506,2010
05095,0.49491000000000007,0.10282888890000001,0.08982888889,0.00798,,,2010
05097,0.37229999999999996,0.01876,0.03721,0.01053888889,,,2010
05099,0.22184888889999999,0.16327999999999998,0.06446888888999999,,,,2010
05101,0.25654,,0.00959888889,,,0.0032400000000000003,2010
05103,0.5134399999999999,0.3126,0.08093,0.0038299999999999996,,0.00662,2010
05105,0.31824,0.01149,0.00479,0.02392888889,,,2010
05107,0.2835888889,0.15783,0.04835,0.009928888890000001,,0.007678888890000001,2010
05109,0.49066000000000004,0.0163,0.040389999999999995,0.02214,,0.01514,2010
05111,0.59647,0.008008888890000001,0.05199,0.0085,,0.005489999999999999,2010
05113,0.42531888889999997,,0.05850888889,0.027588888889999996,,0.025750000000000002,2010
05115,0.3483988889,0.0059099999999999995,0.06740888889,0.024730000000000002,,0.01791,2010
05117,0.3726888889,0.020419999999999997,0.08720888888999999,0.020198888890000002,,,2010
05119,0.33623000000000003,0.056368888889999996,0.1011888889,0.0626,0.0010400000000000001,0.02380888889,2010
05121,0.48356,,0.016030000000000003,0.07234888888999999,,0.01669888889,2010
05123,0.3395888889,0.1320988889,0.04479888889,0.0032588888899999996,,,2010
05125,0.3137588889,0.010088888890000001,0.06235888889,0.01973,,2.8888890000000003e-05,2010
05127,0.48375,,0.02207888889,0.038188888889999995,,0.02723888889,2010
05129,0.40879,0.02171888889,0.026358888889999998,,,,2010
05131,0.46000888889999997,0.00441,0.09879888889,0.09743,0.00048,0.02576888889,2010
05133,0.414,0.01149,0.03892888889,0.07034888888999999,0.00299,5.8888890000000004e-05,2010
05135,0.54095,,0.08017000000000002,0.027280000000000002,,0.022358888889999998,2010
05137,0.40818000000000004,,0.045828888889999995,0.01113,,0.01694,2010
05139,0.54346,0.19046888890000002,0.07357888889,0.016108888890000003,,0.00909888889,2010
05141,0.32674,,0.06077000000000001,0.02046888889,,5.8888890000000004e-05,2010
05143,0.3359388889,0.00308,0.0809,0.1237688889,0.0014800000000000002,0.02237,2010
05145,0.5061100000000001,0.008390000000000002,0.04979888889,0.00972,,0.0103,2010
05147,0.33608888890000005,0.04173999999999999,0.06762888889,0.0062,,0.00523,2010
05149,0.35217,0.01131,0.05621,0.08113999999999999,,0.008698888890000001,2010
06001,0.08171888889,0.01372,0.02660888889,0.15328,0.0044,0.05767888889,2010
06003,0.04254888889,,,,,,2010
06005,0.08631888888999999,,0.02010888889,0.1020488889,0.00394,0.03192,2010
06007,0.10373888889999999,0.0021600000000000005,0.028510000000000004,0.155,0.00127,0.05013999999999999,2010
06009,0.08154888889,,0.02132888889,0.5496488889,0.00099,0.03603,2010
06011,0.05164,,0.03474,0.42812,,0.01769,2010
06013,0.07732888889,0.00991,0.03117,0.2177288889,0.0023188888899999998,0.04628,2010
06015,0.09373888889,,0.01524,0.055398888890000005,,0.04400888889,2010
06017,0.09134,,0.01621888889,0.12868000000000002,0.0017399999999999998,0.04931,2010
06019,0.13541888889999998,0.00446888889,0.0181,0.3098788889,0.00834888889,0.040819999999999995,2010
06021,0.09415888889,0.006790000000000001,0.04775888889,0.21734,,0.029588888889999998,2010
06023,0.06875,,0.03242,0.07354888889,0.00048,0.03990888889,2010
06025,0.07281,0.0038299999999999996,0.00650888889,0.28204999999999997,,0.020819999999999998,2010
06027,0.08056,0.00959888889,0.04556,0.2602688889,,0.03392,2010
06029,0.1366388889,0.00479,0.00888,0.29279,0.0005400000000000001,0.03654888889,2010
06031,0.06545888889,0.00208888889,0.02344,0.43229,,0.031,2010
06033,0.08309,,0.01764,0.10604000000000001,0.00077,0.04763,2010
06035,0.08831888889,,0.00925888889,0.09712,,0.03896888889,2010
06037,0.08296888889,0.01143888889,0.02332888889,0.3608388889,0.00646888889,0.04599,2010
06039,0.09993888889,0.00454,0.01860888889,0.3749388889,,0.03192888889,2010
06041,0.034928888889999996,0.00306888889,0.037468888889999996,0.3055088889,0.00604,0.04800888889,2010
06043,0.1122088889,,0.03167,0.25593000000000005,,0.023620000000000002,2010
06045,0.055920000000000004,,0.03107888889,0.1716888889,,0.06845888889,2010
06047,0.10414999999999999,0.00425,0.014358888890000001,0.3987788889,0.00025,0.023,2010
06049,0.03613,,0.015069999999999998,0.06256,,0.03747888889,2010
06051,0.027808888889999998,,0.004079999999999999,0.90494,,0.023940000000000003,2010
06053,0.05692,0.0028899999999999998,0.02708888889,0.3615188889,0.00154,0.044108888889999996,2010
06055,0.09762,0.00267,0.021419999999999998,0.35145888890000004,0.00059,0.049269999999999994,2010
06057,0.17745999999999998,,0.028300000000000002,0.08098888889,,0.02766,2010
06059,0.1149088889,0.0008100000000000001,0.02544,0.26492,0.00445,0.04710888889,2010
06061,0.1668488889,,0.0183,0.1473488889,0.0011488888900000002,0.05011888889,2010
06063,0.08331888889,,0.042288888889999994,0.060779999999999994,,0.038188888889999995,2010
06065,0.10975,0.00875,0.01349,0.2752788889,0.0016699999999999998,0.035428888889999996,2010
06067,0.11109888890000001,0.008868888890000001,0.02396,0.1619188889,0.004,0.06088999999999999,2010
06069,0.04874,,0.01242888889,0.5627888889,,0.02178,2010
06071,0.11965888890000001,0.00736,0.012809999999999998,0.21881,0.0019,0.03932888889,2010
06073,0.09767,0.00350888889,0.02423,0.25905,0.00252888889,0.05218888888999999,2010
06075,0.03768888889,0.01635888889,0.07365000000000001,0.15025,0.01573,0.05939,2010
06077,0.09913999999999999,0.004739999999999999,0.01760888889,0.26804,0.002,0.04953888889,2010
06079,0.10192999999999999,0.004,0.05971,0.33035,0.0007599999999999999,0.04275888889,2010
06081,0.034478888889999997,0.0028499999999999997,0.03317888889,0.33911,0.00745,0.04411888889,2010
06083,0.058449999999999995,0.0046700000000000005,0.02503,0.34663888890000005,0.0036200000000000004,0.03763,2010
06085,0.08340888889,0.00143,0.02505,0.2510988889,0.00433,0.07025,2010
06087,0.05274,0.00091,0.01923888889,0.19246888890000002,0.00420888889,0.04036888889,2010
06089,0.16253888889999998,0.00068,0.015969999999999998,0.04868888889,0.0010800000000000002,0.04106,2010
06091,0.06142,,0.01975,0.037648888889999996,,0.0321,2010
06093,0.11468,0.00396,0.03215888889,0.09106888889,,0.04439,2010
06095,0.1139,0.006208888889999999,0.02141,0.19634000000000001,0.00137,0.0365,2010
06097,0.05335888889,0.00021,0.02385888889,0.22265000000000001,0.0028699999999999997,0.04835888888999999,2010
06099,0.12824000000000002,0.00254888889,0.015028888890000001,0.20901999999999998,0.0012088888899999999,0.03732,2010
06101,0.15002000000000001,,0.01714,0.09690888889,,0.05029888889,2010
06103,0.06459888889,,0.02017,0.17715888889999998,0.00032,0.033560000000000006,2010
06105,0.06970888888999999,,0.012038888890000002,0.01951,,0.02989,2010
06107,0.12050999999999998,0.0017100000000000001,0.01964888889,0.23241888889999998,0.00147,0.03162,2010
06109,0.13956,,0.014380000000000002,0.26601888890000003,0.00107,0.028839999999999998,2010
06111,0.08907888889,0.0024100000000000002,0.02673,0.28248,0.0020399999999999997,0.045419999999999995,2010
06113,0.061758888889999995,,0.02435888889,0.21587,0.0017399999999999998,0.05953888889,2010
06115,0.08181888889,0.00369,0.01234888889,0.1682188889,,0.061059999999999996,2010
08001,0.07827999999999999,0.00044000000000000007,0.01614888889,0.15987,,0.038849999999999996,2010
08003,0.14185999999999999,,0.04474,0.4529588889,,0.1014588889,2010
08005,0.1122388889,0.00185,0.04942,0.12068,0.00310888889,0.04632,2010
08007,0.14424,,0.02771888889,0.46698,,0.1391888889,2010
08009,0.15153,,0.09029,0.05279888888999999,,0.00079,2010
08011,0.04385,,0.05200888889,0.22603,,0.0010800000000000002,2010
08013,0.09785888889000001,,0.06492999999999999,0.20111,0.00244,0.04875,2010
08014,0.14502,,0.08664999999999999,0.07156888889,,0.0011488888900000002,2010
08015,0.2408888889,,0.0575,0.11365,,0.025038888890000003,2010
08017,0.27668888890000004,,0.09368,0.1525088889,,,2010
08019,0.01242888889,,0.03884,0.0779,,0.026078888890000002,2010
08021,0.02762,,0.00545,0.4251488889,,0.28561,2010
08023,,,0.006808888890000001,0.92509,,0.05164888889,2010
08025,0.06490888889,,0.053578888889999995,0.18753,,0.00034,2010
08027,0.1652188889,,0.06203888889,0.1276088889,,0.027968888889999998,2010
08029,0.1369188889,,0.052178888890000004,0.11728,0.0031,0.05414888889,2010
08031,0.08710888889,0.01408888889,0.06335,0.26575,0.00971,0.06777999999999999,2010
08033,0.09204888889,,0.02762,0.03536888889,,0.01016888889,2010
08035,0.17804999999999999,,0.04617888889,0.07832888888999999,,0.047810000000000005,2010
08037,0.04213,,0.03117,0.2178888889,,0.01689888889,2010
08039,0.057048888889999996,,0.01662888889,0.04427,,0.032228888889999995,2010
08041,0.15312,0.004320000000000001,0.05414888889,0.08406000000000001,0.0015199999999999999,0.0366,2010
08043,0.1364488889,,0.045599999999999995,0.19286999999999999,,0.03292888889,2010
08045,0.09058999999999999,,0.03073,0.11292999999999999,,0.04065888889,2010
08047,,,0.028849999999999997,0.02316,,0.00037000000000000005,2010
08049,0.07390888889,,0.05517888889,0.10401888890000001,,0.01730888889,2010
08051,0.07315,,0.03203888889,0.2712688889,,0.02126888889,2010
08053,0.09726888889,,0.1672588889,0.06762,,,2010
08055,0.08284888889,,0.055728888889999995,0.52272,,0.00908888889,2010
08057,0.09827999999999999,,0.08895,0.06097888889,,,2010
08059,0.1286988889,,0.0425,0.1500688889,0.002,0.03360888889,2010
08061,0.96996,,0.18239999999999998,,,0.00072,2010
08063,0.22721,,0.14861,0.12467,,0.04281000000000001,2010
08065,0.05047888888999999,,0.01723888889,0.09343,,0.0008199999999999999,2010
08067,0.07540888889,,0.04236888888999999,0.22371,,0.05171888889,2010
08069,0.18819888890000003,,0.05914,0.11845888889999999,0.0012300000000000002,0.03975,2010
08071,0.08660888889000001,,0.016640000000000002,0.78648,,0.00206,2010
08073,0.12877,,0.1719388889,0.08120888889,,0.03840888889,2010
08075,0.09626,,0.11273,0.1380988889,,0.02444,2010
08077,0.17075888890000002,,0.04813,0.05410888889,0.00055,0.0722,2010
08079,0.5912888889,,0.1488788889,0.056178888889999994,,,2010
08081,0.11880999999999999,,0.011740000000000002,0.08248888889,0.010868888890000001,0.09706,2010
08083,0.13056888889999999,,0.041710000000000004,0.05043888889,,0.09129,2010
08085,0.09015000000000001,,0.043250000000000004,0.07065,,0.06846888889,2010
08087,0.1336688889,,0.09907888889000001,0.2440088889,,0.0271,2010
08089,0.10817,0.00021,0.1030688889,0.55308,,0.031439999999999996,2010
08091,0.0541,,0.041928888889999995,0.1124888889,,0.00023,2010
08093,0.06751,,0.011538888890000001,0.04318888889,0.00012,0.005620000000000001,2010
08095,0.3153988889,,0.12809888889999999,0.138,,,2010
08097,0.023849999999999996,,0.033530000000000004,0.07195888889,,0.052779999999999994,2010
08099,0.1461988889,,0.08293888888999999,0.28818,,0.035460000000000005,2010
08101,0.09015000000000001,0.00387,0.041319999999999996,0.4551988889,0.0008500000000000001,0.031088888889999996,2010
08103,0.13485999999999998,,0.06510888889,0.09060888888999999,,0.1587188889,2010
08105,0.19671,,0.04923999999999999,0.3733888889,,0.048408888889999994,2010
08107,0.06673888889,,0.057,0.14377,,0.01599,2010
08109,0.07367000000000001,,0.03242,0.3673888889,,0.18206,2010
08111,0.048639999999999996,,0.1659488889,0.2389088889,,0.05292888889,2010
08113,0.056118888889999996,,0.01426888889,0.2243488889,,0.00027000000000000006,2010
08115,0.30055,,0.1134888889,0.13324999999999998,,,2010
08117,0.060938888889999994,,0.03600888889,0.09156,,0.0215,2010
08119,0.12334000000000002,,0.04393888888999999,0.07644999999999999,,0.057298888889999997,2010
08121,0.11093,,0.12921,0.13274,,,2010
08123,0.09281888888999999,,0.038798888889999994,0.13503,0.00014,0.02121888889,2010
08125,0.2257288889,,0.13333,0.15712,,0.01275,2010
09001,0.05114,0.0045188888899999995,0.09009888888999999,0.44101888889999996,0.010049999999999998,0.03545,2010
09003,0.05661888889,0.00944888889,0.08223888889,0.31118,0.00409888889,0.03151888889,2010
09005,0.0236,0.00084,0.10889000000000001,0.26511999999999997,0.00092,0.023268888890000002,2010
09007,0.024009999999999997,0.00588,0.09062888889,0.28248,0.0005099999999999999,0.01762888889,2010
09009,0.03881999999999999,0.0075,0.061279999999999994,0.3532588889,0.00433,0.023119999999999998,2010
09011,0.03400888889,0.009470000000000001,0.06929888889,0.3093,0.00896,0.01832,2010
09013,0.026648888890000003,,0.07320888889,0.28488888889999997,0.00065,0.008528888890000001,2010
09015,0.03796,0.0015199999999999999,0.05345,0.35211,0.0017300000000000002,0.00944888889,2010
10001,0.09237000000000001,0.01998888889,0.09198888889,0.10276,0.00062,0.01675,2010
10003,0.061270000000000005,0.013389999999999999,0.08937,0.2566,0.00216888889,0.0421,2010
10005,0.08439999999999999,0.014778888890000001,0.1207388889,0.1404088889,0.00112,0.00331888889,2010
11001,0.12515,0.08409888889,0.1369188889,0.1262188889,0.02335,0.05657888889,2010
12001,0.1934388889,0.02192888889,0.07423888889,0.08087888889,0.00094,0.04436888888999999,2010
12003,0.19125888889999998,0.012688888890000001,0.0125,0.01413,,0.022608888889999998,2010
12005,0.2597088889,0.0159,0.06645,0.04585888889,0.00040999999999999994,0.02408888889,2010
12007,0.34225,0.015288888890000001,0.07959,0.00498,,0.01987888889,2010
12009,0.1396688889,0.01002888889,0.05682,0.11930999999999999,0.00233,0.020448888890000003,2010
12011,0.12656888889999998,0.01022,0.03055,0.16035999999999997,0.0032299999999999994,0.03607888889,2010
12013,0.2546988889,0.02467888889,0.029398888889999995,0.0036200000000000004,,0.09551888888999999,2010
12015,0.09579,0.00105,0.06281,0.22128,0.00271,0.01689888889,2010
12017,0.1449,0.00312,0.04650888889,0.09637888888999999,0.0017399999999999998,0.013330000000000002,2010
12019,0.25033,0.0022788888899999997,0.040310000000000006,0.11662888889999999,,0.024218888889999998,2010
12021,0.1125188889,0.0034700000000000004,0.05785,0.14836,0.00537888889,0.01776,2010
12023,0.27941,0.03461888889,0.04742,0.024459999999999996,,0.01644,2010
12027,0.19465,0.03550888889,0.04979888889,0.12334000000000002,,0.00637,2010
12029,0.2403488889,,0.026919999999999996,0.00999,,0.01144888889,2010
12031,0.3081888889,0.06190888889,0.06021,0.09043888889,0.00395,0.031210000000000005,2010
12033,0.3206,0.040798888889999996,0.08092,0.061258888889999995,0.0022588888899999996,0.02598888889,2010
12035,0.10464000000000001,0.0012300000000000002,0.03446888889,0.1884388889,0.00146,0.0014800000000000002,2010
12037,0.23534888890000003,0.02501888889,0.06779888888999999,0.06926888888999999,,0.01151888889,2010
12039,0.18959,0.16994888889999998,0.04914888889,0.033089999999999994,,0.00751888889,2010
12041,0.36,0.01758888889,0.005489999999999999,,,0.00024,2010
