FIPS,Median Household income 2012,Median Household income 2016,Median Household income 2018
53011,71641.0,69062.0,74060.0
53015,56419.0,50637.0,59225.0
53021,63197.0,57670.0,60012.0
53025,53161.0,48335.0,53057.0
53027,55606.0,49623.0,48255.0
53029,73902.0,64813.0,64793.0
53033,94311.0,86095.0,95009.0
53035,74776.0,69171.0,76945.0
53041,55484.0,45523.0,61058.0
53053,71034.0,64434.0,75407.0
53057,64690.0,60983.0,73206.0
53061,79961.0,78716.0,87440.0
53063,61352.0,53043.0,59783.0
53067,70077.0,65783.0,72703.0
53073,67461.0,56411.0,62268.0
53077,56919.0,48965.0,51555.0
54003,66381.0,57357.0,59328.0
54011,51865.0,38823.0,38162.0
54033,53208.0,47204.0,46569.0
54039,64324.0,45001.0,41141.0
54061,62196.0,50953.0,50834.0
54081,52578.0,45863.0,39122.0
54107,53903.0,48655.0,43563.0
55009,69007.0,57783.0,61651.0
55025,77187.0,70796.0,71582.0
55027,60915.0,55856.0,63077.0
55035,61880.0,49821.0,60475.0
55039,62748.0,58310.0,57415.0
55055,64454.0,58703.0,65651.0
55059,67263.0,59417.0,65330.0
55063,61247.0,54823.0,60905.0
55071,57722.0,51752.0,54393.0
55073,71783.0,54774.0,62890.0
55079,57511.0,47607.0,49636.0
55087,73505.0,61149.0,64759.0
55089,99473.0,84415.0,81104.0
55097,59934.0,53655.0,57452.0
55101,66966.0,55706.0,59759.0
55105,58126.0,50729.0,57037.0
55109,84048.0,72865.0,81453.0
55117,62852.0,54059.0,60896.0
55127,65618.0,58302.0,63800.0
55131,82349.0,73502.0,73435.0
55133,89829.0,81878.0,86968.0
55139,65242.0,56754.0,56589.0
55141,57314.0,51887.0,55273.0
56021,70147.0,62221.0,64306.0
56025,68936.0,59474.0,64833.0
72013,24775.0,18516.0,18360.0
72025,36697.0,24198.0,27714.0
72031,36302.0,28055.0,25189.0
72061,50889.0,32240.0,36309.0
72113,24741.0,17454.0,17906.0
72127,38714.0,22727.0,23012.0
72135,39841.0,26171.0,26358.0
72137,30420.0,23560.0,25504.0
72139,42046.0,33122.0,31078.0
72021,31496.0,24128.0,24873.0
72097,23185.0,14532.0,11940.0
08014,,84349.0,95800.0
12131,,56246.0,62914.0
38101,,62573.0,65719.0
39009,,36193.0,36944.0
21185,,90341.0,102033.0
27131,,69135.0,65839.0
30049,,63475.0,65241.0
13157,,,73150.0
49045,,,72906.0
53045,,,58094.0
37069,,,60598.0
18011,,,81145.0
13255,,,42920.0
45055,,,51467.0
48497,,,69040.0
