FIPS,County,High school graduate (includes equivalency),Some college or associate's degree,Bachelor's degree,Graduate or professional degree,Total,State,Year
44005,Newport,14343,15096,14752,10538,59411,Rhode Island,2010
44007,Providence,116262,105146,62555,42359,412509,Rhode Island,2010
44009,Washington,18505,21681,22060,15366,85231,Rhode Island,2010
45003,Aiken,35675,31213,16196,11182,107970,South Carolina,2010
45007,Anderson,40255,38878,13454,8914,126527,South Carolina,2010
45013,Beaufort,28177,31665,24914,16105,112517,South Carolina,2010
45015,Berkeley,40905,37352,15170,7904,114745,South Carolina,2010
45019,Charleston,48266,62443,59894,34842,234998,South Carolina,2010
45031,Darlington,,,,,,South Carolina,2010
45035,Dorchester,27146,29609,14980,7080,88561,South Carolina,2010
45041,Florence,30415,24592,10700,7248,90077,South Carolina,2010
45045,Greenville,78550,87185,58891,31585,300656,South Carolina,2010
45047,Greenwood,,,,,,South Carolina,2010
45051,Horry,61244,59735,28677,15451,189230,South Carolina,2010
45057,Lancaster,,,,,,South Carolina,2010
45059,Laurens,,,,,,South Carolina,2010
45063,Lexington,49289,56249,33736,16927,177103,South Carolina,2010
45073,Oconee,,,,,,South Carolina,2010
45075,Orangeburg,,,,,,South Carolina,2010
45077,Pickens,21983,20594,9415,6780,73639,South Carolina,2010
45079,Richland,54941,72860,50718,35497,239382,South Carolina,2010
45083,Spartanburg,56974,58224,26471,11933,186783,South Carolina,2010
45085,Sumter,,,,,,South Carolina,2010
45091,York,41958,43363,29960,13884,148729,South Carolina,2010
46099,Minnehaha,30800,34678,24252,9364,110398,South Dakota,2010
46103,Pennington,17720,23684,13497,6580,67354,South Dakota,2010
47001,Anderson,,,,,,Tennessee,2010
47009,Blount,34049,23848,10824,5585,85806,Tennessee,2010
47011,Bradley,21687,18737,6979,4401,65172,Tennessee,2010
47037,Davidson,101977,106444,86199,57958,418090,Tennessee,2010
47059,Greene,,,,,,Tennessee,2010
47065,Hamilton,65809,70233,39671,22351,232024,Tennessee,2010
47093,Knox,74629,82332,60092,38308,288094,Tennessee,2010
47113,Madison,,,,,,Tennessee,2010
47119,Maury,19531,16988,6189,3648,54119,Tennessee,2010
47125,Montgomery,35113,34730,15510,7281,103290,Tennessee,2010
47141,Putnam,,,,,,Tennessee,2010
47147,Robertson,,,,,,Tennessee,2010
47149,Rutherford,51052,53824,27000,13593,162796,Tennessee,2010
47155,Sevier,,,,,,Tennessee,2010
47157,Shelby,166645,177430,105387,61246,589983,Tennessee,2010
47163,Sullivan,38619,30598,15210,7981,112354,Tennessee,2010
47165,Sumner,35229,30008,17743,8006,107181,Tennessee,2010
47179,Washington,21132,23703,16577,9614,83936,Tennessee,2010
47187,Williamson,19239,32377,42127,19245,119596,Tennessee,2010
47189,Wilson,27780,23861,12148,5460,77892,Tennessee,2010
48005,Angelina,16956,16226,5640,2881,54810,Texas,2010
48021,Bastrop,,,,,,Texas,2010
48027,Bell,53468,73269,24065,14206,183997,Texas,2010
48029,Bexar,264941,335100,174389,99673,1065620,Texas,2010
48037,Bowie,20271,22127,7166,5324,62822,Texas,2010
48039,Brazoria,50387,66427,33453,21250,202218,Texas,2010
48041,Brazos,22468,23788,17827,17061,95317,Texas,2010
48061,Cameron,57569,56133,23962,9339,233236,Texas,2010
48085,Collin,83370,146283,162028,79194,505017,Texas,2010
01003,Baldwin,39303,38161,25384,9421,127969,Alabama,2010
01015,Calhoun,26898,23014,7652,3923,78510,Alabama,2010
01043,Cullman,,,,,,Alabama,2010
01049,DeKalb,,,,,,Alabama,2010
01051,Elmore,,,,,,Alabama,2010
01055,Etowah,23898,24518,5898,3359,71575,Alabama,2010
01069,Houston,23709,21018,7719,4710,68538,Alabama,2010
01073,Jefferson,121100,132465,79165,46842,440047,Alabama,2010
01077,Lauderdale,20717,17572,9199,5553,61852,Alabama,2010
01081,Lee,21184,22469,13663,11106,79286,Alabama,2010
01083,Limestone,16320,16292,9573,4453,56736,Alabama,2010
01089,Madison,48040,65171,49039,32834,222078,Alabama,2010
01095,Marshall,,,,,,Alabama,2010
01097,Mobile,86097,80898,37582,18935,268998,Alabama,2010
01101,Montgomery,40133,36980,26799,20004,147024,Alabama,2010
01103,Morgan,,,,,,Alabama,2010
01115,St.,20419,17657,6006,1894,57958,Alabama,2010
01117,Shelby,27901,38893,36047,15628,129546,Alabama,2010
01121,Talladega,,,,,,Alabama,2010
01125,Tuscaloosa,35802,33344,17992,12686,114416,Alabama,2010
01127,Walker,,,,,,Alabama,2010
02020,Anchorage,37010,69959,41012,20677,183199,Alaska,2010
02090,Fairbanks,14865,22213,10979,5701,59686,Alaska,2010
02170,Matanuska-Susitna,18505,21995,8283,3918,56616,Alaska,2010
04001,Apache,,,,,,Arizona,2010
04003,Cochise,21176,36697,12820,6707,89453,Arizona,2010
04005,Coconino,17958,25043,14099,10596,79011,Arizona,2010
04013,Maricopa,593321,819911,456229,234055,2438576,Arizona,2010
04015,Mohave,48865,56490,11675,6667,145074,Arizona,2010
04017,Navajo,,,,,,Arizona,2010
04019,Pima,147952,222362,114143,80377,649176,Arizona,2010
04021,Pinal,72985,95224,27119,14240,251045,Arizona,2010
04025,Yavapai,40569,65735,21965,12134,157708,Arizona,2010
04027,Yuma,31521,42112,11760,4924,120795,Arizona,2010
05007,Benton,43547,38759,27607,11466,141811,Arkansas,2010
05031,Craighead,19462,16563,8268,4863,59477,Arkansas,2010
05045,Faulkner,21915,19286,11203,5091,67403,Arkansas,2010
05051,Garland,20269,21922,8125,6076,68196,Arkansas,2010
05069,Jefferson,,,,,,Arkansas,2010
05085,Lonoke,,,,,,Arkansas,2010
05119,Pulaski,67686,80938,51352,26313,256906,Arkansas,2010
05125,Saline,26115,22641,12074,5279,74104,Arkansas,2010
05131,Sebastian,27535,24815,10116,5831,82507,Arkansas,2010
05143,Washington,35203,32153,20566,10329,121010,Arkansas,2010
05145,White,,,,,,Arkansas,2010
06001,Alameda,204665,260965,246174,165798,1022948,California,2010
06007,Butte,35682,56372,21155,10912,142604,California,2010
06013,Contra,136456,216931,173909,97922,704237,California,2010
06017,El,28882,50054,27630,12420,126347,California,2010
06019,Fresno,122561,171137,73702,35789,545988,California,2010
06023,Humboldt,23668,35811,16304,6499,90604,California,2010
06025,Imperial,22594,29584,9107,4696,104395,California,2010
06029,Kern,126393,151120,48768,25224,493204,California,2010
06031,Kings,24615,28832,7205,2811,91789,California,2010
06033,Lake,,,,,,California,2010
06037,Los,1299471,1664604,1208325,650706,6363995,California,2010
06039,Madera,20972,27637,10712,3669,93131,California,2010
06041,Marin,23157,45935,57495,43663,186431,California,2010
06045,Mendocino,,,,,,California,2010
06047,Merced,39005,43029,12376,5597,145685,California,2010
06053,Monterey,54211,71802,35897,23047,258789,California,2010
06055,Napa,18600,32373,17289,8540,92599,California,2010
06057,Nevada,,,,,,California,2010
06059,Orange,351899,568831,480370,241635,1974096,California,2010
06061,Placer,51687,90596,54422,24590,237398,California,2010
06065,Riverside,339163,450792,179474,94048,1349435,California,2010
06067,Sacramento,196747,332440,165532,81772,914213,California,2010
06071,San,316362,398948,142781,83360,1215236,California,2010
06073,San,383636,649715,423183,255173,2010984,California,2010
06075,San,88019,129451,194510,120792,620010,California,2010
06077,San,106422,137038,50225,23187,413983,California,2010
06079,San,39409,63967,32242,23444,180670,California,2010
06081,San,86503,141280,133339,83752,504566,California,2010
06083,Santa,49050,82199,45946,32321,263268,California,2010
06085,Santa,191066,292332,309901,241623,1197185,California,2010
06087,Santa,28175,57986,36462,21145,170880,California,2010
06089,Shasta,29890,52809,15754,7697,120923,California,2010
06095,Solano,68128,104966,41585,20540,272421,California,2010
06097,Sonoma,66155,114663,68932,37944,332689,California,2010
06099,Stanislaus,89317,98164,33236,17060,313371,California,2010
06101,Sutter,13750,20314,8549,3440,59150,California,2010
06107,Tulare,58296,77104,22553,11291,252444,California,2010
06111,Ventura,99667,172276,103029,60542,530768,California,2010
06113,Yolo,22442,32335,23638,20457,117127,California,2010
06115,Yuba,,,,,,California,2010
08001,Adams,83291,79956,40334,16419,275849,Colorado,2010
08005,Arapahoe,83165,122076,93252,46804,378223,Colorado,2010
08013,Boulder,25979,43395,62653,46492,189808,Colorado,2010
08031,Denver,81291,95460,104805,63731,412273,Colorado,2010
08035,Douglas,26968,51170,67425,34279,185024,Colorado,2010
08041,El,86840,145270,83412,51401,395176,Colorado,2010
08059,Jefferson,82502,111965,97971,53537,371060,Colorado,2010
08069,Larimer,36050,58938,54294,34238,193293,Colorado,2010
08077,Mesa,28824,34468,15860,8613,97920,Colorado,2010
08101,Pueblo,32874,37957,13115,7454,105248,Colorado,2010
08123,Weld,42191,51191,25877,12987,155010,Colorado,2010
09001,Fairfield,142689,128971,153653,118799,619336,Connecticut,2010
09003,Hartford,170235,156858,123731,84926,611484,Connecticut,2010
09005,Litchfield,41406,37005,29112,16905,136188,Connecticut,2010
09007,Middlesex,36249,32142,25305,16309,118578,Connecticut,2010
09009,New,182339,146808,101927,83741,584631,Connecticut,2010
09011,New,57916,53996,29446,27141,187795,Connecticut,2010
09013,Tolland,26241,28616,18087,17661,96968,Connecticut,2010
09015,Windham,30543,20062,10729,7827,79403,Connecticut,2010
10001,Kent,35163,31462,12924,8813,103076,Delaware,2010
10003,New,105194,94021,69869,48111,355742,Delaware,2010
10005,Sussex,55802,37948,16607,10744,141961,Delaware,2010
11001,District,84569,71039,96573,112251,416824,District of Columbia,2010
12001,Alachua,30671,41322,29036,29349,145526,Florida,2010
12005,Bay,35561,41140,16514,6553,115532,Florida,2010
12009,Brevard,131260,128947,62688,36079,394234,Florida,2010
12011,Broward,345307,358021,230918,124326,1214283,Florida,2010
12015,Charlotte,44280,41224,18505,10106,128115,Florida,2010
12017,Citrus,43943,34265,9672,7763,110581,Florida,2010
12019,Clay,34831,46367,20217,10740,124725,Florida,2010
12021,Collier,64829,64432,45282,28388,236788,Florida,2010
12023,Columbia,19805,15537,3524,1890,48897,Florida,2010
12031,Duval,167861,192187,100671,41872,571982,Florida,2010
12033,Escambia,54623,68223,27801,17215,194295,Florida,2010
12035,Flagler,,,,,,Florida,2010
12053,Hernando,46192,41535,14917,5903,126318,Florida,2010
12055,Highlands,25999,22490,7181,3688,74294,Florida,2010
12057,Hillsborough,225297,238641,155213,77644,809528,Florida,2010
12061,Indian,30600,31487,17173,9584,103159,Florida,2010
12069,Lake,70957,70968,30931,16222,216255,Florida,2010
12071,Lee,145259,137562,66734,39074,452098,Florida,2010
12073,Leon,33468,45391,39271,28380,159461,Florida,2010
12081,Manatee,76831,66280,36856,22022,233898,Florida,2010
12083,Marion,93562,73160,26200,13338,243164,Florida,2010
12085,Martin,28039,33680,21146,12715,109762,Florida,2010
12086,Miami-Dade,479750,406204,268234,163510,1711054,Florida,2010
12087,Monroe,17222,17932,9548,6867,57163,Florida,2010
12089,Nassau,16305,18198,7624,4634,51854,Florida,2010
12091,Okaloosa,35172,44354,19337,11640,121026,Florida,2010
12095,Orange,197469,219524,148334,71870,732138,Florida,2010
12097,Osceola,59356,51866,21953,8824,172036,Florida,2010
12099,Palm,253374,272105,185421,116526,948800,Florida,2010
12101,Pasco,110487,108652,50241,20418,334099,Florida,2010
12103,Pinellas,206566,208645,129095,59751,686481,Florida,2010
12105,Polk,146870,112683,51574,21467,407783,Florida,2010
12107,Putnam,,,,,,Florida,2010
12109,St.,29307,40249,37550,17523,131843,Florida,2010
12111,St.,70758,63144,21342,10925,194637,Florida,2010
12113,Santa,27086,36154,17938,9741,102975,Florida,2010
12115,Sarasota,97502,90981,48985,34873,297658,Florida,2010
12117,Seminole,66774,92978,62513,33379,284091,Florida,2010
12119,Sumter,28855,24052,11803,7226,82150,Florida,2010
12127,Volusia,113359,121709,46627,27589,355183,Florida,2010
13013,Barrow,,,,,,Georgia,2010
13015,Bartow,,,,,,Georgia,2010
13021,Bibb,31110,26612,15282,8106,98352,Georgia,2010
13031,Bulloch,,,,,,Georgia,2010
13045,Carroll,22859,16717,9672,5482,68494,Georgia,2010
13051,Chatham,48201,50699,33194,16870,170563,Georgia,2010
13057,Cherokee,31302,45386,36068,13206,140302,Georgia,2010
13059,Clarke,13183,12065,12783,11833,59872,Georgia,2010
13063,Clayton,49765,50257,18798,7385,156597,Georgia,2010
13067,Cobb,83876,120319,133206,69709,450272,Georgia,2010
13073,Columbia,21771,21974,16352,10200,79137,Georgia,2010
13077,Coweta,28694,25092,13778,6325,83018,Georgia,2010
13089,DeKalb,101475,129849,104269,67629,457518,Georgia,2010
13095,Dougherty,15428,20386,5316,4063,58162,Georgia,2010
13097,Douglas,26736,28629,13179,6391,84367,Georgia,2010
13113,Fayette,14144,21791,17954,11948,71039,Georgia,2010
13115,Floyd,,,,,,Georgia,2010
13117,Forsyth,26217,28910,33687,12467,112389,Georgia,2010
13121,Fulton,119524,147008,172264,108591,606703,Georgia,2010
13127,Glynn,17214,16388,6408,6043,53748,Georgia,2010
13135,Gwinnett,120183,148845,120215,51631,504623,Georgia,2010
13139,Hall,37274,26618,15128,11434,112990,Georgia,2010
13151,Henry,41069,41933,22096,9474,128825,Georgia,2010
13153,Houston,25664,33954,12181,5955,89476,Georgia,2010
13185,Lowndes,20261,18535,9431,4603,63576,Georgia,2010
13215,Muscogee,35542,38727,15397,9789,118424,Georgia,2010
13217,Newton,,,,,,Georgia,2010
13223,Paulding,30049,26589,12533,5640,88327,Georgia,2010
13245,Richmond,37792,42448,17520,9915,126788,Georgia,2010
13247,Rockdale,,,,,,Georgia,2010
13285,Troup,15034,10581,5125,2822,42009,Georgia,2010
13295,Walker,,,,,,Georgia,2010
13297,Walton,,,,,,Georgia,2010
13313,Whitfield,19167,14206,6522,3325,64090,Georgia,2010
15001,Hawaii,42978,40220,20775,10772,127165,Hawaii,2010
15003,Honolulu,174397,200606,136981,68870,645808,Hawaii,2010
15007,Kauai,,,,,,Hawaii,2010
15009,Maui,34012,34891,19186,7524,107103,Hawaii,2010
16001,Ada,57639,89860,59528,28493,254213,Idaho,2010
16005,Bannock,13253,18831,9693,3968,50328,Idaho,2010
16019,Bonneville,17087,23167,10600,4990,62569,Idaho,2010
16027,Canyon,33974,39547,13044,6225,113001,Idaho,2010
16055,Kootenai,27732,36031,13480,7831,93104,Idaho,2010
16083,Twin,,,,,,Idaho,2010
17001,Adams,,,,,,Illinois,2010
17019,Champaign,25066,32125,23221,22947,112754,Illinois,2010
17031,Cook,848091,879502,714970,456109,3454855,Illinois,2010
17037,DeKalb,16884,19610,12395,5920,60287,Illinois,2010
17043,DuPage,121448,160028,175782,105626,613512,Illinois,2010
17089,Kane,77936,90599,64436,37549,323863,Illinois,2010
17091,Kankakee,26181,23697,6872,4843,72949,Illinois,2010
17093,Kendall,,,,,,Illinois,2010
17097,Lake,98879,114958,112597,74099,449399,Illinois,2010
17099,LaSalle,29535,28819,8213,4369,77972,Illinois,2010
17111,McHenry,55279,66945,44836,18033,201670,Illinois,2010
17113,McLean,26899,27960,27936,13372,102135,Illinois,2010
17115,Macon,24640,24212,10737,5919,75241,Illinois,2010
17119,Madison,63674,57371,26486,15734,180710,Illinois,2010
17143,Peoria,36881,37455,22873,13071,122373,Illinois,2010
17161,Rock,31486,34643,14114,7708,100075,Illinois,2010
17163,St.,50606,61739,28192,15072,177206,Illinois,2010
17167,Sangamon,39765,42563,27265,16098,134880,Illinois,2010
17179,Tazewell,31157,32103,16210,5486,93377,Illinois,2010
17183,Vermilion,,,,,,Illinois,2010
17197,Will,120189,135682,85773,46079,427006,Illinois,2010
17199,Williamson,,,,,,Illinois,2010
17201,Winnebago,64976,58796,25626,15422,195421,Illinois,2010
18003,Allen,73505,70652,38626,19213,226701,Indiana,2010
18005,Bartholomew,,,,,,Indiana,2010
18019,Clark,26107,25653,10366,4589,75604,Indiana,2010
18035,Delaware,24826,20682,9039,7974,71437,Indiana,2010
18039,Elkhart,46470,32442,13598,6933,123351,Indiana,2010
18043,Floyd,17595,15120,7844,3601,50117,Indiana,2010
18053,Grant,,,,,,Indiana,2010
18057,Hamilton,29710,44918,62401,33213,176339,Indiana,2010
18059,Hancock,,,,,,Indiana,2010
18063,Hendricks,31412,27429,22631,9288,96088,Indiana,2010
18067,Howard,22740,16354,7779,3861,56084,Indiana,2010
18081,Johnson,32588,25982,16295,8169,91230,Indiana,2010
18085,Kosciusko,17544,13314,6898,4143,50528,Indiana,2010
18089,Lake,118283,99897,44245,21485,325561,Indiana,2010
18091,LaPorte,29410,23436,8654,4921,77106,Indiana,2010
18095,Madison,37063,25816,10810,4481,89326,Indiana,2010
18097,Marion,174148,162249,103292,52111,584495,Indiana,2010
18105,Monroe,19796,17008,17188,15566,75482,Indiana,2010
18109,Morgan,,,,,,Indiana,2010
18127,Porter,35757,34065,18879,11123,109434,Indiana,2010
18141,St.,57320,49028,27011,17842,170804,Indiana,2010
18157,Tippecanoe,30050,24018,17674,13606,93533,Indiana,2010
18163,Vanderburgh,40709,37117,18982,7343,118502,Indiana,2010
18167,Vigo,23594,20733,7765,6150,69722,Indiana,2010
18177,Wayne,18241,12109,4525,3400,46696,Indiana,2010
19013,Black,27276,23963,13893,6781,81880,Iowa,2010
19049,Dallas,,,,,,Iowa,2010
19061,Dubuque,21314,17111,12086,5145,61332,Iowa,2010
19103,Johnson,14182,20300,21283,17104,77326,Iowa,2010
19113,Linn,38843,48244,31164,11904,138883,Iowa,2010
19153,Polk,79151,87789,62338,27266,281550,Iowa,2010
19155,Pottawattamie,23530,21626,7362,2733,61902,Iowa,2010
19163,Scott,31205,36579,22244,12296,110657,Iowa,2010
19169,Story,9437,13451,13318,10047,48256,Iowa,2010
19193,Woodbury,,,,,,Iowa,2010
20015,Butler,10514,17662,7429,3199,41826,Kansas,2010
20045,Douglas,11153,15449,17323,13328,61443,Kansas,2010
20091,Johnson,59483,100023,120332,67330,363419,Kansas,2010
20103,Leavenworth,14319,15226,8703,6444,48319,Kansas,2010
20161,Riley,,,,,,Kansas,2010
20173,Sedgwick,86133,99773,60874,27382,315558,Kansas,2010
20177,Shawnee,37034,35703,21346,13387,118271,Kansas,2010
20209,Wyandotte,34504,28766,9183,5025,97674,Kansas,2010
21015,Boone,20919,24030,15270,9213,76728,Kentucky,2010
21029,Bullitt,,,,,,Kentucky,2010
21037,Campbell,19699,16833,9899,5373,59362,Kentucky,2010
21047,Christian,,,,,,Kentucky,2010
21059,Daviess,,,,,,Kentucky,2010
21067,Fayette,43847,54731,40500,29657,191595,Kentucky,2010
21093,Hardin,21981,24004,7628,6020,66694,Kentucky,2010
21111,Jefferson,138880,148052,93748,58667,503190,Kentucky,2010
21117,Kenton,34342,29270,19262,9822,106286,Kentucky,2010
21145,McCracken,14735,15780,6320,3888,46477,Kentucky,2010
21151,Madison,,,,,,Kentucky,2010
21195,Pike,,,,,,Kentucky,2010
21227,Warren,21263,19265,11407,7433,68844,Kentucky,2010
22005,Ascension,,,,,,Louisiana,2010
22015,Bossier,26486,23487,9854,5156,75978,Louisiana,2010
22017,Caddo,58733,49971,23395,13276,167503,Louisiana,2010
22019,Calcasieu,43099,36214,17430,7165,124393,Louisiana,2010
22033,East,68506,77653,60210,34911,273954,Louisiana,2010
22045,Iberia,,,,,,Louisiana,2010
22051,Jefferson,97080,79383,46778,21305,295156,Louisiana,2010
22055,Lafayette,41338,36511,28711,10815,140149,Louisiana,2010
22057,Lafourche,26004,12084,6719,2288,62761,Louisiana,2010
22063,Livingston,32723,22917,10687,2937,82455,Louisiana,2010
22071,Orleans,57661,59352,43923,32082,229330,Louisiana,2010
22073,Ouachita,33698,28680,14044,6228,96927,Louisiana,2010
22079,Rapides,30480,24684,11295,4290,86242,Louisiana,2010
22097,St.,,,,,,Louisiana,2010
22103,St.,42558,48354,33034,15626,158340,Louisiana,2010
22105,Tangipahoa,25521,16951,10116,4416,74736,Louisiana,2010
22109,Terrebonne,26546,15126,5391,3010,71116,Louisiana,2010
23001,Androscoggin,29462,21947,8850,4841,73803,Maine,2010
23003,Aroostook,,,,,,Maine,2010
23005,Cumberland,50342,54575,49688,29197,196611,Maine,2010
23011,Kennebec,,,,,,Maine,2010
23019,Penobscot,37261,31384,16012,8946,103468,Maine,2010
23031,York,46845,45792,23595,11385,139758,Maine,2010
24001,Allegany,24434,12201,4529,3940,53175,Maryland,2010
24003,Anne,89429,106558,78612,50979,364713,Maryland,2010
24005,Baltimore,147745,150092,111230,83797,547226,Maryland,2010
24009,Calvert,19042,17525,9105,7430,58176,Maryland,2010
24013,Carroll,34272,29083,22312,16578,111333,Maryland,2010
24015,Cecil,24142,20347,9717,5075,66656,Maryland,2010
24017,Charles,27689,33513,14140,10270,95221,Maryland,2010
24021,Frederick,37857,45698,36011,22997,155618,Maryland,2010
24025,Harford,48638,50832,31553,20531,164375,Maryland,2010
24027,Howard,27415,40688,58334,55799,193212,Maryland,2010
24031,Montgomery,96729,131473,175718,201992,669105,Maryland,2010
24033,Prince,157412,159922,95118,68786,558007,Maryland,2010
24037,St.,21103,20479,12396,7599,67884,Maryland,2010
24043,Washington,37417,28564,14102,6223,101325,Maryland,2010
24045,Wicomico,20597,15643,9061,7035,61980,Maryland,2010
24510,Baltimore,120892,94646,54186,44993,409515,Maryland,2010
25001,Barnstable,42585,49266,37817,26530,164677,Massachusetts,2010
25003,Berkshire,31448,25361,15510,11664,94040,Massachusetts,2010
25005,Bristol,111510,96630,64001,30273,373524,Massachusetts,2010
25009,Essex,131883,133302,112107,75295,507338,Massachusetts,2010
25011,Franklin,15650,15284,10550,6226,51503,Massachusetts,2010
25013,Hampden,95859,84137,45023,29000,304971,Massachusetts,2010
25015,Hampshire,23292,25285,20734,20436,96519,Massachusetts,2010
25017,Middlesex,234564,201835,264967,255652,1042184,Massachusetts,2010
25021,Norfolk,103275,106701,124593,100506,465585,Massachusetts,2010
25023,Plymouth,101272,93014,75020,39389,336249,Massachusetts,2010
25025,Suffolk,120023,85359,106016,82337,467324,Massachusetts,2010
25027,Worcester,153461,144966,109305,65736,535108,Massachusetts,2010
26005,Allegan,30983,22639,9387,4224,73494,Michigan,2010
26017,Bay,24720,25549,10271,4916,74631,Michigan,2010
26021,Berrien,35311,34507,14551,9001,106657,Michigan,2010
26025,Calhoun,32050,31687,9910,5714,90844,Michigan,2010
26037,Clinton,13423,20232,6667,4999,48361,Michigan,2010
26045,Eaton,,,,,,Michigan,2010
26049,Genesee,92831,101490,34168,19842,280659,Michigan,2010
26055,Grand,17913,21204,10601,6891,61645,Michigan,2010
26065,Ingham,35530,58647,33220,24013,166853,Michigan,2010
26073,Isabella,11806,10556,4584,4186,35663,Michigan,2010
26075,Jackson,35724,41327,13273,5968,108398,Michigan,2010
26077,Kalamazoo,39639,49367,34968,19125,155831,Michigan,2010
26081,Kent,106495,116894,76867,38388,381655,Michigan,2010
26087,Lapeer,,,,,,Michigan,2010
26091,Lenawee,26055,21756,8592,4981,67668,Michigan,2010
26093,Livingston,35088,43740,22967,13411,122841,Michigan,2010
26099,Macomb,182706,194730,85404,45023,577266,Michigan,2010
