FIPS,County,High school graduate (includes equivalency),Some college or associate's degree,Bachelor's degree,Graduate or professional degree,Total,State,Year
29097,Jasper,27712,21151,9770,5949,74494,Missouri,2012
29099,Jefferson,51054,50067,18553,6888,147499,Missouri,2012
29165,Platte,14922,19940,15843,8731,62680,Missouri,2012
29183,St.,66839,80238,54555,29296,245933,Missouri,2012
29187,St.,,,,,,Missouri,2012
29189,St.,152694,200140,164677,114032,684868,Missouri,2012
29510,St.,48562,61713,38652,26509,214083,Missouri,2012
30013,Cascade,18885,18579,8036,3704,55008,Montana,2012
30029,Flathead,,,,,,Montana,2012
30031,Gallatin,12539,17176,18854,8075,58564,Montana,2012
30063,Missoula,16778,21992,20033,11138,72905,Montana,2012
30111,Yellowstone,31205,36906,19608,8254,102791,Montana,2012
31055,Douglas,75384,100644,83992,42378,340970,Nebraska,2012
31109,Lancaster,39768,64063,42302,24079,181968,Nebraska,2012
31153,Sarpy,23614,38143,24908,13783,105346,Nebraska,2012
32003,Clark,394183,434723,195862,97139,1327029,Nevada,2012
32031,Washoe,67639,99868,50377,28712,285895,Nevada,2012
33005,Cheshire,,,,,,New Hampshire,2012
33009,Grafton,17093,14066,13754,10851,60929,New Hampshire,2012
33011,Hillsborough,76526,74182,67448,36016,277324,New Hampshire,2012
33013,Merrimack,30233,30480,22747,11751,102870,New Hampshire,2012
33015,Rockingham,60828,58851,49322,28342,211796,New Hampshire,2012
33017,Strafford,23100,24459,15329,9607,79395,New Hampshire,2012
34001,Atlantic,59723,46833,30453,16343,186216,New Jersey,2012
34003,Bergen,158816,134541,190328,113323,647298,New Jersey,2012
34005,Burlington,94722,82207,71074,37290,311519,New Jersey,2012
34007,Camden,106779,92355,67986,34424,345586,New Jersey,2012
34009,Cape,25340,16106,14338,7574,71261,New Jersey,2012
34011,Cumberland,41243,24061,11025,3667,105487,New Jersey,2012
34013,Essex,146352,117368,98005,69310,519922,New Jersey,2012
34015,Gloucester,67249,54395,39639,15758,193630,New Jersey,2012
34017,Hudson,118317,90461,107312,60750,456847,New Jersey,2012
34019,Hunterdon,20916,20628,24538,18216,89398,New Jersey,2012
34021,Mercer,68919,53879,48829,44714,244580,New Jersey,2012
34023,Middlesex,143501,117947,138877,91164,555542,New Jersey,2012
34025,Monmouth,112484,109728,110286,69444,434031,New Jersey,2012
34027,Morris,78501,75265,101566,67829,345865,New Jersey,2012
34029,Ocean,149391,110014,69843,35277,401399,New Jersey,2012
34031,Passaic,108910,71200,55159,30534,327088,New Jersey,2012
34033,Salem,16127,13298,6017,2750,44726,New Jersey,2012
34035,Somerset,50327,43826,64166,52968,225811,New Jersey,2012
34037,Sussex,31959,29938,23296,10397,102457,New Jersey,2012
34039,Union,110723,87405,72267,43883,365934,New Jersey,2012
34041,Warren,,,,,,New Jersey,2012
35001,Bernalillo,109050,142183,78343,64548,446476,New Mexico,2012
35005,Chaves,10243,13731,5012,2632,40480,New Mexico,2012
35013,Do?a,29066,37413,21431,14915,130217,New Mexico,2012
35025,Lea,,,,,,New Mexico,2012
35031,McKinley,,,,,,New Mexico,2012
35035,Otero,,,,,,New Mexico,2012
35043,Sandoval,23279,32611,15142,10914,89658,New Mexico,2012
35045,San,25294,27348,9635,4607,79366,New Mexico,2012
35049,Santa,21180,29114,21502,20244,105733,New Mexico,2012
35061,Valencia,,,,,,New Mexico,2012
36001,Albany,56144,56014,40569,37945,204902,New York,2012
36005,Bronx,236061,213294,107255,51397,873653,New York,2012
36007,Broome,43782,40252,20441,17280,134700,New York,2012
36009,Cattaraugus,21877,16287,4944,4193,53736,New York,2012
36011,Cayuga,19610,18039,6107,4582,55879,New York,2012
36013,Chautauqua,31864,28506,8931,9094,90217,New York,2012
36015,Chemung,20820,20005,7622,5429,60601,New York,2012
36019,Clinton,19168,15127,7710,6246,55939,New York,2012
36027,Dutchess,54967,59566,35839,30170,200130,New York,2012
36029,Erie,179421,193074,108206,87530,629141,New York,2012
36045,Jefferson,27317,26782,7763,5895,74922,New York,2012
36047,Kings,454374,348930,326453,207114,1703372,New York,2012
36051,Livingston,14112,12615,6657,5417,42785,New York,2012
36053,Madison,,,,,,New York,2012
36055,Monroe,127565,151128,96668,78431,499874,New York,2012
36059,Nassau,233711,219679,214338,168974,926920,New York,2012
36061,New,151964,178356,377134,338766,1213989,New York,2012
36063,Niagara,51434,49112,21254,14728,150112,New York,2012
36065,Oneida,52215,49968,24218,13611,160729,New York,2012
36067,Onondaga,85766,91934,57966,43836,310116,New York,2012
36069,Ontario,20148,25225,11729,10614,75164,New York,2012
36071,Orange,72489,73480,37234,26410,236925,New York,2012
36075,Oswego,32119,24209,8318,4971,79623,New York,2012
36079,Putnam,16802,18912,15873,12778,69572,New York,2012
36081,Queens,430233,363510,304600,169654,1591957,New York,2012
36083,Rensselaer,29399,36292,18699,13709,108252,New York,2012
36085,Richmond,98589,89309,56075,38141,319323,New York,2012
36087,Rockland,48737,49256,45709,33542,200703,New York,2012
36089,St.,25735,21524,8173,8477,72295,New York,2012
36091,Saratoga,40714,47407,35458,22435,155659,New York,2012
36093,Schenectady,29985,33175,15955,14569,104447,New York,2012
36101,Steuben,25767,20890,8271,6360,68684,New York,2012
36103,Suffolk,301274,268049,188087,154818,1017370,New York,2012
36105,Sullivan,18251,15052,6118,5767,53014,New York,2012
36109,Tompkins,9570,14863,12396,18211,58927,New York,2012
36111,Ulster,38163,38035,20483,19029,128840,New York,2012
36113,Warren,16081,13222,7353,5995,47385,New York,2012
36117,Wayne,24673,20529,8537,4277,64328,New York,2012
36119,Westchester,137535,138321,154251,143923,654425,New York,2012
37001,Alamance,30333,34971,13701,5875,101895,North Carolina,2012
37019,Brunswick,24277,26103,14917,8265,85317,North Carolina,2012
37021,Buncombe,42524,50243,38932,21438,174059,North Carolina,2012
37023,Burke,,,,,,North Carolina,2012
37025,Cabarrus,35038,41857,21341,8999,120534,North Carolina,2012
37027,Caldwell,,,,,,North Carolina,2012
37031,Carteret,14084,17622,8413,4394,49828,North Carolina,2012
37035,Catawba,32728,33585,14008,7914,106003,North Carolina,2012
37037,Chatham,,,,,,North Carolina,2012
37045,Cleveland,,,,,,North Carolina,2012
37049,Craven,18692,25701,10441,4710,68763,North Carolina,2012
37051,Cumberland,52896,80703,28907,15339,198055,North Carolina,2012
37057,Davidson,36587,33015,14913,5692,112363,North Carolina,2012
37063,Durham,30268,44222,46794,38376,184952,North Carolina,2012
37067,Forsyth,61356,64849,50546,26775,236207,North Carolina,2012
37071,Gaston,40647,48289,18185,7388,141816,North Carolina,2012
37081,Guilford,85880,95154,72491,34201,328075,North Carolina,2012
37085,Harnett,24243,26493,9922,4357,76369,North Carolina,2012
37089,Henderson,22353,25125,13622,8125,79472,North Carolina,2012
37097,Iredell,33328,35429,17501,7129,108788,North Carolina,2012
37101,Johnston,36911,33160,16530,6116,112121,North Carolina,2012
37109,Lincoln,,,,,,North Carolina,2012
37119,Mecklenburg,127550,177895,178968,83282,634271,North Carolina,2012
37125,Moore,,,,,,North Carolina,2012
37127,Nash,21650,17554,9334,3094,64512,North Carolina,2012
37129,New,30918,47849,32897,18705,141417,North Carolina,2012
37133,Onslow,28516,43414,13170,5590,97744,North Carolina,2012
37135,Orange,12474,16871,21700,26469,83907,North Carolina,2012
37147,Pitt,26759,35191,17524,9376,101818,North Carolina,2012
37151,Randolph,,,,,,North Carolina,2012
37155,Robeson,26942,24311,7227,3504,84087,North Carolina,2012
37157,Rockingham,24754,21352,6272,2454,66161,North Carolina,2012
37159,Rowan,30092,31934,9777,4218,93420,North Carolina,2012
37161,Rutherford,,,,,,North Carolina,2012
37171,Surry,15661,16115,5188,2163,51287,North Carolina,2012
37179,Union,34701,37274,29131,10561,130505,North Carolina,2012
37183,Wake,106596,167429,193253,100337,618006,North Carolina,2012
37191,Wayne,25018,29308,7756,4855,81564,North Carolina,2012
37193,Wilkes,,,,,,North Carolina,2012
37195,Wilson,18698,15437,6153,3129,55235,North Carolina,2012
38015,Burleigh,13918,20138,11745,7196,57199,North Dakota,2012
38017,Cass,20297,34318,25445,12477,97267,North Dakota,2012
38035,Grand,11074,12713,7751,4784,38845,North Dakota,2012
39003,Allen,28305,22055,7343,5027,69248,Ohio,2012
39007,Ashtabula,31182,18296,6119,2841,69757,Ohio,2012
39013,Belmont,,,,,,Ohio,2012
39017,Butler,82721,66333,44124,19652,237594,Ohio,2012
39023,Clark,36426,28244,10354,5700,92598,Ohio,2012
39025,Clermont,48245,37298,21516,11192,133355,Ohio,2012
39029,Columbiana,34445,21830,7060,2823,75757,Ohio,2012
39035,Cuyahoga,247506,254088,154700,105915,872811,Ohio,2012
39041,Delaware,26001,28350,36249,21616,117716,Ohio,2012
39043,Erie,20220,15844,7226,4225,53653,Ohio,2012
39045,Fairfield,33049,32015,17228,7950,98023,Ohio,2012
39049,Franklin,195999,213922,183745,104506,775030,Ohio,2012
39055,Geauga,,,,,,Ohio,2012
39057,Greene,27092,30845,19545,18040,104608,Ohio,2012
39061,Hamilton,148644,146264,109335,68913,532960,Ohio,2012
39063,Hancock,,,,,,Ohio,2012
39081,Jefferson,21058,14102,5497,2491,48258,Ohio,2012
39085,Lake,54315,51844,27776,14795,163708,Ohio,2012
39089,Licking,42338,36389,15760,7867,112525,Ohio,2012
39093,Lorain,66219,68001,29068,16678,205825,Ohio,2012
39095,Lucas,93378,93732,42130,25799,287877,Ohio,2012
39099,Mahoning,64356,47996,22617,12695,166042,Ohio,2012
39101,Marion,,,,,,Ohio,2012
39103,Medina,37587,37509,23004,12461,118979,Ohio,2012
39109,Miami,23889,23876,10819,5194,70701,Ohio,2012
39113,Montgomery,105950,122747,54800,35908,362639,Ohio,2012
39119,Muskingum,,,,,,Ohio,2012
39133,Portage,38872,28583,17211,9164,103294,Ohio,2012
39139,Richland,35339,25568,8568,4537,85027,Ohio,2012
39141,Ross,23102,14526,4433,3102,53863,Ohio,2012
39145,Scioto,19975,16049,5395,2264,53480,Ohio,2012
39151,Stark,97647,78455,36758,17932,257141,Ohio,2012
39153,Summit,124011,103453,69582,38962,371213,Ohio,2012
39155,Trumbull,68397,39019,16492,5846,146247,Ohio,2012
39157,Tuscarawas,30981,15736,5758,2698,63756,Ohio,2012
39165,Warren,40953,37439,33403,21219,143984,Ohio,2012
39169,Wayne,30127,17175,10915,7000,75222,Ohio,2012
39173,Wood,24689,27055,13151,9035,78455,Ohio,2012
40017,Canadian,23744,29342,14554,6175,80027,Oklahoma,2012
40027,Cleveland,42406,55869,32222,19858,166038,Oklahoma,2012
40031,Comanche,27356,27134,10183,4511,77484,Oklahoma,2012
40037,Creek,,,,,,Oklahoma,2012
40101,Muskogee,16345,14025,6387,2713,46510,Oklahoma,2012
40109,Oklahoma,123460,146234,94397,49355,479080,Oklahoma,2012
40119,Payne,10981,9673,8879,8201,41831,Oklahoma,2012
40125,Pottawatomie,16695,14965,5409,2371,45979,Oklahoma,2012
40131,Rogers,16696,21508,10694,4158,58562,Oklahoma,2012
40143,Tulsa,103903,128695,80703,39187,398939,Oklahoma,2012
40145,Wagoner,18764,15346,6940,3167,50255,Oklahoma,2012
41003,Benton,7479,13825,15389,12197,51918,Oregon,2012
41005,Clackamas,62885,102424,53983,30436,265635,Oregon,2012
41017,Deschutes,27159,42096,24443,12517,114542,Oregon,2012
41019,Douglas,25969,30210,7390,4223,77645,Oregon,2012
41029,Jackson,39745,52562,19162,16617,143813,Oregon,2012
41033,Josephine,,,,,,Oregon,2012
41035,Klamath,15597,16508,5350,3594,46075,Oregon,2012
41039,Lane,62925,89820,40231,25386,239075,Oregon,2012
41043,Linn,26868,31169,7323,4013,79555,Oregon,2012
41047,Marion,55313,74179,30174,14682,206184,Oregon,2012
41051,Multnomah,98550,169631,131104,88138,537087,Oregon,2012
41053,Polk,,,,,,Oregon,2012
41059,Umatilla,16304,18916,3837,2360,48662,Oregon,2012
41067,Washington,70333,114665,93843,52776,365458,Oregon,2012
41071,Yamhill,22231,21127,10304,4011,64682,Oregon,2012
42001,Adams,28229,16081,8638,5748,69168,Pennsylvania,2012
42003,Allegheny,259288,235345,188026,132564,871384,Pennsylvania,2012
42005,Armstrong,,,,,,Pennsylvania,2012
42007,Beaver,49815,35627,17924,8272,122708,Pennsylvania,2012
42011,Berks,106692,63812,38661,22013,274513,Pennsylvania,2012
42013,Blair,45706,19081,9900,5936,89086,Pennsylvania,2012
42017,Bucks,139954,110625,100003,59994,439920,Pennsylvania,2012
42019,Butler,45353,33655,25011,12955,127213,Pennsylvania,2012
42021,Cambria,47605,24608,12446,5989,100802,Pennsylvania,2012
42025,Carbon,,,,,,Pennsylvania,2012
42027,Centre,27304,18873,17811,16675,87461,Pennsylvania,2012
42029,Chester,79171,69631,101219,64617,338468,Pennsylvania,2012
42033,Clearfield,30556,13242,5186,2556,58603,Pennsylvania,2012
42037,Columbia,,,,,,Pennsylvania,2012
42039,Crawford,27153,13148,7252,4641,59566,Pennsylvania,2012
42041,Cumberland,58097,39421,31784,20453,165316,Pennsylvania,2012
01003,Baldwin,37867,42309,25534,13355,133433,Alabama,2012
01015,Calhoun,25760,23245,8382,4810,77984,Alabama,2012
01043,Cullman,,,,,,Alabama,2012
01049,DeKalb,,,,,,Alabama,2012
01051,Elmore,21048,16083,7267,4043,54653,Alabama,2012
01055,Etowah,,,,,,Alabama,2012
01069,Houston,24013,19790,10242,5098,69979,Alabama,2012
01073,Jefferson,112635,142436,80568,55124,442653,Alabama,2012
01077,Lauderdale,,,,,,Alabama,2012
01081,Lee,22638,22547,15561,12066,84063,Alabama,2012
01083,Limestone,19040,17075,8940,3938,60095,Alabama,2012
01089,Madison,47740,67836,60230,33656,229216,Alabama,2012
01095,Marshall,19659,17471,6168,3815,61823,Alabama,2012
01097,Mobile,90819,80663,37800,20476,271194,Alabama,2012
01101,Montgomery,35906,45569,28362,16951,147456,Alabama,2012
01103,Morgan,26409,23811,11752,5841,81291,Alabama,2012
01115,St.,20419,18655,6190,3642,58880,Alabama,2012
01117,Shelby,26106,41678,35177,18381,134177,Alabama,2012
01121,Talladega,,,,,,Alabama,2012
01125,Tuscaloosa,36690,29967,21501,13151,117500,Alabama,2012
01127,Walker,17075,14327,2473,1931,45845,Alabama,2012
02020,Anchorage,47050,65127,38742,24854,189805,Alaska,2012
02090,Fairbanks,14700,23957,9671,9522,61586,Alaska,2012
02170,Matanuska-Susitna,18020,23297,9019,4350,58938,Alaska,2012
04001,Apache,13828,14468,2981,1728,42799,Arizona,2012
04003,Cochise,21169,33656,12978,8154,89359,Arizona,2012
04005,Coconino,18692,26819,13202,10255,78822,Arizona,2012
04013,Maricopa,590753,842664,489625,278063,2540991,Arizona,2012
04015,Mohave,54184,51384,10695,6204,150231,Arizona,2012
04017,Navajo,20707,22310,5335,3903,65651,Arizona,2012
04019,Pima,145409,235077,118763,81582,663098,Arizona,2012
04021,Pinal,69664,95473,32175,18571,258435,Arizona,2012
04025,Yavapai,40871,59545,28263,13836,159040,Arizona,2012
04027,Yuma,28821,40964,11800,5566,121796,Arizona,2012
05007,Benton,48334,38087,29947,14105,149336,Arkansas,2012
05031,Craighead,23260,17738,9302,5887,63141,Arkansas,2012
05045,Faulkner,22273,21594,14435,7392,71686,Arkansas,2012
05051,Garland,21269,24713,10498,5280,69135,Arkansas,2012
05069,Jefferson,,,,,,Arkansas,2012
05085,Lonoke,,,,,,Arkansas,2012
05119,Pulaski,75993,72612,54672,30200,259040,Arkansas,2012
05125,Saline,25961,23027,13086,5705,76220,Arkansas,2012
05131,Sebastian,26599,27068,10543,5286,84147,Arkansas,2012
05143,Washington,36184,34208,21179,15704,127094,Arkansas,2012
05145,White,,,,,,Arkansas,2012
06001,Alameda,193829,276966,269210,179815,1060024,California,2012
06007,Butte,32028,57563,22877,11374,142262,California,2012
06013,Contra,134169,223754,180147,106443,728065,California,2012
06017,El,25856,51563,26626,13959,126734,California,2012
06019,Fresno,125836,176016,71549,32311,560633,California,2012
06023,Humboldt,23324,33668,16112,8467,91893,California,2012
06025,Imperial,25106,29816,9998,3786,106011,California,2012
06029,Kern,128704,157538,50490,26491,503688,California,2012
06031,Kings,26047,31222,8566,2727,93536,California,2012
06033,Lake,11555,20438,5253,2752,46706,California,2012
06037,Los,1347510,1731642,1291751,668860,6525066,California,2012
06039,Madera,,,,,,California,2012
06041,Marin,20807,49444,58722,45960,187610,California,2012
06045,Mendocino,,,,,,California,2012
06047,Merced,39569,42013,12949,6089,149009,California,2012
06053,Monterey,50742,71071,40545,23066,265340,California,2012
06055,Napa,19599,29176,20015,8681,94818,California,2012
06057,Nevada,15367,30062,16662,7213,73598,California,2012
06059,Orange,364980,586731,488226,271817,2037907,California,2012
06061,Placer,51817,93298,58417,27754,247723,California,2012
06065,Riverside,350101,475889,186335,101833,1405232,California,2012
06067,Sacramento,210878,339808,176769,87219,943594,California,2012
06071,San,323439,422116,153666,77846,1254340,California,2012
06073,San,398016,669050,446573,276246,2079795,California,2012
06075,San,83818,128734,212320,133288,644836,California,2012
06077,San,109388,144841,55397,25186,427418,California,2012
06079,San,34716,69607,39260,21348,180650,California,2012
06081,San,88100,146883,136959,91529,522151,California,2012
06083,Santa,52224,78117,47188,33228,266202,California,2012
06085,Santa,183106,300456,323641,261176,1240851,California,2012
06087,Santa,27647,54320,39704,26226,172067,California,2012
06089,Shasta,32800,54674,15043,7535,124220,California,2012
06095,Solano,67187,109070,46308,21006,279393,California,2012
06097,Sonoma,70557,116393,68437,39782,339841,California,2012
06099,Stanislaus,92492,105721,34008,17715,321347,California,2012
06101,Sutter,13370,23334,8163,2359,59373,California,2012
06107,Tulare,62131,73577,25197,12712,257393,California,2012
06111,Ventura,98842,178734,111149,60442,542924,California,2012
06113,Yolo,24129,33212,23920,20821,119945,California,2012
06115,Yuba,11257,17623,4252,2740,44292,California,2012
08001,Adams,83753,91301,41004,18439,287924,Colorado,2012
08005,Arapahoe,78953,128675,100154,55601,396481,Colorado,2012
08013,Boulder,25875,46056,60880,52777,196357,Colorado,2012
08031,Denver,78274,102752,121410,74166,437985,Colorado,2012
08035,Douglas,26655,55360,69910,36272,192735,Colorado,2012
08041,El,89933,153526,90154,52594,408866,Colorado,2012
08059,Jefferson,80824,118890,101950,56485,382340,Colorado,2012
08069,Larimer,36404,64602,55953,34173,201560,Colorado,2012
08077,Mesa,29807,37218,14998,7856,99300,Colorado,2012
08101,Pueblo,32084,40195,13457,7795,107016,Colorado,2012
08123,Weld,42746,52951,30028,12979,163543,Colorado,2012
09001,Fairfield,145987,136979,164803,127790,632056,Connecticut,2012
09003,Hartford,168082,160913,122560,95458,617732,Connecticut,2012
09005,Litchfield,41155,38186,24744,18954,135911,Connecticut,2012
09007,Middlesex,32544,29433,27017,22464,118610,Connecticut,2012
09009,New,178205,148567,102266,90683,589478,Connecticut,2012
09011,New,61495,52539,30914,27306,188543,Connecticut,2012
09013,Tolland,25278,27611,20216,17385,96566,Connecticut,2012
09015,Windham,29461,21220,10920,7657,79082,Connecticut,2012
10001,Kent,36574,32707,15695,8673,109122,Delaware,2012
10003,New,104101,98157,77116,47341,362309,Delaware,2012
10005,Sussex,54229,38854,19110,14754,147181,Delaware,2012
11001,District,81081,75520,100904,131887,439531,District of Columbia,2012
12001,Alachua,33196,43014,31998,27952,148044,Florida,2012
12005,Bay,33380,44720,18619,9206,118914,Florida,2012
12009,Brevard,116081,135249,68612,38367,398770,Florida,2012
12011,Broward,354677,384999,242151,135093,1265045,Florida,2012
12015,Charlotte,42586,46013,18811,9547,131422,Florida,2012
12017,Citrus,41709,35298,11774,4871,108906,Florida,2012
12019,Clay,37109,47177,21387,9274,128842,Florida,2012
12021,Collier,63840,68199,46140,30040,245709,Florida,2012
12023,Columbia,,,,,,Florida,2012
12031,Duval,169498,189025,108347,46384,585455,Florida,2012
12033,Escambia,59230,71249,30438,14417,200500,Florida,2012
12035,Flagler,24938,21859,12512,4694,72765,Florida,2012
12053,Hernando,50724,41642,12358,4787,128069,Florida,2012
12055,Highlands,27686,20240,7652,3547,72357,Florida,2012
12057,Hillsborough,237193,251209,164779,88920,849508,Florida,2012
12061,Indian,28692,33665,17187,10776,104665,Florida,2012
12069,Lake,75949,66318,29469,15857,219183,Florida,2012
12071,Lee,150481,145754,72449,42088,472573,Florida,2012
12073,Leon,30103,47567,41309,32757,164396,Florida,2012
12081,Manatee,71305,77445,40570,24016,241576,Florida,2012
12083,Marion,89559,75945,27255,16662,244540,Florida,2012
12085,Martin,29377,35497,22557,11424,112465,Florida,2012
12086,Miami-Dade,518924,432870,313601,175282,1791575,Florida,2012
12087,Monroe,18226,16841,11179,5986,57493,Florida,2012
12089,Nassau,20643,17290,7156,3105,53141,Florida,2012
12091,Okaloosa,33777,47909,21562,14484,128101,Florida,2012
12095,Orange,206845,234212,151514,82344,776014,Florida,2012
12097,Osceola,66330,58033,25171,7716,183582,Florida,2012
12099,Palm,247521,281433,200191,120080,972851,Florida,2012
12101,Pasco,119482,104014,49362,27205,338932,Florida,2012
12103,Pinellas,217382,208691,128880,67830,693916,Florida,2012
12105,Polk,150406,117514,54658,25682,418167,Florida,2012
12107,Putnam,,,,,,Florida,2012
12109,St.,29926,40799,40124,20938,141566,Florida,2012
12111,St.,60919,65509,27927,17124,200948,Florida,2012
12113,Santa,30072,38499,20686,9013,108013,Florida,2012
12115,Sarasota,93009,91181,56382,39694,303613,Florida,2012
12117,Seminole,75720,97272,64744,32448,293458,Florida,2012
12119,Sumter,26228,28756,13385,9683,89249,Florida,2012
12127,Volusia,125824,116198,49049,26723,360335,Florida,2012
13013,Barrow,15521,13574,5326,2244,44884,Georgia,2012
13015,Bartow,22279,20220,6872,3009,66719,Georgia,2012
13021,Bibb,31215,29458,14573,7277,100022,Georgia,2012
13031,Bulloch,,,,,,Georgia,2012
13045,Carroll,25211,18404,6384,5019,68712,Georgia,2012
13047,Catoosa,,,,,,Georgia,2012
13051,Chatham,48156,54455,35212,21026,178709,Georgia,2012
13057,Cherokee,34220,40271,35534,17098,144626,Georgia,2012
13059,Clarke,14094,13773,12864,12494,62348,Georgia,2012
13063,Clayton,51377,54607,18002,7708,161430,Georgia,2012
13067,Cobb,89298,131050,138875,65799,465012,Georgia,2012
13073,Columbia,20533,25767,18866,13606,87078,Georgia,2012
13077,Coweta,28204,25342,13826,9339,87161,Georgia,2012
13089,DeKalb,99379,123775,107443,80092,469118,Georgia,2012
13095,Dougherty,14756,19720,7437,4500,58220,Georgia,2012
13097,Douglas,27700,23700,14015,7186,85954,Georgia,2012
13113,Fayette,16324,21394,21037,10606,73066,Georgia,2012
13115,Floyd,18085,19467,6257,5237,62888,Georgia,2012
13117,Forsyth,21388,31595,38869,17848,120389,Georgia,2012
13121,Fulton,108081,154659,196316,121101,642817,Georgia,2012
13127,Glynn,15296,17780,9020,5463,54712,Georgia,2012
13135,Gwinnett,133567,154831,120485,57103,529235,Georgia,2012
13139,Hall,32577,31198,15039,10012,116497,Georgia,2012
13151,Henry,39029,45212,22385,9390,130394,Georgia,2012
13153,Houston,24991,35787,13371,9751,93959,Georgia,2012
13179,Liberty,10763,14263,3683,2817,36170,Georgia,2012
13185,Lowndes,19644,20730,9242,5497,64658,Georgia,2012
13215,Muscogee,30564,46556,18290,10035,124311,Georgia,2012
13217,Newton,,,,,,Georgia,2012
13223,Paulding,31720,24055,13166,8742,89695,Georgia,2012
13245,Richmond,37404,46335,16949,8992,128413,Georgia,2012
13247,Rockdale,15861,18412,8617,4754,53707,Georgia,2012
13285,Troup,,,,,,Georgia,2012
13295,Walker,,,,,,Georgia,2012
13297,Walton,18889,19708,7586,3282,56624,Georgia,2012
13313,Whitfield,17955,18125,5043,2444,63833,Georgia,2012
15001,Hawaii,43678,40217,21599,11947,130871,Hawaii,2012
15003,Honolulu,176502,209517,140266,72908,662195,Hawaii,2012
15007,Kauai,,,,,,Hawaii,2012
15009,Maui,34299,38928,17448,9025,110670,Hawaii,2012
16001,Ada,55999,102661,60836,33424,267383,Idaho,2012
16005,Bannock,14654,18240,9784,4432,50707,Idaho,2012
16019,Bonneville,17022,25192,11173,4857,64427,Idaho,2012
16027,Canyon,38848,36954,16017,6906,117284,Idaho,2012
16055,Kootenai,26396,39642,15335,7233,95429,Idaho,2012
16083,Twin,,,,,,Idaho,2012
17001,Adams,,,,,,Illinois,2012
17019,Champaign,27172,31402,26075,23554,115170,Illinois,2012
17031,Cook,842712,906182,737469,486794,3507948,Illinois,2012
17037,DeKalb,16720,20379,10330,7029,59850,Illinois,2012
17043,DuPage,121269,168279,180127,110694,626623,Illinois,2012
17089,Kane,79550,89555,66882,37374,329680,Illinois,2012
17091,Kankakee,,,,,,Illinois,2012
17093,Kendall,,,,,,Illinois,2012
17097,Lake,97207,112195,116553,75466,451473,Illinois,2012
17099,LaSalle,29589,27779,8040,3454,78758,Illinois,2012
17111,McHenry,54481,64588,45670,21192,202102,Illinois,2012
17113,McLean,25324,28115,32451,12606,103329,Illinois,2012
17115,Macon,25882,24049,10853,6721,75411,Illinois,2012
17119,Madison,62082,59736,29988,15654,181584,Illinois,2012
17143,Peoria,36782,40564,20521,12718,123058,Illinois,2012
17161,Rock,31437,36965,13240,7163,100634,Illinois,2012
17163,St.,48693,66876,28560,16129,177736,Illinois,2012
17167,Sangamon,38961,39968,29554,16605,136275,Illinois,2012
17179,Tazewell,32568,31232,16834,6311,94427,Illinois,2012
17183,Vermilion,21160,18608,5189,2451,54742,Illinois,2012
17197,Will,116676,134692,92500,49290,432869,Illinois,2012
17199,Williamson,14126,16266,6263,4093,46681,Illinois,2012
17201,Winnebago,64972,63357,26987,15402,196057,Illinois,2012
18003,Allen,68573,77227,40319,19565,230630,Indiana,2012
18005,Bartholomew,20207,13293,8771,5282,53120,Indiana,2012
18019,Clark,27195,23382,10623,5242,76120,Indiana,2012
