FIPS,County,High school graduate (includes equivalency),Some college or associate's degree,Bachelor's degree,Graduate or professional degree,Total,State,Year
15003,Honolulu,176857,214356,154656,80456,684066,Hawaii,2016
15007,Kauai,16790,16082,10592,3494,50428,Hawaii,2016
15009,Maui,38072,41393,19792,9007,116520,Hawaii,2016
16001,Ada,66998,102929,77284,36158,297773,Idaho,2016
16005,Bannock,15031,18229,10519,4194,53292,Idaho,2016
16019,Bonneville,16183,25007,14225,7773,68163,Idaho,2016
16027,Canyon,41785,41778,18242,6515,129307,Idaho,2016
16055,Kootenai,28908,41719,17520,9894,105789,Idaho,2016
16083,Twin,14238,21566,7699,3930,52959,Idaho,2016
17001,Adams,,,,,,Illinois,2016
17019,Champaign,25018,34726,28001,27186,120365,Illinois,2016
17031,Cook,832486,909459,814657,530101,3564871,Illinois,2016
17037,DeKalb,15552,20750,12092,7249,60799,Illinois,2016
17043,DuPage,117199,161110,191239,116389,632930,Illinois,2016
17089,Kane,75833,100321,73021,42832,344178,Illinois,2016
17091,Kankakee,24885,24039,8280,5562,72379,Illinois,2016
17093,Kendall,,,,,,Illinois,2016
17097,Lake,93189,115963,118472,84161,455465,Illinois,2016
17099,LaSalle,27210,26599,9483,5261,77423,Illinois,2016
17111,McHenry,54641,66576,48192,21321,206054,Illinois,2016
17113,McLean,26611,29498,29023,17454,105815,Illinois,2016
17115,Macon,24793,24649,9475,6275,72841,Illinois,2016
17119,Madison,53485,69435,30668,18364,185936,Illinois,2016
17143,Peoria,32742,41126,23718,14223,123600,Illinois,2016
17161,Rock,28385,37898,16015,6946,100024,Illinois,2016
17163,St.,52707,60906,29121,20749,177988,Illinois,2016
17167,Sangamon,35861,41024,29857,18610,135861,Illinois,2016
17179,Tazewell,29458,34581,16050,6428,94554,Illinois,2016
17183,Vermilion,,,,,,Illinois,2016
17197,Will,118831,134033,99347,55981,447552,Illinois,2016
17199,Williamson,,,,,,Illinois,2016
17201,Winnebago,60547,64214,27689,15898,194735,Illinois,2016
18003,Allen,68073,77004,46250,22922,239861,Indiana,2016
18005,Bartholomew,15917,13351,10288,7823,54455,Indiana,2016
18019,Clark,26941,27514,10510,5745,79711,Indiana,2016
18035,Delaware,25957,21608,8844,7163,70681,Indiana,2016
18039,Elkhart,46946,31147,16021,8171,129898,Indiana,2016
18043,Floyd,16432,16055,9456,5347,52823,Indiana,2016
18053,Grant,17307,13197,4106,3233,44188,Indiana,2016
18057,Hamilton,31917,46937,76334,42505,206314,Indiana,2016
18059,Hancock,16243,15529,10864,4372,50101,Indiana,2016
18063,Hendricks,30447,28109,25305,14767,106721,Indiana,2016
18067,Howard,22394,17515,7367,4819,57271,Indiana,2016
18081,Johnson,30714,27227,20172,12238,100100,Indiana,2016
18085,Kosciusko,18586,13367,6598,4461,52883,Indiana,2016
18089,Lake,114124,103624,46845,25432,326446,Indiana,2016
18091,LaPorte,30323,24621,9244,4710,76614,Indiana,2016
18095,Madison,36318,27035,10403,4857,89848,Indiana,2016
18097,Marion,173858,178149,123019,63014,617575,Indiana,2016
18105,Monroe,19840,19297,19659,15960,82029,Indiana,2016
18109,Morgan,,,,,,Indiana,2016
18127,Porter,37808,37217,19182,10289,114080,Indiana,2016
18141,St.,55910,47525,29762,19314,174051,Indiana,2016
18157,Tippecanoe,27194,29256,22133,16099,103323,Indiana,2016
18163,Vanderburgh,37585,39122,19545,12173,123731,Indiana,2016
18167,Vigo,21572,21886,10928,6809,69206,Indiana,2016
18177,Wayne,,,,,,Indiana,2016
19013,Black,26567,26296,15443,8100,83720,Iowa,2016
19049,Dallas,9098,15841,17894,9313,54891,Iowa,2016
19061,Dubuque,21481,19938,12128,6794,65015,Iowa,2016
19103,Johnson,13640,20927,24371,22546,86838,Iowa,2016
19113,Linn,39482,48421,37673,15281,149512,Iowa,2016
19153,Polk,74309,98010,76154,35895,313040,Iowa,2016
19155,Pottawattamie,21030,22793,8860,4657,62692,Iowa,2016
19163,Scott,36898,35324,22161,14332,116457,Iowa,2016
19169,Story,9545,12491,16276,12052,51648,Iowa,2016
19193,Woodbury,19764,20874,9173,5629,65375,Iowa,2016
20015,Butler,11978,15557,8696,4072,44088,Kansas,2016
20045,Douglas,12743,16972,19626,16352,69181,Kansas,2016
20091,Johnson,55924,102829,136031,81236,392961,Kansas,2016
20103,Leavenworth,15327,17439,8920,9196,53908,Kansas,2016
20161,Riley,6292,11839,9275,8835,36970,Kansas,2016
20173,Sedgwick,85423,104750,66393,37485,330105,Kansas,2016
20177,Shawnee,39983,35016,20686,15286,120401,Kansas,2016
20209,Wyandotte,33589,28248,13055,5451,103325,Kansas,2016
21015,Boone,20816,31063,16933,8330,82493,Kentucky,2016
21029,Bullitt,,,,,,Kentucky,2016
21037,Campbell,18819,16450,15359,7188,62855,Kentucky,2016
21047,Christian,13415,16118,3602,2706,41511,Kentucky,2016
21059,Daviess,20840,23587,9490,6112,66665,Kentucky,2016
21067,Fayette,41326,54655,50560,39622,206147,Kentucky,2016
21093,Hardin,20651,26804,9204,7450,70693,Kentucky,2016
21111,Jefferson,137233,169097,101050,67639,527688,Kentucky,2016
01003,Baldwin,41822,46790,25524,18023,146987,Alabama,2016
01015,Calhoun,,,,,,Alabama,2016
01043,Cullman,18481,16268,6575,3157,57469,Alabama,2016
01049,DeKalb,,,,,,Alabama,2016
01051,Elmore,17016,17118,8896,5749,56224,Alabama,2016
01055,Etowah,,,,,,Alabama,2016
01069,Houston,21501,24051,9392,5125,71469,Alabama,2016
01073,Jefferson,117923,135554,89977,57854,449112,Alabama,2016
01077,Lauderdale,22912,17777,9044,4771,63320,Alabama,2016
01081,Lee,21014,28516,18716,15189,94996,Alabama,2016
01083,Limestone,19322,18124,9285,4943,63911,Alabama,2016
01089,Madison,55090,66161,57955,40981,243888,Alabama,2016
01095,Marshall,21479,21168,7053,3478,64390,Alabama,2016
01097,Mobile,89541,85667,44082,21837,278541,Alabama,2016
01101,Montgomery,36639,44409,28613,19442,151057,Alabama,2016
01103,Morgan,,,,,,Alabama,2016
01115,St.,,,,,,Alabama,2016
01117,Shelby,27924,43895,39842,20587,143840,Alabama,2016
01121,Talladega,,,,,,Alabama,2016
01125,Tuscaloosa,35820,39734,21927,16539,127997,Alabama,2016
01127,Walker,,,,,,Alabama,2016
02020,Anchorage,44804,66162,45056,25657,193529,Alaska,2016
02090,Fairbanks,14725,24570,13313,5944,61109,Alaska,2016
02170,Matanuska-Susitna,21071,28472,8379,4462,66199,Alaska,2016
04001,Apache,,,,,,Arizona,2016
04003,Cochise,22897,31858,13579,7761,87838,Arizona,2016
04005,Coconino,18074,26263,16781,12192,81866,Arizona,2016
04013,Maricopa,629861,922027,573679,322679,2806841,Arizona,2016
04015,Mohave,53416,60615,11347,6176,155272,Arizona,2016
04017,Navajo,21081,26042,6096,4077,70759,Arizona,2016
04019,Pima,149691,230298,121916,93712,676920,Arizona,2016
04021,Pinal,80736,106961,37750,20485,287719,Arizona,2016
04025,Yavapai,47109,70385,23560,17840,172269,Arizona,2016
04027,Yuma,34499,41773,13281,6742,129735,Arizona,2016
05007,Benton,49236,45237,37347,16818,168509,Arkansas,2016
05031,Craighead,25343,18204,10326,5548,67521,Arkansas,2016
05045,Faulkner,23926,22803,12759,8798,74676,Arkansas,2016
05051,Garland,20535,27843,8647,4054,69426,Arkansas,2016
05069,Jefferson,16087,13032,5788,2906,46788,Arkansas,2016
05085,Lonoke,,,,,,Arkansas,2016
05119,Pulaski,68957,82502,55640,34728,265108,Arkansas,2016
05125,Saline,26651,25394,15128,8120,81777,Arkansas,2016
05131,Sebastian,29228,28434,10065,4832,86125,Arkansas,2016
05143,Washington,35733,36425,24851,19787,136698,Arkansas,2016
05145,White,,,,,,Arkansas,2016
06001,Alameda,203437,287522,304571,221522,1159183,California,2016
06007,Butte,34807,58155,22921,15155,147756,California,2016
06013,Contra,133598,239017,201082,122361,779169,California,2016
06017,El,29859,49951,28290,17306,134269,California,2016
06019,Fresno,139362,187031,79148,41678,598981,California,2016
06023,Humboldt,23705,32405,18584,8436,91712,California,2016
06025,Imperial,26038,34525,10437,4725,109421,California,2016
06029,Kern,144166,162350,59725,27160,532865,California,2016
06031,Kings,28265,29719,7240,3431,92081,California,2016
06033,Lake,11805,20786,4770,2847,47610,California,2016
06037,Los,1433558,1787322,1412721,754592,6878029,California,2016
06039,Madera,,,,,,California,2016
06041,Marin,19769,44814,65627,46759,190225,California,2016
06045,Mendocino,15184,22807,9193,4541,61924,California,2016
06047,Merced,38469,47303,12890,8452,158046,California,2016
06053,Monterey,52379,72620,40955,27388,275443,California,2016
06055,Napa,17316,32157,22392,12430,99152,California,2016
06057,Nevada,12973,29321,18019,9671,75724,California,2016
06059,Orange,369136,600961,560115,302685,2159696,California,2016
06061,Placer,46015,103240,68899,35242,266649,California,2016
06065,Riverside,402375,506515,212160,122875,1534614,California,2016
06067,Sacramento,230687,345423,196597,106258,1017725,California,2016
06071,San,351679,433564,176286,91217,1336971,California,2016
06073,San,411111,684874,522000,313451,2235728,California,2016
06075,San,84652,126771,234899,159914,689696,California,2016
06077,San,126697,151553,52282,24752,460561,California,2016
06079,San,35036,70091,43979,24307,188750,California,2016
06081,San,84004,128261,160180,115313,547316,California,2016
06083,Santa,47780,84230,51285,38028,275969,California,2016
06085,Santa,198127,280826,371235,302370,1321019,California,2016
06087,Santa,28049,55684,41291,31260,179041,California,2016
06089,Shasta,31960,56179,18845,8731,126208,California,2016
06095,Solano,70351,117183,53462,22854,300893,California,2016
06097,Sonoma,66982,127657,77301,44781,360452,California,2016
06099,Stanislaus,94190,111719,38350,17270,342516,California,2016
06101,Sutter,13546,23334,7251,2736,61873,California,2016
06107,Tulare,69771,80388,23766,13153,269538,California,2016
06111,Ventura,105220,181595,115645,74784,567552,California,2016
06113,Yolo,22892,33335,26969,25194,127671,California,2016
06115,Yuba,10799,20110,6484,2251,46987,California,2016
08001,Adams,92677,97658,50280,22728,318077,Colorado,2016
08005,Arapahoe,94113,125857,112906,65249,429459,Colorado,2016
08013,Boulder,27928,44746,68172,59507,210587,Colorado,2016
08014,Broomfield,6978,13361,14294,9267,45359,Colorado,2016
08031,Denver,89883,106830,143029,91418,494647,Colorado,2016
08035,Douglas,24611,59646,79741,48479,215761,Colorado,2016
08041,El,87447,158713,103858,67013,441771,Colorado,2016
08059,Jefferson,81575,125690,115276,62755,409083,Colorado,2016
08069,Larimer,46045,63903,60738,43154,222045,Colorado,2016
08077,Mesa,30598,33431,16025,9173,100672,Colorado,2016
08101,Pueblo,31543,43130,15381,8378,112202,Colorado,2016
08123,Weld,54291,58987,35907,15310,188160,Colorado,2016
09001,Fairfield,141427,136932,172064,125844,639468,Connecticut,2016
09003,Hartford,173731,149818,132691,97725,619835,Connecticut,2016
09005,Litchfield,39025,37076,29716,19865,134791,Connecticut,2016
09007,Middlesex,32210,30049,29777,19515,117918,Connecticut,2016
09009,New,181219,142740,110217,98000,593082,Connecticut,2016
09011,New,57606,55381,34079,26882,187622,Connecticut,2016
09013,Tolland,26120,25910,21447,16445,94427,Connecticut,2016
09015,Windham,27438,23532,11378,7943,80594,Connecticut,2016
10001,Kent,41865,33408,16475,9916,116721,Delaware,2016
10003,New,120004,93543,78824,56613,381908,Delaware,2016
10005,Sussex,50605,47459,26418,16823,163918,Delaware,2016
11001,District,85248,76292,115097,157778,480158,District of Columbia,2016
12001,Alachua,36949,44967,31185,32178,159567,Florida,2016
12005,Bay,42062,45237,19983,9957,128694,Florida,2016
12009,Brevard,121316,147381,79933,45917,429390,Florida,2016
12011,Broward,360675,408687,260808,154602,1348321,Florida,2016
12015,Charlotte,47595,48932,21552,12869,145407,Florida,2016
12017,Citrus,42315,34882,14806,8832,115626,Florida,2016
12019,Clay,48783,49991,22770,10553,141743,Florida,2016
12021,Collier,71481,69551,53974,39538,275724,Florida,2016
12023,Columbia,17142,15753,4318,2124,47365,Florida,2016
12031,Duval,171527,203635,127589,58247,631705,Florida,2016
12033,Escambia,56229,78400,36339,20169,210492,Florida,2016
12035,Flagler,26324,29474,10631,8283,82146,Florida,2016
12053,Hernando,48935,44967,17295,8416,136874,Florida,2016
12055,Highlands,33915,22021,6537,3485,76952,Florida,2016
12057,Hillsborough,260737,260006,193159,108569,934670,Florida,2016
12061,Indian,32502,33662,19067,13326,112931,Florida,2016
12069,Lake,83061,80571,33145,23372,246107,Florida,2016
12071,Lee,164285,155114,98331,54636,540614,Florida,2016
12073,Leon,31491,47093,45540,35483,170317,Florida,2016
12081,Manatee,87221,82575,48372,28602,277852,Florida,2016
12083,Marion,99529,78526,30782,16041,260102,Florida,2016
12085,Martin,30871,41857,22065,14480,120799,Florida,2016
12086,Miami-Dade,542835,483546,340080,196954,1926417,Florida,2016
12087,Monroe,16448,17524,13057,6977,59979,Florida,2016
12089,Nassau,17730,19147,11234,6783,59714,Florida,2016
12091,Okaloosa,35310,48611,24819,17033,137299,Florida,2016
12095,Orange,212756,252104,196945,97948,875092,Florida,2016
12097,Osceola,71686,76165,31737,12447,220880,Florida,2016
12099,Palm,259717,292543,230108,138716,1054130,Florida,2016
12101,Pasco,127733,116871,57928,27710,372432,Florida,2016
48361,Orange,,,,,,Texas,2016
48367,Parker,27335,30508,12799,6267,87198,Texas,2016
48375,Potter,24537,22006,7601,3682,76399,Texas,2016
48381,Randall,16860,34079,18212,9206,86683,Texas,2016
48397,Rockwall,11993,18979,15136,9015,60013,Texas,2016
48409,San,12709,14982,4699,1562,42902,Texas,2016
48423,Smith,35013,54675,25637,11037,147441,Texas,2016
48439,Tarrant,317859,385894,262956,132964,1288602,Texas,2016
48441,Taylor,30230,25366,12749,6200,84075,Texas,2016
48451,Tom,21390,23587,12911,6062,75857,Texas,2016
48453,Travis,136023,203573,247133,138184,816263,Texas,2016
48469,Victoria,18853,20524,7895,3658,60364,Texas,2016
48471,Walker,,,,,,Texas,2016
48479,Webb,42525,31289,18263,7272,148275,Texas,2016
48485,Wichita,24748,27356,13547,6503,84259,Texas,2016
48491,Williamson,70903,114289,97016,44055,347601,Texas,2016
49005,Cache,11587,21136,17162,6762,62058,Utah,2016
49011,Davis,42164,73386,49888,24760,198180,Utah,2016
49035,Salt,159835,234564,148259,88486,701154,Utah,2016
49049,Utah,47170,115230,76774,35673,290596,Utah,2016
49053,Washington,22390,44565,17837,10855,101498,Utah,2016
49057,Weber,45014,58359,23004,10887,152217,Utah,2016
50007,Chittenden,21528,25888,30678,22871,106218,Vermont,2016
51003,Albemarle,11103,15694,18962,18927,72178,Virginia,2016
51013,Arlington,15646,17891,57888,69022,170778,Virginia,2016
51015,Augusta,,,,,,Virginia,2016
51019,Bedford,17232,17212,9692,6941,56184,Virginia,2016
51041,Chesterfield,54002,65748,57943,34250,227539,Virginia,2016
51059,Fairfax,93196,144594,240591,231540,772823,Virginia,2016
51061,Fauquier,,,,,,Virginia,2016
51069,Frederick,,,,,,Virginia,2016
51085,Hanover,17270,19484,18915,10297,71796,Virginia,2016
51087,Henrico,49896,62947,59786,34964,225821,Virginia,2016
51095,James,9119,15025,15306,11715,53623,Virginia,2016
51107,Loudoun,31121,51199,84999,62020,246461,Virginia,2016
51121,Montgomery,12037,12015,13337,14274,54973,Virginia,2016
51153,Prince,61094,75872,70924,46287,289294,Virginia,2016
51161,Roanoke,16022,23310,14597,7854,67778,Virginia,2016
51165,Rockingham,18862,12198,8474,6112,54823,Virginia,2016
51177,Spotsylvania,26384,25825,16451,10021,87404,Virginia,2016
51179,Stafford,20290,29233,19667,16608,91847,Virginia,2016
51199,York,9490,12358,11488,9415,44987,Virginia,2016
51510,Alexandria,12739,21383,33765,39441,116979,Virginia,2016
51550,Chesapeake,41274,54376,32967,17702,160682,Virginia,2016
51650,Hampton,26995,31164,14168,10663,90993,Virginia,2016
51680,Lynchburg,11592,12204,8570,6144,44029,Virginia,2016
51700,Newport,31020,42624,19745,11983,116209,Virginia,2016
51710,Norfolk,38949,52402,27209,15522,151771,Virginia,2016
51740,Portsmouth,18851,22274,8775,4442,62369,Virginia,2016
51760,Richmond,33617,39174,33818,25856,153809,Virginia,2016
51770,Roanoke,24672,21515,9396,5315,69862,Virginia,2016
51800,Suffolk,17173,20929,9472,6285,59503,Virginia,2016
51810,Virginia,65040,114133,69650,37628,306588,Virginia,2016
53005,Benton,29319,46846,22744,14443,124831,Washington,2016
53007,Chelan,,,,,,Washington,2016
53009,Clallam,16323,20768,8368,5096,55957,Washington,2016
53011,Clark,75961,121443,59856,32850,314097,Washington,2016
53015,Cowlitz,22978,28857,7934,4588,73161,Washington,2016
53021,Franklin,12158,17898,4588,3684,50994,Washington,2016
53025,Grant,,,,,,Washington,2016
53027,Grays,18248,18355,6302,2382,52168,Washington,2016
53029,Island,14168,24536,10780,8033,60457,Washington,2016
53033,King,230070,393756,470363,313935,1526042,Washington,2016
53035,Kitsap,41891,71354,38289,20332,183529,Washington,2016
53041,Lewis,16293,22850,6145,2918,54318,Washington,2016
21117,Kenton,30245,34821,22461,11665,111449,Kentucky,2016
21145,McCracken,,,,,,Kentucky,2016
21151,Madison,15985,15785,9414,6198,54808,Kentucky,2016
21185,Oldham,8908,14267,11044,6619,43058,Kentucky,2016
21227,Warren,20225,22392,13958,10108,75726,Kentucky,2016
22005,Ascension,25133,23758,12158,6995,77789,Louisiana,2016
22015,Bossier,23886,27462,14166,7413,82255,Louisiana,2016
22017,Caddo,57001,49289,22394,14655,166694,Louisiana,2016
22019,Calcasieu,44163,41870,16533,10421,132409,Louisiana,2016
22033,East,78360,81858,62633,34548,283615,Louisiana,2016
22045,Iberia,,,,,,Louisiana,2016
22051,Jefferson,97084,83620,52733,25541,306368,Louisiana,2016
22055,Lafayette,48517,43174,36408,14914,160955,Louisiana,2016
22057,Lafourche,,,,,,Louisiana,2016
22063,Livingston,,,,,,Louisiana,2016
22071,Orleans,59915,70401,61250,44541,275465,Louisiana,2016
22073,Ouachita,38011,26777,13235,8030,101778,Louisiana,2016
22079,Rapides,32382,24186,12264,6262,87408,Louisiana,2016
22097,St.,,,,,,Louisiana,2016
22103,St.,46570,55250,35138,18683,173330,Louisiana,2016
22105,Tangipahoa,,,,,,Louisiana,2016
22109,Terrebonne,,,,,,Louisiana,2016
23001,Androscoggin,28522,22964,9985,6234,74841,Maine,2016
23003,Aroostook,,,,,,Maine,2016
23005,Cumberland,49944,53968,57544,38182,209899,Maine,2016
23011,Kennebec,29362,26068,12952,9952,86306,Maine,2016
23019,Penobscot,38783,34573,18016,8836,107403,Maine,2016
23031,York,46320,46387,29630,15499,148283,Maine,2016
24001,Allegany,20514,16166,4778,4262,50410,Maryland,2016
24003,Anne,93197,106153,96857,68615,390828,Maryland,2016
24005,Baltimore,154668,155005,128010,91500,576783,Maryland,2016
24009,Calvert,19788,20191,8770,10056,62470,Maryland,2016
24013,Carroll,35491,31823,25986,13767,116780,Maryland,2016
24015,Cecil,25122,20505,10125,6762,70522,Maryland,2016
24017,Charles,36816,32951,15326,13511,105303,Maryland,2016
24021,Frederick,41846,43749,37338,31247,167966,Maryland,2016
24025,Harford,46114,50534,38460,24446,173658,Maryland,2016
24027,Howard,30124,41966,61554,69983,212505,Maryland,2016
24031,Montgomery,102471,131934,192298,231258,715672,Maryland,2016
24033,Prince,159212,171427,108341,87015,611828,Maryland,2016
24037,St.,22272,22592,10404,8965,74257,Maryland,2016
24043,Washington,38948,29853,12378,8975,105207,Maryland,2016
24045,Wicomico,23577,17959,9329,6797,64937,Maryland,2016
24510,Baltimore,125266,104018,69590,60714,422984,Maryland,2016
25001,Barnstable,42874,43873,42457,29534,165674,Massachusetts,2016
25003,Berkshire,28442,24614,17357,13764,92219,Massachusetts,2016
25005,Bristol,112509,107439,70464,43516,389535,Massachusetts,2016
25009,Essex,133541,137304,122469,83516,536624,Massachusetts,2016
25011,Franklin,15551,15071,9847,9572,52999,Massachusetts,2016
25013,Hampden,93476,93327,50720,32352,314950,Massachusetts,2016
25015,Hampshire,24640,23802,22406,23479,100134,Massachusetts,2016
25017,Middlesex,215733,205626,304649,306957,1109915,Massachusetts,2016
25021,Norfolk,99200,101633,137137,118978,486480,Massachusetts,2016
25023,Plymouth,105106,95007,82880,45672,355763,Massachusetts,2016
25025,Suffolk,123792,96388,138419,104285,541459,Massachusetts,2016
25027,Worcester,157340,147222,121015,80175,561264,Massachusetts,2016
26005,Allegan,29442,24752,11120,5994,78462,Michigan,2016
26017,Bay,26412,28257,9298,4050,75219,Michigan,2016
26021,Berrien,29052,36455,17455,12795,107048,Michigan,2016
26025,Calhoun,34381,29390,12088,6264,90638,Michigan,2016
26037,Clinton,14857,18196,10518,6880,53069,Michigan,2016
26045,Eaton,21045,30020,13333,6112,75984,Michigan,2016
26049,Genesee,90709,106050,34940,21050,278737,Michigan,2016
26055,Grand,16555,24578,12500,9283,66411,Michigan,2016
26065,Ingham,38545,54666,34781,31263,172712,Michigan,2016
26073,Isabella,11139,12398,6404,5204,38341,Michigan,2016
26075,Jackson,31409,44255,16708,7371,109953,Michigan,2016
26077,Kalamazoo,37289,53475,35254,26526,162834,Michigan,2016
26081,Kent,103835,129279,98003,48603,421948,Michigan,2016
26087,Lapeer,24180,20907,7307,3788,62968,Michigan,2016
26091,Lenawee,25187,21919,9382,5715,68240,Michigan,2016
26093,Livingston,36223,43413,30364,14494,131443,Michigan,2016
26099,Macomb,189808,208460,101768,49548,609181,Michigan,2016
26103,Marquette,13094,14036,10116,4524,44140,Michigan,2016
26111,Midland,16334,19114,12333,7423,58599,Michigan,2016
26115,Monroe,37166,37585,13967,6172,104248,Michigan,2016
26121,Muskegon,41069,44723,13287,6288,117747,Michigan,2016
26125,Oakland,161799,255592,230561,173515,874502,Michigan,2016
26139,Ottawa,53335,52659,38045,17728,175169,Michigan,2016
26145,Saginaw,43655,44580,18780,11111,131280,Michigan,2016
26147,St.,39983,41221,11943,6513,112409,Michigan,2016
26155,Shiawassee,,,,,,Michigan,2016
26159,Van,17068,17780,6928,3379,51667,Michigan,2016
26161,Washtenaw,33885,58372,57758,66497,226851,Michigan,2016
26163,Wayne,350222,384204,160564,108839,1170984,Michigan,2016
27003,Anoka,68923,87629,44360,19223,233951,Minnesota,2016
27013,Blue,11077,12410,8227,4274,38188,Minnesota,2016
27019,Carver,11950,20706,23345,8186,65797,Minnesota,2016
27037,Dakota,55783,94348,79642,35605,281359,Minnesota,2016
27053,Hennepin,141239,235715,266159,149043,852117,Minnesota,2016
27109,Olmsted,20124,32869,26943,17015,103088,Minnesota,2016
27123,Ramsey,80089,96992,88758,57901,358650,Minnesota,2016
27131,Rice,12397,13548,6399,5018,42052,Minnesota,2016
27137,St.,38594,51528,24439,12762,135585,Minnesota,2016
27139,Scott,21944,29687,27107,9980,92581,Minnesota,2016
27141,Sherburne,16808,24757,11009,4555,60083,Minnesota,2016
27145,Stearns,27695,37060,17945,7025,96576,Minnesota,2016
27163,Washington,38142,53098,45816,24711,168928,Minnesota,2016
27171,Wright,22844,31160,18463,7739,85184,Minnesota,2016
28033,DeSoto,33075,42034,19022,9648,114337,Mississippi,2016
28035,Forrest,13358,16853,6529,5171,47052,Mississippi,2016
28047,Harrison,39605,49857,17616,9366,133354,Mississippi,2016
28049,Hinds,38521,51710,27133,18824,154693,Mississippi,2016
28059,Jackson,30424,32144,13619,7633,94196,Mississippi,2016
28067,Jones,,,,,,Mississippi,2016
28075,Lauderdale,,,,,,Mississippi,2016
28081,Lee,14652,19262,8109,5429,56893,Mississippi,2016
28089,Madison,11152,19539,18952,12909,68611,Mississippi,2016
28121,Rankin,30290,30891,19577,10213,102143,Mississippi,2016
29019,Boone,22503,31306,26710,19744,105860,Missouri,2016
29021,Buchanan,20444,18539,8893,4768,60912,Missouri,2016
29031,Cape,15670,15317,8837,6708,51042,Missouri,2016
29037,Cass,23397,24977,10689,6124,69730,Missouri,2016
29043,Christian,15560,20877,10278,4284,56354,Missouri,2016
29047,Clay,47246,49776,38947,15705,160909,Missouri,2016
29051,Cole,15435,14723,10419,6957,51887,Missouri,2016
29071,Franklin,22643,24319,10978,5548,70984,Missouri,2016
29077,Greene,54204,62586,35999,19714,187052,Missouri,2016
29095,Jackson,138405,141523,92535,53070,467734,Missouri,2016
29097,Jasper,28050,23002,11452,4897,77593,Missouri,2016
29099,Jefferson,48600,57655,20203,8487,154362,Missouri,2016
29165,Platte,13771,20969,18738,9655,66410,Missouri,2016
29183,St.,63575,83715,67547,36458,264104,Missouri,2016
29187,St.,18697,14932,4297,2015,46902,Missouri,2016
29189,St.,146304,196490,172064,128369,690608,Missouri,2016
29510,St.,52086,63719,40308,34300,218935,Missouri,2016
30013,Cascade,16572,21078,9439,3504,55456,Montana,2016
30029,Flathead,19471,24851,13285,7721,69263,Montana,2016
30031,Gallatin,11272,19703,21848,10964,66512,Montana,2016
30049,Lewis,11718,16146,11165,6561,47137,Montana,2016
