FIPS,County,High school graduate (includes equivalency),Some college or associate's degree,Bachelor's degree,Graduate or professional degree,Total,State,Year
39113,Montgomery,103583,121481,62582,43509,366022,Ohio,2018
45045,Greenville,84816,98602,81654,46023,350656,South Carolina,2018
51059,Fairfax,103423,140300,241770,244064,785272,Virginia,2018
12017,Citrus,45123,39286,14180,7442,118099,Florida,2018
17143,Peoria,33403,40243,23634,13938,121569,Illinois,2018
18059,Hancock,,,,,,Indiana,2018
27139,Scott,,,,,,Minnesota,2018
36087,Rockland,47763,48962,47206,39330,203545,New York,2018
06065,Riverside,468200,508083,225956,128729,1596550,California,2018
08101,Pueblo,32843,45783,16537,8498,115082,Colorado,2018
12107,Putnam,,,,,,Florida,2018
13121,Fulton,131610,150612,227064,159229,714305,Georgia,2018
17097,Lake,96086,109977,121686,89395,459793,Illinois,2018
29037,Cass,23532,23990,12858,6352,71371,Missouri,2018
34005,Burlington,84903,88955,76507,44182,315066,New Jersey,2018
37071,Gaston,47817,52857,22178,8909,154383,North Carolina,2018
42091,Montgomery,139829,126270,160580,123629,583988,Pennsylvania,2018
46099,Minnehaha,33309,41426,29424,13996,127542,South Dakota,2018
47187,Williamson,18884,31473,61268,33506,151337,Tennessee,2018
48439,Tarrant,325678,396571,287114,144359,1341329,Texas,2018
01117,Shelby,28777,48557,40179,20679,149389,Alabama,2018
01121,Talladega,19585,17873,5202,3085,56275,Alabama,2018
01125,Tuscaloosa,40708,38193,23183,15913,130662,Alabama,2018
06067,Sacramento,229937,364615,217888,110494,1045227,California,2018
12101,Pasco,129152,121894,64703,33976,391093,Florida,2018
18011,Boone,8867,11205,13128,7330,44289,Indiana,2018
26091,Lenawee,25418,20532,10335,4641,68009,Michigan,2018
47059,Greene,,,,,,Tennessee,2018
48041,Brazos,22749,29665,28351,25941,121734,Texas,2018
48209,Hays,34247,36942,34706,17000,134025,Texas,2018
01015,Calhoun,25761,27039,7914,6337,79172,Alabama,2018
08005,Arapahoe,97101,124473,120139,69896,444913,Colorado,2018
18067,Howard,20242,17279,8514,4443,57555,Indiana,2018
22105,Tangipahoa,,,,,,Louisiana,2018
25003,Berkshire,27999,26280,18893,13410,93096,Massachusetts,2018
42051,Fayette,46529,23587,11280,6025,96617,Pennsylvania,2018
47113,Madison,21152,19863,10264,6138,65670,Tennessee,2018
49057,Weber,43552,62125,27030,11547,159230,Utah,2018
53007,Chelan,15151,15349,8356,5689,53291,Washington,2018
01069,Houston,23099,24223,9583,5473,72189,Alabama,2018
06083,Santa,52227,77140,55568,40852,277167,California,2018
12033,Escambia,59290,78216,37103,20829,213696,Florida,2018
18039,Elkhart,45415,35073,17224,8939,130591,Indiana,2018
26049,Genesee,89613,103196,39717,22521,280501,Michigan,2018
26145,Saginaw,44404,47849,16854,10137,130976,Michigan,2018
37023,Burke,20916,21829,7311,3919,66931,North Carolina,2018
37125,Moore,14911,22967,16576,11639,71231,North Carolina,2018
39023,Clark,31732,31858,11920,5762,92334,Ohio,2018
45051,Horry,84378,85202,40519,20664,256082,South Carolina,2018
06031,Kings,23578,32400,9483,4404,94303,California,2018
10003,New,128386,90299,80751,56332,387027,Delaware,2018
12113,Santa,35768,47109,23389,12777,125827,Florida,2018
20091,Johnson,57245,105488,139272,86153,404540,Kansas,2018
25017,Middlesex,208798,201375,322142,333429,1135011,Massachusetts,2018
33011,Hillsborough,76532,81573,70785,42538,293905,New Hampshire,2018
34017,Hudson,109295,80989,135270,85901,484037,New Jersey,2018
37025,Cabarrus,37224,43957,30348,17677,140524,North Carolina,2018
38015,Burleigh,14634,24801,16273,5563,64092,North Dakota,2018
39085,Lake,52653,52624,31245,17477,167122,Ohio,2018
39153,Summit,106207,114127,81736,49591,382405,Ohio,2018
41039,Lane,59382,102675,48647,30250,262100,Oregon,2018
42001,Adams,28054,19640,9519,7484,72399,Pennsylvania,2018
42041,Cumberland,58139,39395,41533,24209,174824,Pennsylvania,2018
47065,Hamilton,62509,86859,50319,29506,256051,Tennessee,2018
47179,Washington,23299,25901,17307,12058,88775,Tennessee,2018
49005,Cache,12210,22091,17510,9279,64896,Utah,2018
53015,Cowlitz,24975,30257,8720,4074,75444,Washington,2018
54081,Raleigh,19869,15779,4918,4363,52712,West Virginia,2018
72013,Arecibo,,,,,,Puerto Rico,2018
01097,Mobile,97080,80823,41139,21335,280211,Alabama,2018
12073,Leon,35673,50476,42812,33374,175339,Florida,2018
12103,Pinellas,217967,234624,156649,84300,754088,Florida,2018
17093,Kendall,,,,,,Illinois,2018
33013,Merrimack,32581,31442,19907,18023,108780,New Hampshire,2018
53067,Thurston,43814,70777,46801,30694,202731,Washington,2018
05051,Garland,24538,24550,10106,5578,71492,Arkansas,2018
08069,Larimer,38385,72118,65806,45002,232676,Colorado,2018
12083,Marion,103194,78331,35482,17659,267702,Florida,2018
13073,Columbia,25816,30681,22542,15013,101169,Georgia,2018
13095,Dougherty,,,,,,Georgia,2018
13151,Henry,,,,,,Georgia,2018
17183,Vermilion,,,,,,Illinois,2018
18141,St.,52297,51115,33491,22828,177474,Indiana,2018
19163,Scott,37074,34671,26040,11819,117417,Iowa,2018
23019,Penobscot,36743,32367,19373,10892,108069,Maine,2018
26111,Midland,17351,18718,10329,8371,58369,Michigan,2018
26115,Monroe,35472,39380,15819,8210,106362,Michigan,2018
35061,Valencia,16201,15682,5854,5609,52318,New Mexico,2018
37097,Iredell,32756,41463,24503,11059,123478,North Carolina,2018
42021,Cambria,42555,24408,13530,6679,94597,Pennsylvania,2018
55141,Wood,20148,16389,7623,4168,52200,Wisconsin,2018
72061,Guaynabo,,,,,,Puerto Rico,2018
01073,Jefferson,120289,137262,94694,56702,451923,Alabama,2018
05145,White,,,,,,Arkansas,2018
06079,San,37705,69441,41426,24565,190079,California,2018
12035,Flagler,29794,28501,12763,8251,86393,Florida,2018
17201,Winnebago,64557,65928,25389,16205,194348,Illinois,2018
24025,Harford,44220,50567,37288,29864,175780,Maryland,2018
37157,Rockingham,,,,,,North Carolina,2018
39155,Trumbull,62504,37675,16819,10844,143252,Ohio,2018
42049,Erie,71415,48645,31866,20295,187350,Pennsylvania,2018
01089,Madison,50509,71833,67977,41952,252672,Alabama,2018
09009,New,189357,141878,110431,99559,598947,Connecticut,2018
12061,Indian,32187,40474,23478,13431,123664,Florida,2018
13089,DeKalb,107897,120731,137426,99663,517424,Georgia,2018
13127,Glynn,14159,16661,11397,8076,59358,Georgia,2018
17111,McHenry,54599,69286,48487,25607,211179,Illinois,2018
18053,Grant,,,,,,Indiana,2018
29051,Cole,,,,,,Missouri,2018
29071,Franklin,,,,,,Missouri,2018
36069,Ontario,18786,24716,16046,13442,77970,New York,2018
37069,Franklin,15733,15225,6908,3671,48016,North Carolina,2018
37161,Rutherford,,,,,,North Carolina,2018
39169,Wayne,30648,18798,10630,6964,76712,Ohio,2018
42133,York,122067,78919,52368,27506,311944,Pennsylvania,2018
45013,Beaufort,29869,36954,33746,24247,135336,South Carolina,2018
47165,Sumner,39444,41746,23379,10528,129332,Tennessee,2018
48251,Johnson,39717,36042,13429,6713,112596,Texas,2018
51510,Alexandria,12651,23666,35925,40174,120785,Virginia,2018
01043,Cullman,,,,,,Alabama,2018
17113,McLean,24887,28229,29479,18563,105380,Illinois,2018
18157,Tippecanoe,26309,30116,24610,17259,106511,Indiana,2018
18177,Wayne,,,,,,Indiana,2018
19193,Woodbury,21654,22405,10704,4647,67050,Iowa,2018
21145,McCracken,,,,,,Kentucky,2018
27037,Dakota,57190,92820,87853,36336,288047,Minnesota,2018
27123,Ramsey,74591,100591,96135,62217,368041,Minnesota,2018
36015,Chemung,,,,,,New York,2018
46103,Pennington,23766,23749,16583,8663,77379,South Dakota,2018
48037,Bowie,21387,22313,9798,3893,64235,Texas,2018
49053,Washington,24883,44993,21597,13386,112431,Utah,2018
51680,Lynchburg,11444,13019,9139,7981,45154,Virginia,2018
53063,Spokane,78817,139993,71007,39421,352507,Washington,2018
55097,Portage,15248,13168,10366,4329,45956,Wisconsin,2018
26155,Shiawassee,,,,,,Michigan,2018
29047,Clay,44684,53197,37024,18896,167067,Missouri,2018
30111,Yellowstone,31730,37051,26231,10041,109363,Montana,2018
36045,Jefferson,23750,25061,9580,6521,70840,New York,2018
42005,Armstrong,,,,,,Pennsylvania,2018
48139,Ellis,32605,39202,21290,9289,115171,Texas,2018
48291,Liberty,21629,17400,3785,1727,55785,Texas,2018
48479,Webb,32814,37862,22514,7975,153546,Texas,2018
51095,James,11604,13325,16925,12006,54998,Virginia,2018
55059,Kenosha,31079,42340,19403,9656,114235,Wisconsin,2018
05031,Craighead,24407,17845,12467,7071,69708,Arkansas,2018
20015,Butler,,,,,,Kansas,2018
20103,Leavenworth,18760,16711,10240,6453,55715,Kansas,2018
20161,Riley,6835,10460,9466,7945,36871,Kansas,2018
25015,Hampshire,22698,23656,22365,26972,100475,Massachusetts,2018
29031,Cape,16115,12981,9634,6047,50016,Missouri,2018
36029,Erie,173639,188985,129757,101682,649017,New York,2018
37045,Cleveland,22353,21938,7915,4494,67518,North Carolina,2018
41005,Clackamas,65962,98366,72704,38296,296089,Oregon,2018
47163,Sullivan,38303,35612,18515,9511,114624,Tennessee,2018
53027,Grays,17367,21809,5059,2449,53250,Washington,2018
72139,Trujillo,,,,,,Puerto Rico,2018
21227,Warren,22299,24191,14991,8988,80661,Kentucky,2018
27019,Carver,11513,19897,22146,12050,67577,Minnesota,2018
28081,Lee,,,,,,Mississippi,2018
36111,Ulster,38701,37934,23342,17980,130157,New York,2018
39093,Lorain,65866,71055,36702,20751,213397,Ohio,2018
45085,Sumter,20687,25548,9148,5131,70939,South Carolina,2018
49045,Tooele,,,,,,Utah,2018
06039,Madera,23015,29917,10732,4559,99401,California,2018
13051,Chatham,50380,63445,37339,27081,195896,Georgia,2018
13113,Fayette,16412,21982,20756,14291,76915,Georgia,2018
17043,DuPage,116299,156458,195724,127263,637915,Illinois,2018
17089,Kane,80892,99152,72057,44280,349960,Illinois,2018
18089,Lake,122427,94101,48954,25750,329045,Indiana,2018
21059,Daviess,23174,23689,9304,6102,68084,Kentucky,2018
21185,Oldham,8283,12693,10913,8660,43999,Kentucky,2018
42045,Delaware,114816,95006,85305,63479,385378,Pennsylvania,2018
01077,Lauderdale,25089,16529,9762,5836,64403,Alabama,2018
12097,Osceola,75648,73321,38270,21220,242548,Florida,2018
13313,Whitfield,,,,,,Georgia,2018
22109,Terrebonne,,,,,,Louisiana,2018
24015,Cecil,25713,21227,11862,5543,70846,Maryland,2018
24037,St.,24037,17012,15078,10306,73248,Maryland,2018
25001,Barnstable,40015,47823,37697,31911,166596,Massachusetts,2018
27163,Washington,34539,53543,51758,28893,176633,Minnesota,2018
34035,Somerset,38526,45618,71354,62908,231312,New Jersey,2018
36119,Westchester,130182,133737,159043,170414,670570,New York,2018
37109,Lincoln,19041,19477,11056,4382,60586,North Carolina,2018
45035,Dorchester,28522,38712,21016,10094,107531,South Carolina,2018
51650,Hampton,26598,32132,15392,9834,90115,Virginia,2018
04025,Yavapai,44037,68929,29024,18073,178575,Arizona,2018
21111,Jefferson,137170,161330,108740,75035,534126,Kentucky,2018
21151,Madison,16472,16305,10433,8163,57601,Kentucky,2018
24009,Calvert,17967,20241,12076,9333,63613,Maryland,2018
34025,Monmouth,98234,106372,129895,78624,438071,New Jersey,2018
37119,Mecklenburg,122129,206667,221357,114025,736912,North Carolina,2018
39055,Geauga,15205,18145,15543,9925,64645,Ohio,2018
41043,Linn,25054,33730,12876,6496,89133,Oregon,2018
42095,Northampton,74161,53727,40154,24354,212696,Pennsylvania,2018
48091,Comal,26201,32662,24058,11976,102892,Texas,2018
48361,Orange,22261,17432,6416,2040,55429,Texas,2018
48497,Wise,,,,,,Texas,2018
72021,Bayamón,,,,,,Puerto Rico,2018
72137,Toa,,,,,,Puerto Rico,2018
06111,Ventura,116809,187771,117297,69979,576636,California,2018
13135,Gwinnett,133337,166542,137304,79043,594500,Georgia,2018
15007,Kauai,,,,,,Hawaii,2018
19013,Black,25719,27303,16193,7405,84157,Iowa,2018
21015,Boone,26455,26345,18073,10561,87206,Kentucky,2018
22051,Jefferson,91601,86947,59234,27519,306097,Louisiana,2018
24031,Montgomery,94834,140829,194445,230923,726243,Maryland,2018
29510,St.,51476,60997,45640,35279,217883,Missouri,2018
34013,Essex,153301,119355,114379,85214,540316,New Jersey,2018
36113,Warren,15511,13466,8064,7279,48290,New York,2018
39081,Jefferson,21960,12799,4372,2684,46931,Ohio,2018
51800,Suffolk,16610,18883,11259,8360,61921,Virginia,2018
53033,King,241867,407622,506976,344071,1599265,Washington,2018
54033,Harrison,,,,,,West Virginia,2018
02170,Matanuska-Susitna,22841,25664,9880,6059,69513,Alaska,2018
09007,Middlesex,26000,34197,26674,26779,119127,Connecticut,2018
12023,Columbia,,,,,,Florida,2018
13247,Rockdale,,,,,,Georgia,2018
16005,Bannock,14402,21508,10152,5312,55563,Idaho,2018
30029,Flathead,,,,,,Montana,2018
35001,Bernalillo,108256,143903,88859,76787,469382,New Mexico,2018
37019,Brunswick,29039,35622,22467,12247,107374,North Carolina,2018
37127,Nash,,,,,,North Carolina,2018
37193,Wilkes,,,,,,North Carolina,2018
39061,Hamilton,142372,149772,128255,84825,553559,Ohio,2018
42029,Chester,72201,71370,113385,79275,356729,Pennsylvania,2018
45063,Lexington,57647,66052,40692,21954,205050,South Carolina,2018
51041,Chesterfield,53226,61253,61903,37157,234944,Virginia,2018
05085,Lonoke,,,,,,Arkansas,2018
13045,Carroll,24961,23620,10344,4479,75087,Georgia,2018
13139,Hall,37306,34893,20532,11526,132465,Georgia,2018
18085,Kosciusko,,,,,,Indiana,2018
18163,Vanderburgh,42027,38642,21731,10190,124660,Indiana,2018
34019,Hunterdon,18455,19938,28273,18654,89293,New Jersey,2018
36063,Niagara,48624,50944,20717,17182,151108,New York,2018
36079,Putnam,18082,19678,16184,12874,70844,New York,2018
37151,Randolph,33545,33269,12289,4229,100276,North Carolina,2018
40109,Oklahoma,129049,158414,105571,61862,517787,Oklahoma,2018
48245,Jefferson,52490,54973,24448,10151,169570,Texas,2018
55073,Marathon,30777,29629,17474,8460,93602,Wisconsin,2018
04017,Navajo,,,,,,Arizona,2018
06107,Tulare,70194,81705,27845,15956,275220,California,2018
08077,Mesa,28088,35302,20202,11155,104672,Colorado,2018
22079,Rapides,34985,23912,11745,6439,87634,Louisiana,2018
26147,St.,38862,42593,13874,8228,114242,Michigan,2018
36051,Livingston,,,,,,New York,2018
36103,Suffolk,283724,274467,206555,175061,1034154,New York,2018
40027,Cleveland,49314,61999,34707,24814,183750,Oklahoma,2018
42101,Philadelphia,358281,237449,191678,142838,1083271,Pennsylvania,2018
47141,Putnam,20615,13192,6481,6152,51639,Tennessee,2018
48257,Kaufman,25113,28580,11002,5592,82009,Texas,2018
09001,Fairfield,133036,136387,173054,139255,645814,Connecticut,2018
12089,Nassau,20784,19792,10942,6637,63850,Florida,2018
26077,Kalamazoo,37969,52984,39223,25343,166298,Michigan,2018
34009,Cape,20799,20192,16203,8508,71086,New Jersey,2018
35045,San,22134,34241,7570,5671,81649,New Mexico,2018
37081,Guilford,80307,107865,84371,46491,356797,North Carolina,2018
39095,Lucas,91324,95704,46615,28681,292104,Ohio,2018
48491,Williamson,72429,114757,106257,56742,376368,Texas,2018
05045,Faulkner,21697,24700,15219,9000,77039,Arkansas,2018
06019,Fresno,138951,198581,88479,45443,614887,California,2018
08041,El,90651,161371,107737,72531,464145,Colorado,2018
12019,Clay,42677,52457,26124,11588,148520,Florida,2018
23005,Cumberland,43087,57171,63845,41859,214979,Maine,2018
35031,McKinley,,,,,,New Mexico,2018
36011,Cayuga,,,,,,New York,2018
36047,Kings,460930,334222,415654,278196,1785323,New York,2018
37089,Henderson,22651,28553,17618,10278,86877,North Carolina,2018
42007,Beaver,45235,41055,19050,8562,121468,Pennsylvania,2018
42037,Columbia,18668,9432,7463,4539,43494,Pennsylvania,2018
45031,Darlington,,,,,,South Carolina,2018
48181,Grayson,26797,35438,11880,7221,90519,Texas,2018
51019,Bedford,19548,17389,9349,6269,57233,Virginia,2018
53021,Franklin,11301,17005,7167,4387,54846,Washington,2018
55109,St.,15802,22284,13622,5985,60515,Wisconsin,2018
01003,Baldwin,44013,47573,32210,16613,155691,Alabama,2018
12015,Charlotte,53562,47230,21606,14254,152920,Florida,2018
12057,Hillsborough,273404,266923,212658,121623,984454,Florida,2018
18043,Floyd,16507,17162,10621,5579,53771,Indiana,2018
22071,Orleans,65439,74391,59951,43596,279271,Louisiana,2018
24043,Washington,37866,31695,14503,7883,105697,Maryland,2018
26125,Oakland,166850,250304,242455,180929,892999,Michigan,2018
34001,Atlantic,55122,53070,33305,19226,182954,New Jersey,2018
34023,Middlesex,140414,120502,152188,102393,572861,New Jersey,2018
34037,Sussex,29739,29611,25201,12653,101128,New Jersey,2018
35013,Doña,31650,36760,24246,14261,134247,New Mexico,2018
42071,Lancaster,124851,82041,65673,38742,366770,Pennsylvania,2018
42129,Westmoreland,96967,73235,48031,29183,261101,Pennsylvania,2018
51087,Henrico,50090,57013,60592,40197,228406,Virginia,2018
01049,DeKalb,,,,,,Alabama,2018
18057,Hamilton,34234,48373,76229,51172,216657,Indiana,2018
19153,Polk,77443,95060,87493,38673,323515,Iowa,2018
24001,Allegany,,,,,,Maryland,2018
26021,Berrien,28417,36129,20502,11163,107435,Michigan,2018
26093,Livingston,34602,46868,30370,17428,135180,Michigan,2018
29019,Boone,20358,29905,27958,24033,107408,Missouri,2018
37031,Carteret,13173,19596,9482,5524,52668,North Carolina,2018
37155,Robeson,25687,28780,7912,3866,85742,North Carolina,2018
39133,Portage,38422,29446,17508,13330,106106,Ohio,2018
41047,Marion,60199,80887,35459,17439,228459,Oregon,2018
42027,Centre,28321,18596,23042,22748,97947,Pennsylvania,2018
45059,Laurens,15326,12670,5083,2906,45943,South Carolina,2018
47001,Anderson,,,,,,Tennessee,2018
51085,Hanover,16497,20357,21137,11501,74693,Virginia,2018
53035,Kitsap,40110,76143,41380,22120,188460,Washington,2018
55087,Outagamie,39310,40729,26466,12412,127311,Wisconsin,2018
06087,Santa,27506,55971,42071,30470,180773,California,2018
13021,Bibb,28458,31437,15259,10139,99938,Georgia,2018
16001,Ada,74798,105867,84307,41422,317853,Idaho,2018
17179,Tazewell,30022,31251,15937,8605,92946,Illinois,2018
18081,Johnson,34075,29724,22183,10011,103154,Indiana,2018
19103,Johnson,11957,25098,22603,25078,88338,Iowa,2018
26099,Macomb,176340,223483,100454,54094,619372,Michigan,2018
27131,Rice,13264,12774,8363,3551,41908,Minnesota,2018
33017,Strafford,24816,23090,20497,10567,85053,New Hampshire,2018
36067,Onondaga,82059,90767,59939,52387,315035,New York,2018
41019,Douglas,27964,28566,11652,4693,81736,Oregon,2018
42055,Franklin,46739,26935,13695,9067,108906,Pennsylvania,2018
44007,Providence,141127,113702,74546,50686,437812,Rhode Island,2018
47125,Montgomery,35280,46119,26479,12702,127781,Tennessee,2018
48309,McLennan,41208,52579,25026,13702,155090,Texas,2018
48397,Rockwall,13210,22378,17235,10131,66782,Texas,2018
48409,San,,,,,,Texas,2018
49049,Utah,51871,111118,88584,40713,309566,Utah,2018
51179,Stafford,23229,25688,25585,14908,96040,Virginia,2018
53077,Yakima,42310,44188,15520,10130,152659,Washington,2018
72025,Caguas,,,,,,Puerto Rico,2018
06037,Los,1434310,1824195,1482581,781205,6957176,California,2018
06061,Placer,49165,100307,76187,36819,276210,California,2018
12085,Martin,30926,38075,26634,16423,124631,Florida,2018
15003,Honolulu,175410,210213,157316,82465,681388,Hawaii,2018
16055,Kootenai,32721,42017,18844,10173,112592,Idaho,2018
17161,Rock,27787,35376,16000,8068,98551,Illinois,2018
22073,Ouachita,,,,,,Louisiana,2018
23001,Androscoggin,26306,26960,10486,4347,75875,Maine,2018
42097,Northumberland,33128,16191,7145,3713,67050,Pennsylvania,2018
48141,El,119131,162746,80348,41723,517881,Texas,2018
51003,Albemarle,11371,13870,21184,20886,73874,Virginia,2018
06033,Lake,13020,17894,5326,3357,47142,California,2018
06075,San,85850,123004,253594,166736,702565,California,2018
08123,Weld,57088,67769,38448,16999,202617,Colorado,2018
09013,Tolland,26960,23634,23882,20187,98923,Connecticut,2018
10005,Sussex,58287,47814,27194,20750,172517,Delaware,2018
13031,Bulloch,10701,13532,6464,5344,41851,Georgia,2018
13115,Floyd,24108,18130,6537,4570,65529,Georgia,2018
13217,Newton,,,,,,Georgia,2018
17031,Cook,844383,893535,825874,585967,3594836,Illinois,2018
21047,Christian,12339,15172,4900,3069,40360,Kentucky,2018
25011,Franklin,13570,14659,12201,9014,53672,Massachusetts,2018
25013,Hampden,93180,88910,55685,33418,320226,Massachusetts,2018
30063,Missoula,16439,28967,19263,12930,81094,Montana,2018
39063,Hancock,,,,,,Ohio,2018
39151,Stark,99305,83526,37403,19799,260406,Ohio,2018
48201,Harris,706083,792383,598907,351690,3011666,Texas,2018
51161,Roanoke,17310,21301,15671,9816,68136,Virginia,2018
06071,San,367046,438788,191474,103080,1374552,California,2018
12005,Bay,43193,44312,19702,9631,129075,Florida,2018
13015,Bartow,26524,21145,8144,4105,70243,Georgia,2018
36001,Albany,48459,56099,41094,45201,205482,New York,2018
39109,Miami,26205,23689,12076,5793,74182,Ohio,2018
39145,Scioto,,,,,,Ohio,2018
45077,Pickens,24168,22215,10843,9841,79455,South Carolina,2018
06115,Yuba,,,,,,California,2018
13013,Barrow,17181,18300,6977,2958,52993,Georgia,2018
13157,Jackson,,,,,,Georgia,2018
13245,Richmond,42017,41180,18074,10596,132555,Georgia,2018
13285,Troup,,,,,,Georgia,2018
19061,Dubuque,22731,17363,12760,7372,65356,Iowa,2018
28075,Lauderdale,12401,21899,6050,3618,51225,Mississippi,2018
28121,Rankin,27001,36283,18833,13276,106069,Mississippi,2018
37183,Wake,106223,180429,249424,148971,731228,North Carolina,2018
40119,Payne,12910,11677,10364,6607,44976,Oklahoma,2018
40131,Rogers,20730,21404,11805,4079,62661,Oklahoma,2018
42081,Lycoming,30323,22512,13710,6298,79981,Pennsylvania,2018
45015,Berkeley,44404,52683,24682,11897,147924,South Carolina,2018
47147,Robertson,17803,14977,7123,2682,48309,Tennessee,2018
48085,Collin,103944,170868,217896,129173,662343,Texas,2018
53041,Lewis,16715,23484,6779,3810,56789,Washington,2018
53053,Pierce,155343,223451,110248,61126,602831,Washington,2018
54061,Monongalia,17529,14185,14547,16117,66234,West Virginia,2018
55009,Brown,54216,56715,36302,15688,175973,Wisconsin,2018
04003,Cochise,22049,36044,11563,7776,88568,Arizona,2018
04005,Coconino,17666,27384,18005,12366,84383,Arizona,2018
06023,Humboldt,22045,34547,18855,8904,92627,California,2018
13063,Clayton,57999,58593,25788,11967,179218,Georgia,2018
13223,Paulding,,,,,,Georgia,2018
25009,Essex,135427,132419,129860,90596,549059,Massachusetts,2018
26163,Wayne,354274,379015,179168,118722,1187724,Michigan,2018
29165,Platte,16876,21620,18312,10841,70763,Missouri,2018
36053,Madison,,,,,,New York,2018
37159,Rowan,33009,31893,13311,5202,97566,North Carolina,2018
39029,Columbiana,34030,18880,8865,4960,73947,Ohio,2018
41059,Umatilla,14888,17080,6404,2973,50726,Oregon,2018
42073,Lawrence,25762,18033,9904,3053,62518,Pennsylvania,2018
47157,Shelby,175622,173268,116356,77628,616115,Tennessee,2018
13059,Clarke,14710,16574,15946,15192,70855,Georgia,2018
16019,Bonneville,19835,24095,14662,6959,71217,Idaho,2018
25021,Norfolk,91230,108393,137359,130388,496198,Massachusetts,2018
34033,Salem,18573,12700,7309,2423,44425,New Jersey,2018
36081,Queens,443283,364022,345988,204878,1646542,New York,2018
42003,Allegheny,234022,230182,217881,157357,883285,Pennsylvania,2018
48231,Hunt,21039,21052,9115,3416,63104,Texas,2018
09011,New,58052,52766,36319,26385,189510,Connecticut,2018
17167,Sangamon,37616,42155,28316,17574,135994,Illinois,2018
22015,Bossier,24526,25282,17278,7745,83378,Louisiana,2018
26025,Calhoun,32301,31592,13498,6690,92230,Michigan,2018
39119,Muskingum,,,,,,Ohio,2018
42017,Bucks,129006,107991,111114,77011,449655,Pennsylvania,2018
45075,Orangeburg,,,,,,South Carolina,2018
48029,Bexar,329829,390456,216094,128947,1272162,Texas,2018
53009,Clallam,13641,24026,10202,7265,58807,Washington,2018
13097,Douglas,25690,30872,16268,7108,93881,Georgia,2018
16027,Canyon,42012,49870,17355,7932,139650,Idaho,2018
18019,Clark,27139,28190,11714,6742,82301,Indiana,2018
23031,York,48063,48920,32485,14812,152863,Maine,2018
24027,Howard,32098,41797,69492,66886,218940,Maryland,2018
27053,Hennepin,143340,231632,282534,163943,875734,Minnesota,2018
28067,Jones,,,,,,Mississippi,2018
34021,Mercer,63288,48004,54834,50353,249036,New Jersey,2018
36117,Wayne,21333,20765,9164,6651,64140,New York,2018
37129,New,32272,51457,45659,20496,159572,North Carolina,2018
42085,Mercer,33771,20427,10418,5600,78655,Pennsylvania,2018
42111,Somerset,28026,13278,5736,3023,55804,Pennsylvania,2018
04027,Yuma,36638,42733,15554,7169,135113,Arizona,2018
05119,Pulaski,71031,78910,51544,38712,267828,Arkansas,2018
09005,Litchfield,42312,38783,25679,18903,134482,Connecticut,2018
13047,Catoosa,17328,14383,6044,3680,46768,Georgia,2018
13297,Walton,22488,19413,7158,5478,62003,Georgia,2018
24003,Anne,92531,110568,97738,66837,398184,Maryland,2018
28033,DeSoto,34977,42283,22152,8787,119532,Mississippi,2018
29097,Jasper,29294,22528,13396,4977,79954,Missouri,2018
36005,Bronx,258466,233327,125331,68180,934391,New York,2018
